,tweet,sentiment,tweet,location
10,"The collective is in turmoil globally. In America we are dealing with two Pandemic’s Covid-19 and systemic racism both are viruses , one going back to 1619. Please be careful and follow protocols with regards to… https://t.co/xzSymujeEk",-0.03333333333333333,"The collective is in turmoil globally. In America we are dealing with two Pandemic’s Covid-19 and systemic racism both are viruses , one going back to 1619. Please be careful and follow protocols with regards to… https://t.co/xzSymujeEk",New York
11,"This week I took a hard look at myself and said, ""NO MORE EXCUSES!"" I gained the COVID19 pounds everyone was talking about. At that very moment I decided it was time to start my healthy lifestyle journey.

TAVA… https://t.co/fDoVEqUoOG",0.023958333333333318,"This week I took a hard look at myself and said, ""NO MORE EXCUSES!"" I gained the COVID19 pounds everyone was talking about. At that very moment I decided it was time to start my healthy lifestyle journey.

TAVA… https://t.co/fDoVEqUoOG",Michigan
12,"So lucky to live by the side of Central Park for the first year in NYC. 
.
.
.
.
.

#NewYork #NYC #CentralPark #Midtown #NY #Green #Summer #Covid19 #Quarantine #CityView #Lifestyle @ Central Park https://t.co/5dzW5PaY3e",0.08661616161616162,"So lucky to live by the side of Central Park for the first year in NYC. 
.
.
.
.
.

#NewYork #NYC #CentralPark #Midtown #NY #Green #Summer #Covid19 #Quarantine #CityView #Lifestyle @ Central Park https://t.co/5dzW5PaY3e",New York
13,"So we’re going back to school in the Fall 🙄 #pandemic #therewillstillbeavirus @ Seattle, Washington https://t.co/wzZmZHXVEQ",0.0,"So we’re going back to school in the Fall 🙄 #pandemic #therewillstillbeavirus @ Seattle, Washington https://t.co/wzZmZHXVEQ",Washington
14,"I don’t know what “week” means for MOKP, but, this is good news and sounds like a new episode!!
Hurray!

#kentuckyproud https://t.co/VaVnfq2QRr",0.4831676136363636,"I don’t know what “week” means for MOKP, but, this is good news and sounds like a new episode!!
Hurray!

#kentuckyproud https://t.co/VaVnfq2QRr",Kentucky
15,"Souvenirs. Kids modeling Pandemic safety by making sure their souvenirs have masks! 😂🤣😂 Jasper insisted his crocodile had to have it! 😂🤣😂

We're one of the few families practicing social distancing &amp; 6 feet away. 😬😭… https://t.co/XJhTmKeCry",0.2420995670995671,"Souvenirs. Kids modeling Pandemic safety by making sure their souvenirs have masks! 😂🤣😂 Jasper insisted his crocodile had to have it! 😂🤣😂

We're one of the few families practicing social distancing &amp; 6 feet away. 😬😭… https://t.co/XJhTmKeCry",Texas
16,Birthday ish wit bae. Yall know him as BD. What they said F Covid. It's my birthday 🎂 #Gemini the best sign argue wit me....name another twin sign like me! @ Little Italy https://t.co/BdVtXhLixy,0.2048611111111112,Birthday ish wit bae. Yall know him as BD. What they said F Covid. It's my birthday 🎂 #Gemini the best sign argue wit me....name another twin sign like me! @ Little Italy https://t.co/BdVtXhLixy,California
17,Whose down to volunteer for the coronavirus trial vacine? @ United States https://t.co/HiejS3ofrT,0.0,Whose down to volunteer for the coronavirus trial vacine? @ United States https://t.co/HiejS3ofrT,Kansas
18,"I’m still sick and I ain’t talking a pandemic...

CC: gettyimages @ San Francisco, California https://t.co/b5EN3LecEe",0.4777777777777778,"I’m still sick and I ain’t talking a pandemic...

CC: gettyimages @ San Francisco, California https://t.co/b5EN3LecEe",California
19,"Some last looks at the Covid hair before I get it cut next week. #covidhair @ Tarrytown, New York https://t.co/QfjUAM3Gbw",-0.7142857142857143,"Some last looks at the Covid hair before I get it cut next week. #covidhair @ Tarrytown, New York https://t.co/QfjUAM3Gbw",New York
20,"DROPPING SOME OFFICIAL DRIP 💧 FOR THE STREETS, PANDEMIC ROCKBOY LEATHER SNAPBACKS, DM ME FOR YOUR PRE-ORDER TODAY !!! #rockboylifestyleclothingbrand #rockboysnapbacks #rockboyapparel #newproductscomingsoon… https://t.co/le5iPoQOC6",-0.2722222222222222,"DROPPING SOME OFFICIAL DRIP 💧 FOR THE STREETS, PANDEMIC ROCKBOY LEATHER SNAPBACKS, DM ME FOR YOUR PRE-ORDER TODAY !!! #rockboylifestyleclothingbrand #rockboysnapbacks #rockboyapparel #newproductscomingsoon… https://t.co/le5iPoQOC6",California
21,"STAND, Inc. continuing to make resources available for citizens of South Dekalb; this time it's COVID-19 PPE and Addiction Recovery Support access information! For more about our programs go to https://t.co/3RHYk35hUD.… https://t.co/qCbMZ1PX6t",0.0,"STAND, Inc. continuing to make resources available for citizens of South Dekalb; this time it's COVID-19 PPE and Addiction Recovery Support access information! For more about our programs go to https://t.co/3RHYk35hUD.… https://t.co/qCbMZ1PX6t",Georgia
22,Social distance window and floor vinyl decals for your business. Call or text us for more details 847-770-6464 #covid19 #covid_19 #covid #chicagovinyl #chicago #stayhome #keepyourdistance #vinylwrap #improcreative… https://t.co/9ZVpvNBBiv,0.5,Social distance window and floor vinyl decals for your business. Call or text us for more details 847-770-6464 #covid19 #covid_19 #covid #chicagovinyl #chicago #stayhome #keepyourdistance #vinylwrap #improcreative… https://t.co/9ZVpvNBBiv,Illinois
23,Running for Emotional Health In the Time of Covid 19  https://t.co/IbSBsfgHfd,0.1722222222222222,Running for Emotional Health In the Time of Covid 19  https://t.co/IbSBsfgHfd,New York
24,"Travel memories June 2013. Mostly flowers at mfaboston - a superb collection! #canberragardener #travelmemories #armchairtravel #COVID19 @ Museum of Fine Arts, Boston https://t.co/SjBsTtWFyf",0.2937500000000001,"Travel memories June 2013. Mostly flowers at mfaboston - a superb collection! #canberragardener #travelmemories #armchairtravel #COVID19 @ Museum of Fine Arts, Boston https://t.co/SjBsTtWFyf",Massachusetts
25,"CRUCIAL ROLE OF PRIVATE INVESTMENT FOR POST COVID-19 ECONOMIC RECOVERY

""The number of unemployed has increased dramatically. Previously temporary business closures have become permanent closures. Restoring the… https://t.co/zMdMPjGoAo",0.55,"CRUCIAL ROLE OF PRIVATE INVESTMENT FOR POST COVID-19 ECONOMIC RECOVERY

""The number of unemployed has increased dramatically. Previously temporary business closures have become permanent closures. Restoring the… https://t.co/zMdMPjGoAo",New York
26,Happy Big “40” Birthday my brother moe_castaner 🙏🥳🎂🎁🎈🎉🎊 #God #FamilyFirst #LMMM #LaFamilia #HappyBirthday #Moe #Big40 #OverTheHill #Celebration #Blessed #Blessing #Fall #Thursday #Quarentine #Covid19 #Calle23 #2020… https://t.co/sl09dWuPyV,0.2250000000000001,Happy Big “40” Birthday my brother moe_castaner 🙏🥳🎂🎁🎈🎉🎊 #God #FamilyFirst #LMMM #LaFamilia #HappyBirthday #Moe #Big40 #OverTheHill #Celebration #Blessed #Blessing #Fall #Thursday #Quarentine #Covid19 #Calle23 #2020… https://t.co/sl09dWuPyV,Florida
27,lilyisus reporta otra exclusiva sobre la PS5 ⭐⭐⭐⭐⭐⭐bcnlegendz it's the next level. #bcnlegends #urbangraffitisbcn #artdengroundmoviment #blegends #ACABose #coronavirus #covid_19 #cuarentena #desescalada #fase2 en The… https://t.co/qm93XtucNO,0.0,lilyisus reporta otra exclusiva sobre la PS5 ⭐⭐⭐⭐⭐⭐bcnlegendz it's the next level. #bcnlegends #urbangraffitisbcn #artdengroundmoviment #blegends #ACABose #coronavirus #covid_19 #cuarentena #desescalada #fase2 en The… https://t.co/qm93XtucNO,Alaska
28,"Repost by _reposta
———
""Families are mourning thousands of dead, and there is unemployment and hunger."" Protesters in Brazil have dug symbolic graves in the sand of Copacabana Beach to highlight the Covid-19 deaths… https://t.co/PZI42T98kA",-0.1,"Repost by _reposta
———
""Families are mourning thousands of dead, and there is unemployment and hunger."" Protesters in Brazil have dug symbolic graves in the sand of Copacabana Beach to highlight the Covid-19 deaths… https://t.co/PZI42T98kA",New York
29,"It’s officially open philadelphia Resturant scene. Outdoor seating is back! #myphilly #phillylife #myhood #fairmountphilly #coronavirus @ Philadelphia, Pennsylvania https://t.co/9esZcdSxY9",0.0,"It’s officially open philadelphia Resturant scene. Outdoor seating is back! #myphilly #phillylife #myhood #fairmountphilly #coronavirus @ Philadelphia, Pennsylvania https://t.co/9esZcdSxY9",Pennsylvania
30,"Plank Pulls:
#strongerlastslonger #strongbody #strongmind #strongsoul #everythinghealth #gethealthy #corestrength #lats #movementismedicine #functionalstrength #strength #movementpatterns #propermovements #covid19… https://t.co/jG04IMjp86",0.25,"Plank Pulls:
#strongerlastslonger #strongbody #strongmind #strongsoul #everythinghealth #gethealthy #corestrength #lats #movementismedicine #functionalstrength #strength #movementpatterns #propermovements #covid19… https://t.co/jG04IMjp86",Illinois
31,"This is how we do it! 🎉 
🏡
Congratulations First Time Homeowners! 🍾
It was a bit challenging to coordinate this Pandemic Homesearch but we did it! 
Enjoy your new chapter in life! It was a pleasure to work with… https://t.co/udTbO8A8rV",-0.012499999999999995,"This is how we do it! 🎉 
🏡
Congratulations First Time Homeowners! 🍾
It was a bit challenging to coordinate this Pandemic Homesearch but we did it! 
Enjoy your new chapter in life! It was a pleasure to work with… https://t.co/udTbO8A8rV",Florida
32,"Can somebody make sense as to why they put bats on the back of the 2020 quarter, what’s the relevance??? #Bat #covid19 #coronavirus #pandemic #theory @ Philadelphia, Pennsylvania https://t.co/n2DRKDm3Mw",0.11393939393939395,"Can somebody make sense as to why they put bats on the back of the 2020 quarter, what’s the relevance??? #Bat #covid19 #coronavirus #pandemic #theory @ Philadelphia, Pennsylvania https://t.co/n2DRKDm3Mw",Pennsylvania
33,"Next week, we're releasing a project we're incredibly proud of:

""Hogan's Heroes"" celebrates the incredible work and sacrifice of our state's frontline responders during this COVID-19 health crisis.

Although it's… https://t.co/LMoWvUfn80",-0.15999999999999998,"Next week, we're releasing a project we're incredibly proud of:

""Hogan's Heroes"" celebrates the incredible work and sacrifice of our state's frontline responders during this COVID-19 health crisis.

Although it's… https://t.co/LMoWvUfn80",Maryland
34,"Design(er) In Process /swipe/ • Words: New Next Now • A little mid-pandemic expansion effort #dmcstyle • Step 1—Reset to white box ⚪️⬜️🤍 . Thank You themackaydixonteam .
.
.
.
.
#DesignInspo  #DesignInspiration… https://t.co/wEzb9ucbsK",0.16666666666666666,"Design(er) In Process /swipe/ • Words: New Next Now • A little mid-pandemic expansion effort #dmcstyle • Step 1—Reset to white box ⚪️⬜️🤍 . Thank You themackaydixonteam .
.
.
.
.
#DesignInspo  #DesignInspiration… https://t.co/wEzb9ucbsK",New York
35,Before and After covid-19 #houstoncolorist #houstonsalon #houstonhairstylist #PamelaRaye #bookme #stylseat #avlon #avlonproducts @avlon @ Desired Images II Salon https://t.co/mxSQ3UEe2o,-0.4,Before and After covid-19 #houstoncolorist #houstonsalon #houstonhairstylist #PamelaRaye #bookme #stylseat #avlon #avlonproducts @avlon @ Desired Images II Salon https://t.co/mxSQ3UEe2o,Texas
36,Got to hang (virtually) with @ChristaonAir on @21WFMJ to talk about what @jccyoungstown is doing to make camp fun during the age of Coronavirus! @ Jewish Community Center of Youngstown https://t.co/0nR2nq9K15,0.0,Got to hang (virtually) with @ChristaonAir on @21WFMJ to talk about what @jccyoungstown is doing to make camp fun during the age of Coronavirus! @ Jewish Community Center of Youngstown https://t.co/0nR2nq9K15,Ohio
37,"Intense grueling, unbelievably rigorous. This trainer @mrmaxfit  is trying to get me back to where I was before the pandemic started. We have until June 20.  😭😭😭😭

BIG BOY PROBLEMS 
This is what my body is currently… https://t.co/vYbNR5wXnF",0.30625,"Intense grueling, unbelievably rigorous. This trainer @mrmaxfit  is trying to get me back to where I was before the pandemic started. We have until June 20.  😭😭😭😭

BIG BOY PROBLEMS 
This is what my body is currently… https://t.co/vYbNR5wXnF",Georgia
38,"👉🏻Motivation (need it!) 
👉🏻Consistency (or lack thereof).  
👉🏻No Support.  
👉🏻And 100000 options on line to choose from. 
These are some of the obstacles  I’ve witnessed, and heard from others during the pandemic… https://t.co/B9ecK6rDte",0.0,"👉🏻Motivation (need it!) 
👉🏻Consistency (or lack thereof).  
👉🏻No Support.  
👉🏻And 100000 options on line to choose from. 
These are some of the obstacles  I’ve witnessed, and heard from others during the pandemic… https://t.co/B9ecK6rDte",North Carolina
39,The Coronavirus Could Kill Off A Host Of US Colleges  https://t.co/gLh7qYmxkL,0.0,The Coronavirus Could Kill Off A Host Of US Colleges  https://t.co/gLh7qYmxkL,New York
40,"Good Morning. During the current Coronavirus (COVID-19) outbreak, the Township of Ocean Historical Museum will be closed.  We are currently closed through Monday, July 6, 2020.  Please continue to check with us to see if that date has changed. https://t.co/EhhAXnxucc https://t.co/g3jpeP3zyg",0.0,"Good Morning. During the current Coronavirus (COVID-19) outbreak, the Township of Ocean Historical Museum will be closed.  We are currently closed through Monday, July 6, 2020.  Please continue to check with us to see if that date has changed. https://t.co/EhhAXnxucc https://t.co/g3jpeP3zyg",New Jersey
41,"DC landlords &amp; housing providers, it's time to talk about the strategies to get through this pandemic together! 

-

Join me &amp; staff from the DC Housing Authority ONLINE Wednesday, June 17th at 6:00 pm. 

-

Send an… https://t.co/We11X5zTpn",-0.05681818181818182,"DC landlords &amp; housing providers, it's time to talk about the strategies to get through this pandemic together! 

-

Join me &amp; staff from the DC Housing Authority ONLINE Wednesday, June 17th at 6:00 pm. 

-

Send an… https://t.co/We11X5zTpn",District of Columbia
42,Sinners rather Bible than approach the Lord / #GodTalk ! Answering his prayers till the hope is norm 💪🎶  Check out my project #TheBarantineZone on all streaming platforms now 🙏 #BarsIsBack #pandemic #QuarantineBars… https://t.co/OqUBKJUDY5,0.0,Sinners rather Bible than approach the Lord / #GodTalk ! Answering his prayers till the hope is norm 💪🎶  Check out my project #TheBarantineZone on all streaming platforms now 🙏 #BarsIsBack #pandemic #QuarantineBars… https://t.co/OqUBKJUDY5,New York
43,"We made it another week, y’all! #tgif #amiright #coronavirus #80smusic @ New York, New York https://t.co/g6ZNTJw7KG",0.05,"We made it another week, y’all! #tgif #amiright #coronavirus #80smusic @ New York, New York https://t.co/g6ZNTJw7KG",New York
44,"Happy Last Day to the students @sje_attleboroma We are so proud of all the work our students and teachers have accomplished this year during this pandemic! We wish everyone a happy, safe, and healthy summer!… https://t.co/ERYv9qaYli",0.6000000000000001,"Happy Last Day to the students @sje_attleboroma We are so proud of all the work our students and teachers have accomplished this year during this pandemic! We wish everyone a happy, safe, and healthy summer!… https://t.co/ERYv9qaYli",Massachusetts
45,"Join us tomorrow on @ThatGuyBrayo  Facebook page. @BabuTOD and @thehippiie will, in partnership with Kenyans in America Covid Relief fund, be hosting live shows in a charity drive aimed at supporting Kenyans in the… https://t.co/KwSJpyLiQh",0.0,"Join us tomorrow on @ThatGuyBrayo  Facebook page. @BabuTOD and @thehippiie will, in partnership with Kenyans in America Covid Relief fund, be hosting live shows in a charity drive aimed at supporting Kenyans in the… https://t.co/KwSJpyLiQh",Massachusetts
46,Corona NY Fri Jun 12th AM Forecast: TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31,0.24000000000000005,Corona NY Fri Jun 12th AM Forecast: TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31,New York
47,"Hey, anyone else notice the museum’s free reserves, designated to “sustain the activities of the Charity, should there be a significant decline in in-coming resources,” declined from £444,356 in 2017 to £265,592 in 2019?

Or that the policy governing the amount changed? https://t.co/4ivk9O01D3",0.19318181818181807,"Hey, anyone else notice the museum’s free reserves, designated to “sustain the activities of the Charity, should there be a significant decline in in-coming resources,” declined from £444,356 in 2017 to £265,592 in 2019?

Or that the policy governing the amount changed? https://t.co/4ivk9O01D3",North Carolina
48,Thank you mtanyctransit. #NYC #covid19 #PhaseOne @ Columbus Circle https://t.co/UHHrkaQWJD,0.3875,Thank you mtanyctransit. #NYC #covid19 #PhaseOne @ Columbus Circle https://t.co/UHHrkaQWJD,New York
49,"Kayak &amp; Standup Paddleboard rentals are in full swing. Don’t let COVID keep you down. 

Get on the water. Make a memory. 
🌊 💙 ☀️ @ Highland Lake https://t.co/x74ohLMa8h",0.0,"Kayak &amp; Standup Paddleboard rentals are in full swing. Don’t let COVID keep you down. 

Get on the water. Make a memory. 
🌊 💙 ☀️ @ Highland Lake https://t.co/x74ohLMa8h",New Hampshire
50,"Covid-movie.
Remember to update yourself!
Don’t become part of the obsolete part the robots population.

Happy Friyay.

#keepgasing #keepfueling  #fuckcovid19 @ Washington D.C. https://t.co/dJcmLwnolW",0.06818181818181818,"Covid-movie.
Remember to update yourself!
Don’t become part of the obsolete part the robots population.

Happy Friyay.

#keepgasing #keepfueling  #fuckcovid19 @ Washington D.C. https://t.co/dJcmLwnolW",District of Columbia
51,"Whatever Friday holds for you - protests, works, strikes, rest, or caring for others - be safe and be well. I wish you strength, comfort and joy.
#fridaysforfuture #covid_19 #blm #health #future @ North End https://t.co/KciKdL56js",0.0,"Whatever Friday holds for you - protests, works, strikes, rest, or caring for others - be safe and be well. I wish you strength, comfort and joy.
#fridaysforfuture #covid_19 #blm #health #future @ North End https://t.co/KciKdL56js",Idaho
52,314/330 days of movement! #kickboxing with @eshannz @jdroberto and @dailyburn. #thisis51 #db365 #30daysofmovement #sweatyselfie #PAUSElifeNYC #coronavirusnyc #covid19 #functionalfitness #stayhome #homeworkout… https://t.co/QztTP53HvU,0.0972222222222222,314/330 days of movement! #kickboxing with @eshannz @jdroberto and @dailyburn. #thisis51 #db365 #30daysofmovement #sweatyselfie #PAUSElifeNYC #coronavirusnyc #covid19 #functionalfitness #stayhome #homeworkout… https://t.co/QztTP53HvU,New York
53,These are my after Corona Virus Terrors! On the right you have my #tekno / #HB etruggy fully powered by #hobbywing and that thing is super scary fast. On the left is my newest #mugenseiki nitro truggy. Fully upgraded… https://t.co/ggkEiwfxEz,0.8,These are my after Corona Virus Terrors! On the right you have my #tekno / #HB etruggy fully powered by #hobbywing and that thing is super scary fast. On the left is my newest #mugenseiki nitro truggy. Fully upgraded… https://t.co/ggkEiwfxEz,Georgia
54,"Looking back at pictures. Sigh life pre-covid. 
These are from a 52 Blocks Seminar I did with Lyte Burly in 2018. Once this Coronavirus is over I would like to do another seminar with Lyte.
#cqc #selfdefense #kali… https://t.co/URG9ChbwGC",0.0,"Looking back at pictures. Sigh life pre-covid. 
These are from a 52 Blocks Seminar I did with Lyte Burly in 2018. Once this Coronavirus is over I would like to do another seminar with Lyte.
#cqc #selfdefense #kali… https://t.co/URG9ChbwGC",Michigan
55,"Great video from @b_dechambeau via this link
https://t.co/X7LtPYHvLz
just to give you an idea how he spend the Corona quarantine @ United States https://t.co/rDEOkMDLxk",0.06380952380952383,"Great video from @b_dechambeau via this link
https://t.co/X7LtPYHvLz
just to give you an idea how he spend the Corona quarantine @ United States https://t.co/rDEOkMDLxk",Kansas
56,"Thank you to Erin McCarthy of @jessicagriffin for the interview for  her article: “What’s ahead for gyms and fitness studios amid coronavirus? Changed layouts, time limits, and spread-out machines.”
_
LINK IN… https://t.co/fwVVFkqjdl",0.35,"Thank you to Erin McCarthy of @jessicagriffin for the interview for  her article: “What’s ahead for gyms and fitness studios amid coronavirus? Changed layouts, time limits, and spread-out machines.”
_
LINK IN… https://t.co/fwVVFkqjdl",Pennsylvania
57,"A combination of all that’s girlie... fluffy peonies, rufflie garden roses in shades of pink. Wedding flowers from June 6th, that decided adapt to the COVID-19 regulations instead of cancelling or rescheduling!… https://t.co/FjARJ5otsc",0.2142857142857143,"A combination of all that’s girlie... fluffy peonies, rufflie garden roses in shades of pink. Wedding flowers from June 6th, that decided adapt to the COVID-19 regulations instead of cancelling or rescheduling!… https://t.co/FjARJ5otsc",Indiana
58,"2020 has been rough. With COVID-19 isolation, racism, violence, and the horrors of our current administration erasing LGBTQ rights, the water is boiling all around us!! — when times get rough for you — are you the… https://t.co/2te7ixNpBz",-0.2333333333333333,"2020 has been rough. With COVID-19 isolation, racism, violence, and the horrors of our current administration erasing LGBTQ rights, the water is boiling all around us!! — when times get rough for you — are you the… https://t.co/2te7ixNpBz",Florida
59,"Fireworks Friday - Quincy Flag Day

There are no fireworks this season due to Covid, so here’s a throwback to Quincy’s Flag Say fireworks from 2016

#quincy #quincyma #newengland #massachusetts #flagday #fireworks… https://t.co/Z9KsV19aG8",-0.1625,"Fireworks Friday - Quincy Flag Day

There are no fireworks this season due to Covid, so here’s a throwback to Quincy’s Flag Say fireworks from 2016

#quincy #quincyma #newengland #massachusetts #flagday #fireworks… https://t.co/Z9KsV19aG8",Massachusetts
60,"Wow. Trump is brining back his rambling, dissembling rallies. As many States are seeing an upturn in COVID-19 cases, during an unprecedented period of national unity calling for reform against state violence, where… https://t.co/YB6Qop7AXI",-0.06666666666666668,"Wow. Trump is brining back his rambling, dissembling rallies. As many States are seeing an upturn in COVID-19 cases, during an unprecedented period of national unity calling for reform against state violence, where… https://t.co/YB6Qop7AXI",New York
61,Covid-19 update! @ Hot Diggity https://t.co/xGJSKIWrsk,-0.5,Covid-19 update! @ Hot Diggity https://t.co/xGJSKIWrsk,Massachusetts
62,"#random...Continuing situation due to no haircut in months. Due to ""the riots"", Corona, etc, I had to order this from Amazon. It was quite literally available nowhere! No exaggeration!!… https://t.co/UtGCtHQjwe",0.3,"#random...Continuing situation due to no haircut in months. Due to ""the riots"", Corona, etc, I had to order this from Amazon. It was quite literally available nowhere! No exaggeration!!… https://t.co/UtGCtHQjwe",Pennsylvania
63,"In remarks about SARS-CoV-2, Trump wrongly said China “stopped it cold” from spreading from Wuhan to other parts of China “but they didn’t stop it cold from coming to the United States … and the rest of the world.”",0.25,"In remarks about SARS-CoV-2, Trump wrongly said China “stopped it cold” from spreading from Wuhan to other parts of China “but they didn’t stop it cold from coming to the United States … and the rest of the world.”",New Jersey
64,"NPWC Young Disciples thought for the weekend! “Don’t let the green grass, sandy beaches, ☀️ weather or pop up parties 🎈 fool you. COVID19 is still here seeking someone to infect. Be Safe, Pastor loves… https://t.co/eHSmHJQOKB",0.2787878787878788,"NPWC Young Disciples thought for the weekend! “Don’t let the green grass, sandy beaches, ☀️ weather or pop up parties 🎈 fool you. COVID19 is still here seeking someone to infect. Be Safe, Pastor loves… https://t.co/eHSmHJQOKB",New Jersey
65,"Got questions about #COVID19? Find answers, testing information &amp; more on @DurhamHealthNC's confidential hotline. https://t.co/4HlvMD1Qyg",0.17708333333333334,"Got questions about #COVID19? Find answers, testing information &amp; more on @DurhamHealthNC's confidential hotline. https://t.co/4HlvMD1Qyg",North Carolina
66,"These are some of the most my favorite moments from this very memorable school year!
•
 Over 25 classroom transformations.
•
Numerous experiments and bloopers.
•
One deadly virus and a pandemic.
•
Remote teaching on… https://t.co/IbDXDIaQ4N",0.0,"These are some of the most my favorite moments from this very memorable school year!
•
 Over 25 classroom transformations.
•
Numerous experiments and bloopers.
•
One deadly virus and a pandemic.
•
Remote teaching on… https://t.co/IbDXDIaQ4N",Florida
67,Call for Applications! COVID-19 Surveillance Associates (Roster)- WHO Nepal https://t.co/JRmeapJahS,0.5,Call for Applications! COVID-19 Surveillance Associates (Roster)- WHO Nepal https://t.co/JRmeapJahS,Oregon
68,"#LalaB is also FURloughed and has received no Federal payments 

#2MillionStrong #FloridaUnemployment #Coronavirus #schnauzersofinstagram @ Hot Mess Central https://t.co/W4ln925Bta",0.0,"#LalaB is also FURloughed and has received no Federal payments 

#2MillionStrong #FloridaUnemployment #Coronavirus #schnauzersofinstagram @ Hot Mess Central https://t.co/W4ln925Bta",Florida
69,mdicarlis56 even though we haven’t officially tied the knot I must admit what we’ve been through is a testament of the love we both have for each other and add this covid19 it’s just solidified how we both are… https://t.co/hygwmb6jxb,0.4,mdicarlis56 even though we haven’t officially tied the knot I must admit what we’ve been through is a testament of the love we both have for each other and add this covid19 it’s just solidified how we both are… https://t.co/hygwmb6jxb,New York
70,I have heard all about the polar bear plunge and the mermaid parade. I have never heard about this tribute. COVID plans call for people to pay tribute from their homes this year. Click through to @BOBklyn for more… https://t.co/4TTZNfJ6z8,0.0,I have heard all about the polar bear plunge and the mermaid parade. I have never heard about this tribute. COVID plans call for people to pay tribute from their homes this year. Click through to @BOBklyn for more… https://t.co/4TTZNfJ6z8,New York
