,tweet,sentiment,tweet,location
37,"Wednesday Morning Motivation: Your vision is your vision‼️Follow Me at https://t.co/EGBzuCCmOO 
#MillionDollarMovement 😎🤔🤓★★★ Serious Inquiries Only‼️I'm a stay at home dad and I've been working from home… https://t.co/Bd1iZNgShz",0.14285714285714288,"Wednesday Morning Motivation: Your vision is your vision‼️Follow Me at https://t.co/EGBzuCCmOO 
#MillionDollarMovement 😎🤔🤓★★★ Serious Inquiries Only‼️I'm a stay at home dad and I've been working from home… https://t.co/Bd1iZNgShz",Texas
38,July... This is how we are starting July. Take this seriously and follow the protocols. #COVID19 #pandemic @ South Carolina https://t.co/rcbjZJHmAr,-0.3333333333333333,July... This is how we are starting July. Take this seriously and follow the protocols. #COVID19 #pandemic @ South Carolina https://t.co/rcbjZJHmAr,South Carolina
39,"We will witness a rise of covid19 in Fairfax again...wear mask and stay safe until we have a cure or vaccine. That beach trip, party or outing can wait...for 3-4 months. Be smart @ Virginia Family Medicine, LLC https://t.co/wUCBKFLNUK",0.4,"We will witness a rise of covid19 in Fairfax again...wear mask and stay safe until we have a cure or vaccine. That beach trip, party or outing can wait...for 3-4 months. Be smart @ Virginia Family Medicine, LLC https://t.co/wUCBKFLNUK",Virginia
40,"STRAIGHT OUTTA GIGS! #COVID-19 #coronavirus #coronafunk #trumpet #trumpeter @ Portland, Oregon https://t.co/hdbekmRBOo",-0.016666666666666666,"STRAIGHT OUTTA GIGS! #COVID-19 #coronavirus #coronafunk #trumpet #trumpeter @ Portland, Oregon https://t.co/hdbekmRBOo",Oregon
41,"It’s better to be safe than sorry. Better to be responsible and safe for yourself and others. #wearamask #besafe #covid19 #ghostbusters #aintafraidofnoghost @ Ripon, California https://t.co/cvVGZKNCks",0.0,"It’s better to be safe than sorry. Better to be responsible and safe for yourself and others. #wearamask #besafe #covid19 #ghostbusters #aintafraidofnoghost @ Ripon, California https://t.co/cvVGZKNCks",California
42,"#Repost via @oregongovbrown ""Today, I extended the COVID-19 state of emergency for 60 days. The choices we make will determine if Oregon flattens the curve of new COVID-19 infections, or sees a devastating spike in… https://t.co/Le9oxZ0biR",0.17361111111111113,"#Repost via @oregongovbrown ""Today, I extended the COVID-19 state of emergency for 60 days. The choices we make will determine if Oregon flattens the curve of new COVID-19 infections, or sees a devastating spike in… https://t.co/Le9oxZ0biR",Oregon
43,"I’m obviously going CoVid19 cabin fever/isolation nuts! Lol. 😁 @ Nashville, Tennessee https://t.co/oFnsUVdr09",0.08854166666666667,"I’m obviously going CoVid19 cabin fever/isolation nuts! Lol. 😁 @ Nashville, Tennessee https://t.co/oFnsUVdr09",Tennessee
44,the last irritation #thankyouholyspirit #SpeakingOut #Science #COVID19 #kids #findmaryj  https://t.co/dCjbhGFcrg,0.4375,the last irritation #thankyouholyspirit #SpeakingOut #Science #COVID19 #kids #findmaryj  https://t.co/dCjbhGFcrg,New Jersey
45,Just posted a photo @ The Hills of Corona https://t.co/jQMGzW0vzs,0.0,Just posted a photo @ The Hills of Corona https://t.co/jQMGzW0vzs,California
46,"“The drug has shown some promise in helping Covid-19 patients recover faster. However, it is not a cure”.

That’s all I have to say about this. en Crazy Town https://t.co/imD1KZzyGm",0.06818181818181818,"“The drug has shown some promise in helping Covid-19 patients recover faster. However, it is not a cure”.

That’s all I have to say about this. en Crazy Town https://t.co/imD1KZzyGm",Virginia
47,Incident on #SouthernStateParkway EB at Exit 15 - North Corona Avenue https://t.co/ImPaZ0BolI,0.45,Incident on #SouthernStateParkway EB at Exit 15 - North Corona Avenue https://t.co/ImPaZ0BolI,New York
48,Incident on #SouthernStateParkway EB at Exit 15 - North Corona Avenue https://t.co/dAjkG8jKNv,0.45,Incident on #SouthernStateParkway EB at Exit 15 - North Corona Avenue https://t.co/dAjkG8jKNv,New York
49,Updated: Incident on #SouthernStateParkway EB at Exit 15 - North Corona Avenue https://t.co/dAjkG8jKNv,0.027777777777777773,Updated: Incident on #SouthernStateParkway EB at Exit 15 - North Corona Avenue https://t.co/dAjkG8jKNv,New York
50,Updated: Incident on #SouthernStateParkway EB at Exit 15 - North Corona Avenue https://t.co/ImPaZ0BolI,-0.6,Updated: Incident on #SouthernStateParkway EB at Exit 15 - North Corona Avenue https://t.co/ImPaZ0BolI,New York
51,"SINCE YALL HOES LIKE PLAYING 
GAMES 🎮 HERE YALL GO. MY VERY OWN GAME CALLED #ImBrokeBaby ENJOY. ✌🏽🤣✌🏽
.
.
.
.
#LonnieLyle #NewMusic #Covid19 #2020 #Games #Cartoon #VideoOfTheDay #PicOfTheDay #Radio #Awards #Canon… https://t.co/VeqDyWYngD",0.0,"SINCE YALL HOES LIKE PLAYING 
GAMES 🎮 HERE YALL GO. MY VERY OWN GAME CALLED #ImBrokeBaby ENJOY. ✌🏽🤣✌🏽
.
.
.
.
#LonnieLyle #NewMusic #Covid19 #2020 #Games #Cartoon #VideoOfTheDay #PicOfTheDay #Radio #Awards #Canon… https://t.co/VeqDyWYngD",Georgia
52,Is this #CoinShortage because of #covid19 related spending habits or is it just a push to eliminate fiat currencies (cash)? #conspiracytheoriesandchill @ Texas https://t.co/yTT6RV9cZ2,0.0,Is this #CoinShortage because of #covid19 related spending habits or is it just a push to eliminate fiat currencies (cash)? #conspiracytheoriesandchill @ Texas https://t.co/yTT6RV9cZ2,Texas
53,"Thermal Cameras for COVID-19 
Check employee's and visitors' temperature from the camera. Automated alerts with high temperature. No long lines. Feel safe no matter where you are.

Just a rather very intelligent… https://t.co/An9BiMCekg",0.5,"Thermal Cameras for COVID-19 
Check employee's and visitors' temperature from the camera. Automated alerts with high temperature. No long lines. Feel safe no matter where you are.

Just a rather very intelligent… https://t.co/An9BiMCekg",California
54,"Thermal Cameras for COVID-19 
Check employee's and visitors' temperature from the camera. Automated alerts with high temperature. No long lines. Feel safe no matter where you are.

Just a rather very intelligent… https://t.co/eGw1L7DjvC",0.0,"Thermal Cameras for COVID-19 
Check employee's and visitors' temperature from the camera. Automated alerts with high temperature. No long lines. Feel safe no matter where you are.

Just a rather very intelligent… https://t.co/eGw1L7DjvC",California
55,Cleared: Incident on #SouthernStateParkway EB at Exit 15 - North Corona Avenue,0.43,Cleared: Incident on #SouthernStateParkway EB at Exit 15 - North Corona Avenue,New York
56,Cleared: Incident on #SouthernStateParkway EB at Exit 15 - North Corona Avenue,0.03333333333333333,Cleared: Incident on #SouthernStateParkway EB at Exit 15 - North Corona Avenue,New York
57,Since I have been avoiding the social media during the previous four months as COVID-19 hasn’t been able to get under control in my own state of California as especially the hardest hit county in not just our state… https://t.co/dal0LVGfaq,0.0,Since I have been avoiding the social media during the previous four months as COVID-19 hasn’t been able to get under control in my own state of California as especially the hardest hit county in not just our state… https://t.co/dal0LVGfaq,California
58,"#PismoBeach days away from the July 4th COVID-19 invasion.
#BeSafe #socialdistancing #wearamask @ Pismo Beach, California https://t.co/MkTMBn9VOZ",0.0,"#PismoBeach days away from the July 4th COVID-19 invasion.
#BeSafe #socialdistancing #wearamask @ Pismo Beach, California https://t.co/MkTMBn9VOZ",California
59,"LINK IN BIO ""Just Fucking Stay At Home #covid_19 #pandemic #sic #fullfrontallobotomy #punkrock @ Los Angeles/Hollywood California https://t.co/KZJwqLXOOU",0.14545454545454545,"LINK IN BIO ""Just Fucking Stay At Home #covid_19 #pandemic #sic #fullfrontallobotomy #punkrock @ Los Angeles/Hollywood California https://t.co/KZJwqLXOOU",California
60,"it’s so funny when someone’s voice doesn’t match whatever you thought they sounded like. Bill Gates in “Coronavirus, Explained” is right up there with Jared Kushner.

Side note: those scenes of “wet markets” in China have me about to throw up.",0.0,"it’s so funny when someone’s voice doesn’t match whatever you thought they sounded like. Bill Gates in “Coronavirus, Explained” is right up there with Jared Kushner.

Side note: those scenes of “wet markets” in China have me about to throw up.",California
61,"How to Deal With Public Bathrooms During Coronavirus: When they’ve gotta go, they’ve gotta go. Here’s how parents can minimize the risk. https://t.co/jhxRzApnKf (vía NYtimes) https://t.co/B8jQg3A7ZG",0.3800000000000001,"How to Deal With Public Bathrooms During Coronavirus: When they’ve gotta go, they’ve gotta go. Here’s how parents can minimize the risk. https://t.co/jhxRzApnKf (vía NYtimes) https://t.co/B8jQg3A7ZG",New York
62,"Massachusetts is reminding visitors from outside the northeast to adhere to a 14-day self-quarantine upon traveling to the Bay State.

#SocialDistancing #COVID19 #FlattenTheCurve #quarantineLife #Boston #WBOP… https://t.co/4j53BsKQQN",0.0,"Massachusetts is reminding visitors from outside the northeast to adhere to a 14-day self-quarantine upon traveling to the Bay State.

#SocialDistancing #COVID19 #FlattenTheCurve #quarantineLife #Boston #WBOP… https://t.co/4j53BsKQQN",Massachusetts
63,"Wear a fucking mask!! It's not that fucking hard!!
---
#michaelrapaport #Droplets #Covid #Pandemic #MaskOn #fucktrump @ Houston, Texas https://t.co/6AGltOB2Z4",0.1842857142857143,"Wear a fucking mask!! It's not that fucking hard!!
---
#michaelrapaport #Droplets #Covid #Pandemic #MaskOn #fucktrump @ Houston, Texas https://t.co/6AGltOB2Z4",Texas
64,"Pre-Pet Parenting for the COVID Generation (and Estate Planning, Too)  https://t.co/h5htMuBFCA",0.4,"Pre-Pet Parenting for the COVID Generation (and Estate Planning, Too)  https://t.co/h5htMuBFCA",North Carolina
65,"One of our 2019-2020 half year teams, Monarchs, got to perform yesterday. Covid took away their comps so they put together something short and fun for their families. 💜 No stunting, not their routine, but something… https://t.co/xlcNGRHj3e",0.01736111111111111,"One of our 2019-2020 half year teams, Monarchs, got to perform yesterday. Covid took away their comps so they put together something short and fun for their families. 💜 No stunting, not their routine, but something… https://t.co/xlcNGRHj3e",California
66,"We will wear masks but thankfully we do not have to social distance from each other! #TwoYearsTogether
#COVID19 #staysafe #TampaBay @ Corner BarandGrill https://t.co/62nx5Re6uo",0.41875,"We will wear masks but thankfully we do not have to social distance from each other! #TwoYearsTogether
#COVID19 #staysafe #TampaBay @ Corner BarandGrill https://t.co/62nx5Re6uo",Florida
67,"Covid19 compliant

Supports Live View (No Recording) as a Standalone System with a Windows Based PC when not Connected to a NUUO ® Main Console VMS System @ EMR CPR https://t.co/W6P7dMqTCm",0.0,"Covid19 compliant

Supports Live View (No Recording) as a Standalone System with a Windows Based PC when not Connected to a NUUO ® Main Console VMS System @ EMR CPR https://t.co/W6P7dMqTCm",California
68,"Covid19 compliant

Supports Live View (No Recording) as a Standalone System with a Windows Based PC when not Connected to a NUUO ® Main Console VMS System @ EMR CPR https://t.co/EG73Nn2Qie",0.6666666666666666,"Covid19 compliant

Supports Live View (No Recording) as a Standalone System with a Windows Based PC when not Connected to a NUUO ® Main Console VMS System @ EMR CPR https://t.co/EG73Nn2Qie",California
69,"My Coronavirus Office During Memorial Day Weekend
https://t.co/rvHxqU6c49",0.0,"My Coronavirus Office During Memorial Day Weekend
https://t.co/rvHxqU6c49",New York
70,I try to take care of myself. My local VA refuses to see me because of this Covid fear. Seriously? You people need to grow a pair. People are going to die because doctors are afraid of catching the flu. Sad.… https://t.co/QHFPHrwMbt,0.25,I try to take care of myself. My local VA refuses to see me because of this Covid fear. Seriously? You people need to grow a pair. People are going to die because doctors are afraid of catching the flu. Sad.… https://t.co/QHFPHrwMbt,West Virginia
71,"High Throughput-Reduces Screening Time

#covid19 #coronavirus #COVID #thermalcamera @ EMR CPR https://t.co/7RH1LdoKfQ",0.21770833333333334,"High Throughput-Reduces Screening Time

#covid19 #coronavirus #COVID #thermalcamera @ EMR CPR https://t.co/7RH1LdoKfQ",California
72,"High Throughput-Reduces Screening Time

#covid19 #coronavirus #COVID #thermalcamera @ EMR CPR https://t.co/g3HzuI31hg",0.5,"High Throughput-Reduces Screening Time

#covid19 #coronavirus #COVID #thermalcamera @ EMR CPR https://t.co/g3HzuI31hg",California
73,"2 of the ""old guys"" pre-season prep on fire. Their physiques have seriously changed over this pandemic. What are YOU doing to prepare for Fall sports? Contact us today to find out how we can help you.… https://t.co/9l2hcGtfmB",-0.2,"2 of the ""old guys"" pre-season prep on fire. Their physiques have seriously changed over this pandemic. What are YOU doing to prepare for Fall sports? Contact us today to find out how we can help you.… https://t.co/9l2hcGtfmB",Connecticut
74,"Give thanks &amp; praise... some people who went to bed last night will never wake up again. Be grateful for life...

With the rapid spread of the #Coronavirus across the USA. We must be strong physically, mentally &amp;… https://t.co/ZwXOlULmUW",0.16,"Give thanks &amp; praise... some people who went to bed last night will never wake up again. Be grateful for life...

With the rapid spread of the #Coronavirus across the USA. We must be strong physically, mentally &amp;… https://t.co/ZwXOlULmUW",Massachusetts
75,#Tesla #ElonMusk #SpaceX Elon Musk's coronavirus self-own to go down in the history of self-owns https://t.co/zETxfPmqon https://t.co/PR6EaMTLeN,0.375,#Tesla #ElonMusk #SpaceX Elon Musk's coronavirus self-own to go down in the history of self-owns https://t.co/zETxfPmqon https://t.co/PR6EaMTLeN,Florida
76,"Stay-at-home cooking week 10! #quarantine #quarantinelife #quarantineandchill #food #foodie #instafood #instagood #foodphotography #foodstagram #foodporn #yummy #yum #delicious #dinner @ Los Angeles, California https://t.co/qdGr41ts4J",0.425,"Stay-at-home cooking week 10! #quarantine #quarantinelife #quarantineandchill #food #foodie #instafood #instagood #foodphotography #foodstagram #foodporn #yummy #yum #delicious #dinner @ Los Angeles, California https://t.co/qdGr41ts4J",California
77,"Sunrise over the barn this morning! #workingfromhome @ Rock Island, Tennessee https://t.co/i4UZbPYmye",0.0,"Sunrise over the barn this morning! #workingfromhome @ Rock Island, Tennessee https://t.co/i4UZbPYmye",Tennessee
