tweet,location
"Save the cap 🧢 for #newera str8 🔥 for #2020🖕🏾this #corona 🇺🇸 let’s be productive!!! #covid #mask #music #chicago #power #trap #hiphop #hate #love #joy #applemusic #spotify @ Chicago, Illinois https://t.co/qOzbYu0Njh",Illinois
"She was the one who started the  coronavirus she spilled the beer lol 😆 @ Fontana, California https://t.co/AgA7H0iGjo",California
"When your friends make new productive hobbies during #stayathome and you get to profit. I LOVE my new decor! And now my house smells of rosemary!! #soblessed 🌿🌱🍃 
.
.
.
.
.
.
#plants #bouquet #homemade #covid19… https://t.co/lBEWEoGETU",California
Another late night at the office getting COVID protocols ready to see patients in the near future.  Greeted by this beautiful view leaving the front door tells me it’s going to get better from here forward.  Can’t… https://t.co/RejzxI6EaX,Washington
"✌🏼 ⚡️• @MisterShovel In support of the @MusiCares coronavirus relief fund to assist the music community, the great @benchten of Tom Petty and the Heartbreakers will be my guest on Live from the Shovel Shack tomorrow… https://t.co/7DCiF10d4m",California
"Sunset

#sunset #covid19 #coronavirus #2020 #masks #stayathome #huningtonbeach #california #smartphone #canonphotography #joeduran @ Huntington Beach, California https://t.co/zrSElS3FQ2",California
Word Wednesday #wordwednesday #coronavirus #isolation #stayhome #staysafe #isaiah613 @ Isaiah 61 https://t.co/Bi0Yk0lhQE,Virginia
San Francisco sunset.  #sanfrancisco #goldenhour #sunset #sfrealtor #realestate #beach #fun #covid19 #takingabreak @ Crissy Field Beach https://t.co/kXX3lHcNsN,California
"Due to covid-19 restrictions the #HunterRulz #YGG event May 8th has been rescheduled new dates tba.. Slide to HunterRulz set 5/8 Fusse Studio

327 NE 59th Terrace, Miami, FL… https://t.co/GZ19Q645lR",Florida
"Here’s your 5/6/20 daily COVID-19 update from the County of Ventura.
 
13 new cases
608 total cases
419 recovered cases
23 hospitalized
11 in the ICU
170 under quarantine
19 deaths
12,122 people tested.  For more… https://t.co/sCwkvZS4Ke",California
Seriously considering #Bruno4Prez2020 again 🇺🇸 #GoFundMe #WordsOfWisdom #WisdomWednesday #LiveLife #EnjoyTheMoment #GoOutside #UnitedWeStand #DividedWeFall #NoMore #Quarantine #2020 #CoronaVirus #Covid19 #ThisSucks… https://t.co/nYDvirSTrK,Nevada
"Trouble, trouble and trouble!  These three are hilarious together. Our own stooges: Curly, Larry and Moe. #lifeattheburrow #berlioz_cat #toulouse_cat #fiasco_cat #catcousins #covid19 @ Bloomington, Indiana https://t.co/BAMiKb5z5x",Indiana
"At least I don't look too bad as a 'Ninja,' lol! #NYCLooksLikeAGhostTown #Covid19 #vagabondsam81 #gonzosam @ Manhattan, New York https://t.co/yEYAoUtR2z",New York
"☀New styles now available! Get yours today.
✫✫✫https://t.co/yuxHPvQlOw✫✫✫
#neckgaiter #facemask #hippiestyle #ppe #shoplocaltoledo #tiedye #musthave #coveryourface #covid19 #newnormal @ Toledo, Ohio https://t.co/Vc6ct6yO3W",Ohio
"Finally shaved and combed my very long hair. Sometimes they do it for you in the hospital depending on how busy they are.  No COVID-19 beard here. Not enough facial hair.  LOL. @ Ewa Beach, Hawaii https://t.co/gTjjJamBxF",Hawaii
#DonaldTrump #SethMeyers #LateNightWithSethMeyers 'Truly sadistic': Seth Meyers rips into Trump's plan to sacrifice Americans to the coronavirus https://t.co/dMvjJLDh9k https://t.co/rnBfJBoHDz,Florida
"Stay safe, be careful, and wash your hands!
#coronavirus #quarentine #facemask #california #cali #safetyfirst #washyourhands #selfie #socialdistancing #essentialworkers #love #takecareofyourself #mask #masks @ Camp… https://t.co/nJJNAZ2C2C",California
"Fortunes, anyone? #comeonbabylightmyfire
•
•
•
•
•
#quarantinecutie #stayhome #covid19 #shopsmall #ootd #glasses #thedoors #eyes #fortune #psychic #jewelry #coronavirus #director #black #art #queer #lgbt… https://t.co/8RNCVnc2vm",California
"Mask making, mask making. Make me a mask, help me protect, but then real fast. Masks are still available. All these illustrations done by little old me. Imafoolishmortal dot com, search Covid-19 #topheradam… https://t.co/xAR41rYgqI",Nevada
"A 1.2 magnitude earthquake occurred 7.46mi SSE of Corona, CA. Details: https://t.co/VU5cTaGots Map: https://t.co/BzFaK3632A",California
"USGS reports a M1.19 #earthquake 12km SSE of Corona, CA on 5/7/20 @ 5:48:37 UTC https://t.co/3UeBOvPN5l #quake",California
"😃 Thank You SO much #riverdale for the BEST Season Ever!!! 🖥
Bittersweet it is cut short due to the #coronavirus Pandemic and 🙏 prayers to the producer fighting it. I can’t wait for Season 5 next year! Will be sad to… https://t.co/en6uEYIlyv",Illinois
"Newport evening.  #anothersunset #newportsunset #dayisdone #coronadelmar #onmywalk #dailypainting #artoftheday #sunsetpainting #pastelsunset #senneliersoftpastels @ Corona del Mar, California https://t.co/vWieD8O3re",California
"I’m Social Distancing... lilbaby_1 got another banger 🔥 🔥 🔥 
.
.
.
.
.
#instagood #myturn #lilbaby #santanadadon #video #videooftheday #covid19 #socialdistancing2020 #trending #viral #follow @ Springfield, Ohio https://t.co/fDv4n5tUNJ",Ohio
#tbt #throwbackthursday #covid19 #memories to playing with my crew after a year #reunitedanditfeelssogood  #boston #massachusetts  Thanks to the best companies out there! @soultonecymbals  and @alclairaudio… https://t.co/YHeL4zNfe9,Massachusetts
"Producing this on Saturday. I get nervous before everything I do. Today is no exception. #losangeles #losangelesnow #covid19 #stayathome #cntnt @ Los Angeles, California https://t.co/uNYulMzakX",California
"While we look for signs that we’ve reached a plateau in cases of COVID-19, the concern and fear of what will happen as businesses open up again is on all of our minds. This causes confusion about what an economic… https://t.co/9JvTvzwWFX",California
After-hours #covid moon. #nyc #manhattan @ Stuyvesant Town–Peter Cooper Village https://t.co/nTWq6fAruR,New York
"I was supposed to be in Nashville for the past few days, and leave for Cincinnati tomorrow for the next few days. But instead I'm on my couch doing a puzzle in absolute silence at 1:30 in the morning. Thanks, Corona!",Illinois
"Thank you Doctors, Nurses, and First Responders! We appreciate all the lives you save! 🙏🏻 God Bless your strength &amp; courage 😷 💙 ~ Amen

#cityofboston #wbop #curfew #stayhome #savelives #covid19 #quarantine #boston… https://t.co/WYEX06bsXC",Massachusetts
"Jerry Dimaandal RN Charge Nurse in the ER at Hollywood Presbyterian was a friend of nurse Marcos and was there when she passed away, he has also lost a brother in law to the Coronavirus during a memorial and candle… https://t.co/xwNX6qYIms",California
"Getting more @cogcoffee to doctors and frontliners, This time 
going to keckmedicine thanks to  @porridge_puffs, creating amazing meals for those tireless residents working #24/7 #reliefandresearch #covid19  Who else… https://t.co/ZFFjarb6b7",California
"2020 day 127 - red tide
.
.
.
.
.
#redtide #sunset #wednesday #may #clouds #cloudscape #socialdistancing #covid19 #venice #venicebeach #losangeles #california #dank #dankmedia #dankvenice #366photo #abc7eyewitness… https://t.co/VFWELVXfg0",California
jethrotull_ Still relevant in the days of COVID-19 #aqualung #progrock #olywa #death #deathbypoverty @ Cosmo's Condo https://t.co/u6G9lB5AYn,Washington
My New England Patriots Defense against Covid-19 I’m smiling ear to ear with pride under this mask! Special shout out to my extended Family David Ortega’s Sister Sandy Ortega for my custom fitted handcrafted mask 😷… https://t.co/Ns4P2vyBRw,Massachusetts
"Happy Nurses’ Week from the Frontlines! Photos were taken over the past 2 months. (Newest to Oldest) 
.
.
.
.
.
#hospitalstaff #nursesweek #nurselife #nationalnursesday #nursesday #nurseheroes #covid #proudnurse… https://t.co/CDIG1bdIt6",Michigan
"The UK was the first European country to surpass 30000 coronavirus deaths. 😞
.
Firstly, I’ll skip the obvious bit about the pandemic being an arse. Secondly, &amp; maybe this ain't gonna make sense, but for the first… https://t.co/h0jlIS53zz",South Carolina
"And don’t need nothing but Jesus 🙏🏼💪🏼😘 Umkay? All love, no worries. #mudmask #facemask #facial #spaday #covid-19 #coronavirus @ Walmart Columbia - W Broadway https://t.co/i547TZ5Jue",Missouri
Went to walmart to pick up some cheap stuff... Then the realization dawned on me that this is the perfect transmission medium for #Coronavirus. This is where the #COVID live. It must be shunned. It must be. @… https://t.co/dOGxu5C7vr,California
"Open It Up!!!! #covid19 #bugsbunny #daffyduck #gavinnewsom #samualljackson @ North Hollywood, California https://t.co/5wDvuhpEeQ",California
"After COVID... still MUSIC 🎶
.
.
.
.
.

#poster #photography #advertising #flyer #illustration #graphicdesign #music #albumcover #photocaption #songs #dubstep #love #instagood #photooftheday #pop #favoritesong… https://t.co/pHfxgbT6zq",New York
#LateShowWithStephenColbert #TrumpCoronavirus #CoronavirusTaskForce Stephen Colbert tears into Trump's 'death-positive' coronavirus plan https://t.co/DL0TRL3suF https://t.co/HnD1LMh5ol,Florida
"128/365 - Quarantine Day Whatevertyfirstnd - The person that does this sign is my favorite.

#makingmylifeanadventure #adventureisoutthere #shenanigans #commute #covid19 #coronavirus #thatsitthatsthesign… https://t.co/CwB3aWplQQ",Texas
COVID-19 In-Home Social Distancing D53H23:52 We’ve reached @mythbusters  level. I’m willing to bet drunk elves DON’T load the dishwasher or clean the kitchen at night. I’m about to hold a stake-out to prove it.… https://t.co/KgJbXv2CS9,California
"Being safe, staying well, spreading L-O-V-E not germs. Pop by’s delicious Chocolate Banana loafs!! Yummy for the tummy during COVID-19 home stay order. Where will o be next? Can you guess? Was your door here? Your… https://t.co/BQL43RYHaj",California
"Corona Comedy Cadence - Michael J. Gwynn - Actor, Host, Voice.   https://t.co/w7r7CTFPen    https://t.co/nxcCtfB3Ig @ San Ramon, California https://t.co/HVAVWJND0N",California
"I am thankful to have had another opportunity to join Anthony Grillo from the brave_new_man Podcast to reconnect, catch up, and discuss my company @WorkMax and how the #COVID-19 Pandemic is affecting life and our… https://t.co/IExgZUlxV1",Utah
"#Blog #GoogleMyBusiness Tracking the Return of Google Reviews During Covid-19: As a response to the outbreak of Covid-19 and the resultant closure of swathes of local business across the world, in late March of this year Google took the (in my opinion)… https://t.co/aiSEhzzmRM https://t.co/47WAGpdLhx",Oregon
Seeing the sunrise at the end of my shift just means we are getting closer to the end #pandemic #coronavirus #nightshift #manhattan  #nyc #nyctravel #picturesque  #livetotravel #travelgram #traveladdict  #travelbug… https://t.co/T0tE5vafPb,New York
"🚨 NEW EPISODE 🚨 
Ep 110 “COVID 19 &amp; Music”
COVID 19 around the world is very evident.  In the midst of this event we are still looking for some version of normalcy.  Music is one of the antidotes for reminding us of… https://t.co/YVUuCR424O",Texas
"If I get Covid19, it will be the right girl  with the right HP and best views that gave it to me #imightbeinsane #logicdoctrine #snakebite #viper #sunset #dimples @ Shell Beach, California https://t.co/P4wro2bUMG",California
"#ICYMI: ""I hope we learn that drinking disinfectants is a bad idea—though, I didn’t think it would take a global health crisis to learn that."" @PrayagGordy, @Silver_Chips // @PhotoJonna

READ MORE: https://t.co/PNAtTyBXPg

#SilverSpring #COVID19 #Coronavirus https://t.co/jYNXAH8rnY",Maryland
"just before
may 7 2020 5:42am
39°F

best way to start the day #chasingsunrise

in the midst of #covid19 #lifeinthetimeofcorona 
#shelterinplace #homealone

🌞 this is also our reality 🌞

#awareness #sunrise #wonder… https://t.co/o8w9HXGS06",Connecticut
"🌀
covid-19 pandemic quarantine
these are
the people
of
Granville, Ohio | April 2020
.
the Granville School Bus driver family
-due to the cancellation of school 
for the remainder of the year the 
bus drivers drove… https://t.co/X3HWM3o3JI",Ohio
"Washington Union Station during COVID-19 @ Union Station, Washington D.C. https://t.co/dZD9BwPv47",District of Columbia
"I’m here to break up your monotony of soapboxing about coronavirus and bitching about politics with a picture of ringostarrmusic as Atouk in the cinematic classic, Caveman. @ Burbank, California https://t.co/BA1a4iJ2DN",California
"@ no. 12 we have #Solange with her studio album #ASeatAtTheTable
 
I will be previewing some of the songs on my instagram stories every day.

#theyze #yzedecade #13 #thursday #tbt #coronavirus #lockdown #usa #texas @… https://t.co/VNKYvAXxT1",Texas
#DonaldTrump #TheLateShowWithStephenColbert #RobertDeNiro Robert De Niro slams Trump's 'appalling' coronavirus response with Stephen Colbert https://t.co/5elw64oNyY https://t.co/si9LdNfNxR,Florida
"Making something by myself is tough but so fun!!! #vaultingbox #DIY
#coronavirus #跳び箱 #パルクール #コロナウイルス #自粛生活  #おうち時間 #vaultbox #parkour #freerunning #doityourself #自作 #木材 #木工 #pk #fr #storror #storrorarmy #farang… https://t.co/oVAKQKuywr",Arkansas
"#Shame to #coronavirus #covid19 #strong #power #grace @ Commerce, Michigan https://t.co/dssjLFZQfo",Michigan
"One night only. Celebrating my belated #Birthday with the boys. lnlnyc tcalderink @btocantu COVID late Birthday Celebration at our pied-a-terre in the city. THANK YOU guys 😘😘😘🙏
.
.
.
.
.
.
.
My mission is to… https://t.co/hx4LLPWJbU",New Jersey
"One night only. Celebrating my belated #Birthday with the boys. lnlnyc tcalderink @btocantu COVID late Birthday Celebration at our pied-a-terre in the city. THANK YOU guys 😘😘😘🙏
.
.
.
.
.
.
.
My mission is to… https://t.co/ZOT0sIDUrX",New Jersey
"#waybackwednesday...walking into this week with the same roots, and then some, as I did last week! 😂 What I am walking into this week is getting the results back from my recent CoVid-19 Antibody Test, and I am… https://t.co/vxiLJHRnBh",California
"#truth #heroes #covid19 #quarantinelife #staysafe #stayhealthy #stayhome @ West Hempstead, New York https://t.co/6sFsjzRwfM",New York
"On May 5th, +2324 #covid19 cases, +10403 tests, +334 deaths in #nj according to #kff @ Busch Campus of Rutgers University https://t.co/CFxuL7m9h6",New Jersey
"Opening in June with our new Covid Aware “Stay Safe” Program so you can socially distance while relaxing and rejuvenating! See our website for details. @ Chatham, Massachusetts https://t.co/N0qnjYgore",Massachusetts
"New COVID-19 Mobile App and Website - VDSS has launched COVID-19 Virginia Resources, a mobile app &amp; website designed to streamline access to critical &amp; actionable resources from 2-1-1 Virginia, CommonHelp, and a myriad of other state and federal agencies.  https://t.co/Y8JzjGcGNk https://t.co/YEE8PMyJoX",Virginia
"Lesley gives herself a #quarantinehaircut thanks to the wahlclippercorporationusa. Swipe to see the before. #whew #muchbetter #PAUSElifeNYC #coronavirusnyc #covid19 #astorialife @ Astoria, New York https://t.co/R7QlV8GTHD",New York
"Attention Jessie Mae's Cuisine will be closed today.... they're saying a truck will be in by Friday Morning.... Hope you understand due to the seriousness of the coronavirus epidemic! 
Hope to see you Friday, thanks… https://t.co/qrNG02w5P8",Ohio
"Daisy's right you know.😷 COVER YOUR COVID HOLE IN PUBLIC! EASY. 
Nobody gives a fuck that u saw ""freedom protesters"" on Fox ""news"" saying it violates your civil liberties! YOU'RE SPREADING A DEADLY… https://t.co/xzJYT3bj6R",Florida
"NMNG assists Shiprock with COVID - 19 test sites

Neighbors (Vecinos) helping Neighbors - New Mexico National Guard medical and non-medical Soldiers of Joint Task Force COVID assisted with testing at the Shiprock… https://t.co/2RzCZoKyrj",New Mexico
"Meat shortage? #needtoknow #iowa #covid19 @ Downtown Des Moines, Des Moines https://t.co/d4wHtd3cb6",Iowa
"Morning stroll #tmurphyphotography #nausetbeach #beachstroll #mask #covid #imnotsickyoursick @ Orleans, Massachusetts https://t.co/yNNCbwcJJD",Massachusetts
"Shout out to our nurses who are putting themselves on the line for us every single day in the wake of COVID-19. Thank you for your service. You deserve our sincere appreciation and gratitude.

Please let a nurse know… https://t.co/nvAPfs1AL3",Pennsylvania
"Somebody turns 16 today, everyone wish Frankie Happy Birthday #dogtherapy #dogofinstagram #pugsofinstagram #dogfather #pugs #dogs #chugsofinstagram #coronavirus #pandemic #bostonredsox #nbc #cbs #abc #vermont… https://t.co/pMrEdJtKln",Vermont
Corona NY Thu May 7th AM Forecast: TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31,New York
"In response to the Covid-19 pandemic, the UK government has made some important changes to the Lifetime ISA (LISA) rules. Here I’ll break down what that could mean for your savings and investments  https://t.co/Jrgnfm14Vq",New York
"How do you feel after hearing yesterday’s Covid-19 update?   

With the news breaking on schools and softening “stay at home” orders I wanted to remind you our #TEAM is ready to help with your next move.… https://t.co/4IzQlPCrlX",Maryland
"Senate Republicans are settling on their coronavirus pandemic message as they fight to save their majority: Trump did a tremendously (genocidal) job killing hundreds of thousands (you'll see) of Americans

#NeverForget!

https://t.co/4L89HOPJTV",District of Columbia
"Come get wet wet wet with me tonight, I’m performing live from my bathroom for wateraid via @clash_music in their fight against coronavirus! Stay safe and wash oonuh hand! #BathroomSessions 🧼🧽 @ Facebook https://t.co/8anhAUPtFX",California
"Meet Lexi, Zuma’s Covid Screen Brightener of the day! Lexi a teenage QH mare was saved along with 4 others from an auction. Lexi has such emotional and physical reanimated from her past that she is a sanctuary… https://t.co/zMlqazSUr7",Colorado
"turn ya sound up LMAO...😈 🔥
.
.
three6mafia #devil #shell #dickersonrd #lost #coronavirus #shitisreal #nashville #615 #629 #soundon #devil #irebukeyousatan #f4f #s4s #explorepage #followers #independentartist… https://t.co/wwGP5UHlK2",Tennessee
I wish Corona could’ve started in Las Vegas..... because what happens in Las Vegas stays in Vegas #coronavirus #coronavid19 #coronamemes #vegas #lasvegas #lasvegasstrip #lasvegasblvd #lasvegasparty #coronaparty… https://t.co/IhResSiPBq,Nevada
"She is a superhero!
.
We love you ❤️
. 

#njthanksyou  #superhero #viaofanatolia #anatoliaartcraft #healthworkers #downtownhaddonfieldnj #downtownhaddonfield #wearmask #protectivestyles #masks #pandemic2020 #covid19… https://t.co/vPFXm4RtDI",New Jersey
"#covid #conspiracytheory #truth @ New York, New York https://t.co/tOwvt1wmJt",New York
Morning #leftofstr8family and wish me luck.... I’m going out into the world on a quest for TP and groceries. Who knew shopping could be such an adventure! #thursday #coffeetime #toiletpaper #shoppingday #corona @… https://t.co/girZZ9BxvS,Ohio
Puzzle #2. I’m limiting puzzle time to 30 min blocks. For 48 blocks each day. #covid19 #jigsawpuzzles #dayone @ Fairlington Villages (North Fairlington) https://t.co/3iKD2R9c4m,Virginia
#pray #fast #fastedlifestyle #healing #godhelpus #prayforleaders #prayingforourgovernor #prayingforourpresident #riseup #stand #covid19 @ Open Arms Christian Fellowship https://t.co/oQ02jVZ7hn,Illinois
"Keeping safe f/the krazy Covid-19 epidemic @ Vernon Hill, Worcester https://t.co/2TOsDMDuoO",Massachusetts
280/300 days of movement with @microphonephoen @jdroberto and @dailyburn!! #thisis51 #db365 #30daysofmovement #sweatyselfie #PAUSElifeNYC #coronavirusnyc #covid19 #functionalfitness #stayhome #workoutathome @… https://t.co/fc0I97w8RT,New York
"🗣💡PRO TIP: Your body can’t hurt if it is numb from the cold! (If only....) 🥶 Almost back to pre-COVID illness pace/distance! 👌 @ Town of Matthews, NC https://t.co/WepkCczw2u",North Carolina
"🚨🚨State Of Emergency🚨🚨
Available Now Stream Full Album 
Click The Link in bio for Direct Access 
Exec Prod By @oglincoln808 
Album and Art Done By @kingkush214 
 
#Dallas #Music #Covid19 #Quarantine #RapGameNeedHelp… https://t.co/HvfO0Huk4A",Texas
My host mom mailed me this package. It’s packed with things that help me decompress from work especially now that in ICU I need to take care of a lot of covid patients. I really need this… https://t.co/6S7XYn26sX,District of Columbia
I've been consistently doing my push ups and using my ab wheel for the last 3 1/2 weeks since getting discharged from the hospital due to Covid . Was discharged on March 27th and was pretty much a vegetable for the… https://t.co/bZGxBXLrvT,Georgia
"Vacation in the time of Corona (@ Urby Gym in Jersey City, NJ) https://t.co/kyXUa27aKd https://t.co/QWnB4didV0",New Jersey
"First batch of squares going out today! This is such an awesome project! Quilters, time to go through your fabric stash!!  More info at https://t.co/bCHcPwaQiF #covidquilt #covid19 #quilting #instaquilt… https://t.co/DKUd5yWynf",Alabama
The Home Office Deduction 2020 In Time Of COVID-19 https://t.co/GhXbFKp1NW https://t.co/fl61siZ1mU,Florida
IRS Issues FAQs On COVID-19-Related IRA And 401(K) Loans &amp; Distributions https://t.co/pNfzQ7STTK https://t.co/RqmCrU5VYt,Florida
"#ThursdayThoughts. In case you missed or would like to review a Word entitled, “The Shepherd’s Guide to COVID Times.”  Tune in now via Podcast@ https://t.co/E399gCmsPZ @ Everywhere, USA https://t.co/Pg1nRmgj2z",Texas
"#ThursdayThoughts In case you missed or would like to review a Word entitled, “The Shepherd’s Guide to COVID Times.”  View now via Facebook Live@ https://t.co/3OnJJdCd0r @ Everywhere, USA https://t.co/EqUn3ijEM4",Texas
"For those staffers aware of emergency protocol braunschweiger this is braunschweiger 🙄

 #quarentineandchill #quarantine #crazy #ohno  #coronavirus 🤣 @ Chicago, Illinois https://t.co/Lbgsy0vKwM",Illinois
"The winner of the virginiafamilymedicine #Fauci award for this week goes to saharnazarmaiti who has been indispensable and brave in our fight with #covid19 @ Virginia Family Medicine, LLC https://t.co/8mdPbQjDfN",Virginia
"Evel feared nothing ... be very afraid COVID-19. 🦠🥊👇🏼

#Repost evelknieveltoys with @get_repost
・・・
Evel doesn't wear a mask for protection from COVID-19, he wears it to protect COVID-19 from him.
•
•
•
#vintage… https://t.co/IkouFxTbW1",Kansas
"When An Old Head 👴🏾Ask Where The Food At 😂😂!! SHARE/COMMENT/ TAG A FRIEND..: ➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖
#viralvideos #nashville #raheemholt #raheemthadream #comedy #coronavirus #worldstar #atlanta .. @theshaderoom… https://t.co/elLM4Cy9dK",Georgia
"The link between coronavirus deaths and those french fries
https://t.co/TqINgzyrbh",Tennessee
"Oh, the Places You'll (not) Go! From my googlemaps timeline. To support comedy club employees, visit https://t.co/zoJUJ133C3 #tipyourwaitstaff #quarantine #quarantinelife #coronavirus #covid19 @ Plano, Texas https://t.co/6SNgcGubtz",Texas
DURING THE COVID-19 PANDEMIC MANY HAVE LOST THEIR JOBS AND ARE IN SEARCH OF A SILVER LINING ☁️.  I AM VERY FORTUNATE TO REMAIN A WORKING ACTRESS DURING THESE TRYING TIMES.   A TRUE BLESSING INDEED.  @TransformTheatr… https://t.co/rXlYPMFFLU,Maryland
"You and your family members can be tested for COVID-19 beginning , Today, May 7th through Saturday May 9th (8AM-until test have maximized) at Franklin Ave Baptist Church!
• YOU can DRIVE UP and PARK…BIKE… or WALK •… https://t.co/8WT1miOVqv",Louisiana
"What is one thing you took for granted pre-Covid 19?

Me, it was getting to visit these guys (my cousin's family) any time. 

#familyiseverything #familytime #slowdown @ Lincoln, Nebraska https://t.co/RH7y1fHxgx",Nebraska
"In case you missed or would like to review a Word entitled, “The Shepherd’s Guide to COVID Times.”  View now via Facebook Live@ https://t.co/3OnJJdCd0r @ Everywhere, USA https://t.co/SYcR13Smw3",Texas
"🙏🏾🙏🏾🙏🏾
.
I just got the news that Lloyd Porter, who most know in Bed-Stuy as the owner of Breadstuy, has passed away.
.
The word is that it was from an infection of the COVID-19 virus, but either way, this is really… https://t.co/OerCU6Ummy",New York
"Wegmans shopping during Corona virus Pandemic, now done by Emily's Nom delivery#anthonyron82 #aldiusa #aldimaldini #aldifinds #aldihaul #aldilove #groceryhaul #grocery #groceryoutlet #shopping #instacartshopper… https://t.co/7ZhJYEVIlX",New York
"So I defiently have been dealing poorly with some Covid based depression, but I have a ""Plan"" to turn that around. And I figure, hey if I write it down and publish it, there will be proof I said it and maybe someone, me, will hold me too it!  https://t.co/6L6K5Nmyd8",New York
"Repost from @EquityAlliance1
•
12 mores hours left for the #BigPayback! We want to make sure people affected by the tornadoes 🌪️ and by coronavirus 😷 are getting the support ❤️ they need, so we have staff on the… https://t.co/vcadJkJKc0",Tennessee
"We're gearing up to launch our first post-COVID product next week! Ladies and Gentlemen allow us to introduce PixiWeb; our online photo booth experience!

No matter if you're aiming to throw a virtual event or a fun… https://t.co/FyE9p1OOMx",Maryland
Today is graduation day and I’m just so thankful for my time at NCTA working with other students who share the same passion for animals that I do. I’m disappointed COVID ruined our last… https://t.co/SBhUskZ5G9,Nebraska
SEIS. Mail batch 6 got delivered last night. It touches on some thoughts on travel and a new feature in the app to do just that — travel (minus the corona exposure). Hoping Apple approves the TestFlight Beta update… https://t.co/gNTGtsJZUY,Texas
Coronavirus chronicles.... we are now living in a new normal... #besafe #igdc #stayhome #wahingtoniansathome #washingtonians #streetmeetdc #dc_spc #exposeddc #wearestreet #dctography #quarentine #wearthemask… https://t.co/jkaN9IDsPm,District of Columbia
"Wish that we were on ole Rocky Top celebrating today! Covid may have taken away the last of sr year but can never take away memories! 4 years Intern with UT Media, Bristol, sec tourney,… https://t.co/uwAlJUGb6C",Tennessee
