tweet,location
Still closing loans even in the COVID era. #servingthosewhoserve #grvibe #guaranteedrate @ Jason C. Scott SVP of Mortgage Lending at Guaranteed Rate of Aiea https://t.co/fWwG06wQll,Hawaii
"Please keep your germs to yourself. 🙏🏽 #nomaam #drfauci #covid19 #coronavirus #who #cdc #coronakills #germs #pandemic #socialdistancing #nothankyou #besafe #germaphobe 😷 🦠🙏🏽 @ Pittsburgh, Pennsylvania https://t.co/0AV8ZEJcmE",Pennsylvania
"This shit is serious but we will float to the top! 💩Tees coming soon! Stay strong everyone! 💪🧻

#covid #covid19 #pandemic2020 #toiletpapercrisis #toiletpaper #toiletpapershortage #stayhome #staysafe #poophumor… https://t.co/GgzP2IbGjc",New Mexico
Just received our N95 Shipment of Masks. #FDA approved #certified #n95 #n95facemask #mask #masks #covid19 ##coronavirus #covid #dental #medical #personalprotectiveequipment #personalprotectiveequipment #PPE @ Laguna… https://t.co/CmS8AdDVpp,California
"Bioluminescence #wave #bluewave simply awesome It’s best thing I’ve seen during this Covid-19 situation Amazing by #nature @ Hermosa Beach, California https://t.co/Kvfzl8Vte8",California
"Hi guys, hi girls!
COVID-19 is not for a long time, hockey is forever!!!
Let me introduce our new Set for off-ice training by Jeff Carlson stormhockeycamp
We wish you good luck!

Always Your https://t.co/S6JewVaBXK sports agency… https://t.co/ASsTYet0Dc",Florida
"📚Day 29 of RONA Elementary - Level 2 Reading📚
.
.
.
#homeschool #quarantine #school #kindergarten #extendedspringbreak #coronavirus #covid19 #stayhome #stayhomeworksafe #learn #read #satx #instasatx #igsanantonio… https://t.co/yDxxQ860tN",Texas
"When one genetic code meets another...
Encountering the virus
#covid19 @ Genetic Code Screening Room https://t.co/tRbE5XISK7",California
"Wake up wake up wake up it’s the 1st of the month! @btnhlive is my fav music group of all time. 2nd, maybe @linkinpark. What’s your favorite?
#covid19 #bone #1stofthemonth #bonethugsnharmony #lp #linkinpark #chester… https://t.co/4oTwvYOy9f",Texas
"That time when the squirrels, bored in the age of COVID-19, start messing with your dog by running up and down on the roof... #LifeWithGinny #AdoptDontShop #DogsOfInstagram #RescueDogsOfInstagram @ Baltimore, Maryland https://t.co/Nydq4PygUs",Maryland
Took a walk today in under 30 minutes. This is my #city #SanFrancisco #Quarantine #BoardedUp #SF #Covid #Covid19 #RobbDogg #DoggInc #StayHome #StaySafe #AloneTogether (Hope come June we can be together again) 🙏 @ San… https://t.co/tev7sM4UIU,California
"#friendly #reminder ... #washyourhands #covid19 #Pandemic also can't wait to see everyone in #utah this weekend!!! #breakingnews #rulebreaker @ Phoenix, Arizona https://t.co/tktsHHr7G1",Arizona
"40 backpacks on 40 folks means my #eldar army is all done. #covid19 project number 1 is finished. I have a playable, complete, painted #40k army again. I am a #Wh40k player again. Woohoo! #warhammer40k… https://t.co/krNe7G2fOB",Ohio
"Not bad! 😋 Quick and East Spicy Shrimp Gumbo! 🍤🔥 Hearty, delicious and so flavorful. It’s also very nutritious and packed with antioxidants. With this #COVID19 virus running rampant, it’s important we keep up our… https://t.co/kEXq2llhiR",New York
"Time for a good night sleep 😴 moon 🌙 #saltlife #pensacola #scuba #spearfishing #covidlife #covid19 #quarantine @ Pensacola, Florida https://t.co/7joWBGSuyl",Florida
Hey UK #fanfamily At 8:15 this morning the lovely @AmandaHolden is releasing her charity single ‘Over The Rainbow’ on Heart Breakfast to help raise vital funds for the #NHS during the COVID-19 crisis. If you can give… https://t.co/JxgBzb4UFM,California
When you resort to desperate measures and clean out all that covid 19 straight out your system 😱🤦🏻‍♀️💀🤣🤣🤣🤣 #staycoronafree #covid19 #sanitize #protectyourself #washyourhands #disinfectant #lysoleverything #byecorona… https://t.co/tyu6pK9wlR,Maryland
#OPERATIONWARPSPEED #stayhome #staysafe #breakingnews #remdesivir #fda #drfauci #gilead #covid19 ... remdesivir blocks #coronavirus speeds up recovery time 31% used to fight #ebola in the past ....nueva  #droga… https://t.co/1IFYyzqJKk,District of Columbia
"Thank you to all the people who spend their entire workday coming face to face with coronavirus. #essentialworkers #frontline #firstresponders @ Lebanon, Tennessee https://t.co/ixvw6p5Hq2",Tennessee
"Pandemic At Midnight: A Portrait
.
.
.
#quarantine #quarantinelife #covid19 #pandemic #springerspaniel #cockerspaniel #spaniellife #spaniellove #seattlespaniels @ Seattle, Washington https://t.co/cqMHEb0FNy",Washington
"Spreading #love , #positive #vibes and keeping #hope alive🙏❤️💯 #covid19   will not win #defeatcovid19 #quarantine #2020 #themajorlook @ Downtown Los Angeles https://t.co/V5wVqgsFa9",California
#StayStrong #NoFear #FaithOverFear #Coronavirus #covid19 #Quarantine #InThisTogether #StayHome #StayHealthy @ 44 Acres Homes TX. https://t.co/4Z7EstjlB6,Texas
"When they say, one of the signs of COVID-19 is ""weight loss."" @ Houston, Texas https://t.co/4BiQ0hmph7",Texas
Mannn they have got to start making these masks better...you be all out in these streets looking all Stylish and yet can’t fucking breathe...shiiittt you’re more prone of dieing by mask suffocation than corona 🤦🏻‍♀️… https://t.co/4GRySCnGag,Maryland
"Especially with the Coronavirus going around. @ Sioux Falls, South Dakota https://t.co/netsjY1Oav",South Dakota
I’m toooo sexy for a shirt 🤣🤣🤣 don’t mind me y’all blame it on Corona and I ain’t talking about no damn beer either ...If anything Vodka is definitely on the menu...how u doin 🤣🤣🤣 Le’ Feu lefeuvodka on deck 🍾🍾 let’s… https://t.co/LVx3n08ZQI,Maryland
"Feels good to be busy. https://t.co/IpfR1efI9a @ Henderson, Nevada https://t.co/UW8ylKWFym",Nevada
"Coronavirus: J. Crew prepares bankruptcy filing that could come this weekend!

https://t.co/Qliqwotevo",District of Columbia
"RCC Coronavirus Shutdown Trivia of the Day #29 - In 1930, approximatley one year after the Paramus course opening, golf professional George Jacobus stated that he was too busy to continue moving the tee markers on a… https://t.co/LcYBDUxD13",New Jersey
"#RN life
#covid19 
#birthday @ Oakland, California https://t.co/UkkRMhGZKc",California
"The 2020 highlights thus far.  #osborneville #u2 #larrymullenjr #costco #tp #costcotp #covid19 #caronavirus #quarantinelife #quarantine #2020 @ Las Sendas, Mesa https://t.co/igiWCIAcBm",Arizona
"O nah son when outside open I’m out shit was supposed to open yesterday fuck corona virus 🦠💯💯💯💯💯🔥🔥🔥 @ Brooklyn, New York https://t.co/5dtFZlSldX",New York
New mask and tapestry from @electrothreads. Making covid-19 and my home a brighter place. #coronavirus #edm #tapestry #tapestrydecor #facemask #mask #edcvegas #edcgear #awesome @ Honolulu… https://t.co/rW4wd0lqcW,Hawaii
"Birthday vibes still coming through the wire iamkrissyd_ thank-you for all your support and great business drive. You in your way!! @ Corona, New York https://t.co/rJXGYsSdnd",New York
"Latest update as of Today: May 1, 2020... 😷😷😷 #CDC #CoViD_19 #CoronaVirus #CoVid19 #StaySafe #ShowerTime #Hygienic #Sickness #StayHome #SaveLives #Quaranteen #Lockdown #Masks @ Riverside, California https://t.co/uSFBTmXUsk",California
The reason I need to get the hell out of Columbus!!! These niggas are NOT worth it anymore... Corona need to hurry up cuz I’m ready to travel 😫😫😫😫 I need some good 🍆 in my life again!!! Damnit #travel #gay #penis… https://t.co/XiJZIg1DFK,Ohio
Fun little project #games #wooden #cnc #vineyardartisans #covid19 @ Vineyard Details https://t.co/w3OdrBjS9X,Massachusetts
"New York during Covid-19.

Shot on oneplus
7T Pro 5G McLaren.

oneplus
@mclarenf1 😘

04.22.2020.

Music: Beach
Musician: Jef

#oneplus7tpro5G
#OnePlus 
#OnePlusUpgrade
#OnePlus5GMcLaren

#Tmobile #McLaren #phone… https://t.co/C1FWVv2bGL",New York
"Time lapse.
New York during Covid-19.

Shot on oneplus
7T Pro 5G McLaren.

oneplus
@mclarenf1 
04.28.2020.

Music: Tropic
Musician: Jef

#oneplus7tpro5G
#OnePlus 
#OnePlusUpgrade
#OnePlus5GMcLaren

#Tmobile #McLaren… https://t.co/EpqFOurlpK",New York
"Time lapse.
New York, Times Square  during Covid-19.

Shot on oneplus
7T Pro 5G McLaren.

oneplus
@mclarenf1 
04.28.2020.

Music: King
Musician: Jef

#oneplus7tpro5G
#OnePlus… https://t.co/1LzwgyN6Sc",New York
"Researchers tested 47 existing drugs that protein models suggested would be effective against coronavirus; 9 drugs showed promise against infected monkey cells in vitro; 1 ingredient in cough syrup encouraged virus growth!

https://t.co/gNDqgAZsDT",District of Columbia
WHAT YOU NEED TO KNOW ABOUT FORCE MAJEURE  DURING THE COVID-19 CRISIS Terry Farmer  https://t.co/xZrMWpFyzn,Indiana
"New York City Emergency Management Department and the Mayor’s Office of Animal Welfare today announced the launch of the NYC COVID-19 Pet Hotline. The Pet Hotline will serve as an information, planning, referral and… https://t.co/GYKLR3mJ3D",New York
Perhaps my second most fave train pic I’ve taken. Happy 50th birthday to @amtrak! Cheers to many more and hopefully this #covid19 ordeal will end soon! @ Jackson station https://t.co/CNrwKTBR4u,Michigan
"Since #covid19 forced us out of the farmers markets and festivals, we’ve transformed into an online herb business.

We ship dozens of orders each day. You can find our plants and herbal products on our Etsy shop:… https://t.co/gGjjUvUsv5",Mississippi
"🌀
covid-19 pandemic quarantine
these are
the people
of
Granville, Ohio | April 2020
.
the Jackson family
Welsh Hills Road
.
.
View all the photographs together on the blog (link in… https://t.co/rsQ3tzEDPZ",Ohio
About 4.3% of all reported cases. Hovered around 3% for I'd say thru March.  We're now open though. #covid19 @ Georgia https://t.co/2uqyPSTQt8,Georgia
"To all essential workers may God grant you protection from the coronavirus ,AMEN 
While in quarantine making the best of this horrible situation the World is facing. REAL BARBERS BUILDING BETTER BROTHERS &amp; SISTERS ,… https://t.co/a7sIZqp9g0",Pennsylvania
"rabbit! rabbit!

rabbits trying to social distance!
(they're hopeless! hopless? Lol)
🐇      🐇      🐇      🐇
Happy May 1st! Happy May!
Hand in there.
Stay home! Be safe!
(Air) Hugs! 🐰🤗🐰

#covid19… https://t.co/lLijpWYJ0n",Connecticut
Show some gratitude!  We made it to May 1st in spite of the COVID.  Remember a lot of people didn’t wake up this morning.  A lot are waking up on ventilators and it ain’t over.  My guesstimate is that we may be home… https://t.co/MaXw6IP3NW,District of Columbia
"Coronavirus Hair, with puppy. @ Ocean Park, Maine https://t.co/VKi8cS5ot3",Maine
"Doing live TV over zoom_video_communications: wpsu’s Conversations Live: Get Your Garden On!

#shelterinplace #selfquarantine #socialdistancing #ageofcorona #timeofcorona #covid19 #coronavirus @ Home https://t.co/lh3g3Lhyc0",Pennsylvania
"I promise to do this in the mall once this lockdown is over 😆
.
.
.
#usa🇺🇸 #newyorklife #nyc #newyork #lockdown #covid19 #quarantine #wanderlust #bucketlist #grammerph #pinoy #igers #igersph #travelph #timessquare @… https://t.co/5cBtaBiJ0d",New York
"Yeah! #Nantucket
STAY HOME SAFE LIVES
Coronavirus in Massachusetts
https://t.co/HCW1MbmsCx
#Boston #Celtics #Bruins #RedSox #Patriots #massachusetts #rhodeisland #connecticut #ct #newyorkcity #newyork #nyc #ack… https://t.co/vLHHoliu2v",Massachusetts
"On The Frontlines:  Covid-19 &amp; The Impact On Victims.  

Rowan Reyes, Senior Director of Community Education and Social Change discusses how workshops and trainings are available virtually and prevention should… https://t.co/pQB269m9fi",New York
"Oh hey, May! Didn't see ya there 😳😂
#goodmorning #fortlauderdale #morning #coffee #southflorida #florida #may #spring #beach #sun #quarantine #wakeup #love #amazing #beautiful #stayhome #pool #covid19 #photooftheday #coronavirus #friday #tgif #friends #photography #smile https://t.co/1zXyUHzHEv",Florida
"Emil • @emilcohen • COVID-19 Self Portrait @ New York, New York https://t.co/Sxg5QU2oda",New York
From #Economics Professor justinwolfers of uofmichigan fordschool #COVID19 #coronavirus #fitness #lawyer #fitlawyer #fitspo #igfit #igfitness #bodybuilding #wellness #health #fitfam #Dallas #mydtd #downtowndallas… https://t.co/k8J1D5ftdj,Texas
"it’s been quiet around here for a *while.* and not just because of coronavirus. earlier this year, i (@moonstompmaggie) started a brand new ad agency itsjanuarythird with a few of my favorite creative collaborators.… https://t.co/6jCyrqfoGw",District of Columbia
We Thank You All For The Sacrifices You Make Daily While Doing Your Job!! #blessing #unlimitedstacksassociation #weloveyou #essentialworkers #trending #respect #weappreciateyou #covid19 #lifesaver #yoongi #heroes… https://t.co/hf80np6bhB,Florida
Insert inspirational quote here...because I need it.. Floor 12 #movingonup #covid19 #ineedavacation @ Harbor's Edge Retirement Community https://t.co/RQxx8AN6Ol,Virginia
Join us this morning live on Facebook. #monroevillechristianchurch #mcc #mccfamily #pittsburghchurch #teachtraintransform #churchofchrist #christians #christianchurch #christian #coronavirus #monroevillecommunity… https://t.co/HrpJx107vu,Pennsylvania
"Corona At-Home Workout
Day 49
Thursday, 4/30/2020

* Contact us if you are interested in online personal training designed for YOUR specific goals, limitations and equipment. 

Every minute on the minute for 10… https://t.co/TbVBXCo31m",Texas
"Friday sunrise at Holden Beach.  Great news yesterday that the beach is opening up to the public again.  Going to be a terrific day!  #sunrise #sunrise_and_sunsets holdenbeachtown #Come2TheBeach 
#coronavirus… https://t.co/OWZParFEZ0",North Carolina
"30 years later I knew playing with my food would come in handy! Kids, always play with your food. 😂 #aworldofhearts #swedishfish #weareinthistogether #aschooloffish #lovealwayswins #covid19 @ Brookings, South Dakota https://t.co/a9ALszpBrQ",South Dakota
"drfaucifanclub faucifanclub welovedranthonyfauci dr__fauci Dear Dr. Fauci:
Was the goal of the #COVID19 for cdc &amp; who https://t.co/FxH7ELUiZU.organization_ to propose a #global #mandatory #vaccine that comes from a #Chinese… https://t.co/TVzDD4xpev",New York
"The Corona Chronicles. 05.01.20. The First Day of May. Standing Up in My Room in Gratitude!

Happy ""Gratitude"" Friday. Check- In Time.
Week #8: Looking Through the  Mirror in the Time of Corona.  I see HOPE.

What do… https://t.co/ItzFWSPKJb",California
"I absolutely refuse to let Covid - 19 prevent me from mentoring and helping kids  reach their dreams, Where there is a will there  is always a way. Since social distancing prevents me from going to speak in person,… https://t.co/Bt2wpVQp7e",Georgia
New message from the rep.  Fall/Winter pieces may trickle in late because of the COVID.  The entire world has been impacted.  It’s a ripple.  Hang in there!… https://t.co/NEhf1t6SDw,District of Columbia
"Texas opening back up like #texas #reopening #Houston #bloodinbloodout #covid19 #coronavirus #staysafe #socialdistance #facemask #getbacktonormal #coughintoyourelbow @ Houston, Texas https://t.co/tELPpRnWch",Texas
"The Coronavirus Diaries, Day 50: Back To School   https://t.co/3RZ3pmNHjD",New York
"Life as we know it has changed forever. It’s 4:30 AM on a Friday morning. I start trading in two hours. As I sit here, and I ponder about life after coronavirus, there’s a lot of questions that needs to be answered… https://t.co/5qWN0Hxkiy",Nevada
"Not all heroes wear capes.  But, during #COVID19 they are wearing masks and gloves.  These ladies are an amazing team dedicated to feeding the families during school closure.  They show up early every day to provide… https://t.co/q4HCaq85xY",Tennessee
"Today’s vibe... show me your masks, I want to see how they look. Let’s make this the new normal and help save lives. #newnormal #covid19 #wearamask #savelives #essentialworkers @ VCA Veterinary Specialists of CT https://t.co/ydoYyV4JFx",Connecticut
"With the #Covid19 #pandemic on the rise, April 2020 was a difficult month. Nevertheless, our determined clients and our dedicated staff managed to close 5 houses amidst all of the uncertainty. 

Kudos to the new… https://t.co/f0nOvFB4kv",Texas
"Nick Perez,

A 75-year-old inmate from James T. Vaughn Correctional (JTVCC) died Thursday afternoon due to complications of heart disease, hypertension, diabetes and COVID-19.

James Waller was part of a minimum… https://t.co/18ifoN56oc",Delaware
"Brandon Holveck

Minority communities have felt the brunt of the coronavirus in Delaware. Wochit

State health officials confirmed 79 additional coronavirus cases Thursday, making it the second straight day with… https://t.co/VZSWwDUQlM",Delaware
ICYMI: @DukeFOOTBALL Coach @DavidCutcliffe is reminding all of us to #MaskUpStaySafe to help stop the spread of #COVID19 in #Durham. https://t.co/pjICSE7LoH,North Carolina
"A few coffee shop inspired masks to start the day.  #mask #covid19 #kavmask #kavanaughmaskcompany #bjornphoto #staycovered #swmi #besafe #handmade #maker #michiganmade #mimade @ Benton Harbor, Michigan https://t.co/tLyCw8IAfw",Michigan
We are honoring May Day at a time of changing seasons. We hope it brings a little Cheer as we wait for the Covid-19 season to end. IAFSA volunteers sent out 500 May Day Cards (from home) to some of our older alumni… https://t.co/BPn2vKsAP4,Massachusetts
"You cannot have coffee without a good pastry.  #mask #covid19 #kavmask #kavanaughmaskcompany #bjornphoto #staycovered #swmi #besafe #handmade #maker #michiganmade #mimade @ Benton Harbor, Michigan https://t.co/TrSKMBIhLY",Michigan
"New patterns to come.  #mask #covid19 #kavmask #kavanaughmaskcompany #bjornphoto #staycovered #swmi #besafe #handmade #maker #michiganmade #mimade @ Benton Harbor, Michigan https://t.co/2gxjnWHBog",Michigan
"5•15•20   “The Epicenter”

* A first person narration and case study of what it’s like to live and possibly die in New York City the Epicenter of the corona virus pandemic. 

#NARCOTECHS #MPIRE #TheEpicenter #51520… https://t.co/Jjv54VRaTH",New York
Corona NY Fri May 1st AM Forecast: TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31,New York
"Hooray, hooray, it's the 1st of May. Outdoor .... Stupid Covid-19.

#may1st #durandeastmanpark #spring @ Durand Eastman Park https://t.co/sA5Eh3vSBl",New York
😏😷🤣 #NYC #coronavirus #pandemic #jew #JEWHUUURRRDDD #deblasio #stayhome #memes #Daalight #mobbinonearth #moe4life @ Outside!! https://t.co/T7MLQOFduc,New York
"New Study Reveals That 81% of the World Population Is Calling Upon Billionaires to Contribute More to Charity – Especially During COVID-19 Pandemic.

https://t.co/pW9NiZNY0c",District of Columbia
"COVID-19 advisory
Due to restrictions and precautionary measures in Dallas, and the LGBT community, I will be accepting limited clients today. Please contact by text or phone only in regarding availability @… https://t.co/F7DtQ7fwVA",Texas
"Gold Street
Digital mixed media art
.
Limited edition 1/10
100% of the profit of sales will be donated to the COVID-19 Emergency Relief Fund
.
.
.
.
.
.
#nyc #street #goldstreet #candid #magnumphotos #intercollective… https://t.co/YHdz0Lae2H",New York
"The Lyra society makes the news!  Check out this segment. https://t.co/sRI1AIDUja #lyra #lyrasociety #myphilly #givingtuesday channel_6news_ @ Philadelphia,… https://t.co/BHTYFV2f0m",Pennsylvania
"Enjoying a cup of tea/coffee together while social distancing. Can't wait to do it in person again 💞🤗☕
• • •
#teatime #coffeehour #socialdistancing #quarantine #coronavirus #covid19 #missingfriends @ Windermere, Florida https://t.co/z66PaJdB2o",Florida
"Five-time winner of Miss Covid-19 2020 is back again this week - congratulations pallbearer_press ‼️‼️‼️ @ Albuquerque, New Mexico https://t.co/lCfqIZsOYn",New Mexico
"It’s another quarantined CT gloomy day out there today but at least it’s TGIF... is that even a thing in this Covid-era? 

Ironically, it was also a gloomy day when I snapped this picture of the custom bench we made… https://t.co/nrzfeq6lEq",Connecticut
Chillin with my nephew in 2020 b.c.(before Corona). @ East Harlem https://t.co/HqJTI0dIjA,New York
When this all over we can not wait to reopen &amp; see all of you again! Coronavirus 🦠 has taught us the importance of not only friends and family but also a strong and immune respiratory system. SALT THERAPY can help… https://t.co/CIRhK3oaT1,Florida
"Just in case you needed to know what day it was. #calendar #coronavirus #itsgonnabemay #nsync nsync @jtimberlake @ Chattanooga, Tennessee https://t.co/MTtpzKbQ9x",Tennessee
Incident on #SouthernStateParkway WB at Exit 15 - North Corona Avenue https://t.co/bsJmXcqDpu,New York
Incident on #SouthernStateParkway WB at Exit 15 - North Corona Avenue https://t.co/OWCMLU9QUV,New York
Updated: Incident on #SouthernStateParkway WB at Exit 15 - North Corona Avenue https://t.co/OWCMLU9QUV,New York
Updated: Incident on #SouthernStateParkway WB at Exit 15 - North Corona Avenue https://t.co/bsJmXcqDpu,New York
Rising rates of unemployment as COVID-19 calls the shot on Workers' Day (Copy)  https://t.co/59dfGWGkFY,New York
"Coronavirus Chronicles... our park is in custody, national guard is here to be sure no people is sleeping in the park, no playing around.... #washingtoniansathome #washingtonians #coronaviruschronicles #quarentine… https://t.co/bOzVzBN3Te",District of Columbia
"Video chat with my loved ones.  In this crazy world we live in, thanl God for zoom_video_communications skype facetime and facebookmessenger_   Makes me feel a little less lonely.  #videochat #covid19 #family… https://t.co/bOB1msn6Yi",Ohio
"Bridges as been providing #mentalhealth services to the #Milford area for over 60 years! Help us continue to support our community, especially during the #COVID19 crisis. Plse donate to Bridges Healthcare during #TheGreatGive now thru May 6.  https://t.co/pkafDwDiIN https://t.co/o4eauV8LWT",Connecticut
"Welcome #May we have to beat Covid19 #divineprovidence #peace #faith 
🙏🏽🕯🕊🦁 en Eastvale, California https://t.co/8U5019h2gT",California
"Hello 😀 Hola 😄Wishing you Happy Friday &amp; Happy Weekend😁
Remember to #Smile 😄#BeHappy 😀it is  #HappyFriday 😄
 I wish You begin this #NewDay Free of 🦠 #coronavirus  #coronavirusfree ...looking forward to a #Lovely… https://t.co/JLG0FqW9CZ",Florida
"Our sign production partner, Sign Here of Tennessee is busy printing graduation signage as well as #Covid19 guidelines for our trusted friends and clients. Let us know if we can serve any of your sign needs.… https://t.co/RIaQPaA0ya",Tennessee
Cleared: Incident on #SouthernStateParkway WB at Exit 15 - North Corona Avenue,New York
Cleared: Incident on #SouthernStateParkway WB at Exit 15 - North Corona Avenue,New York
"The Breakfast Club!  As diligent as ever! #🐕❤️  #AryaRose #graciejane #pitbullrednose #adoptdontshop #bostonterrier #mycrew #covid19 #liveyourbestlife @ Seneca, South Carolina https://t.co/jLk461FTma",South Carolina
Pics from last D.E class before Covid-19 shut everything down! @ The Driving School https://t.co/iQBzrdYGoa,North Carolina
Today I’m reopening the shop. We were closed for 7 weeks due to the Corona Virus. We were trying to keep everyone safe and healthy. Im more nervous now then when I first opened the shop April 1st 2006. Don’t know… https://t.co/U4UVVGMArN,Illinois
"We are currently offering a COVID-19 Antibody Rapid Test! Now, you can also conveniently book this testing with your vitamin IV therapy and have your results during/just after your infusion!
.
You can choose to have… https://t.co/jLahnYNWzB",Florida
Unemployed? How To Handle This Key Concern In The Covid-19 Crisis https://t.co/LQEJGTzvQb https://t.co/YVJeM80zSA,Florida
IBA supports teens creatively during COVID-19 with stay-at-home workshops giving teens an opportunity to share their stories and concerns. Check out the full story on our tap bio page… https://t.co/PdB6YseSMG,Massachusetts
"This guy doesn't need to be told by the government when to self-isolate! 🐢♥️😷
.
.
#selfisolating #quarantinelife #quarantine #coronavirus #covid_19 #apocalypse #newworldorder #fridayvibes #mayday2020 #openflorida… https://t.co/MtOSLOgTUK",Florida
"Zuma’s Covid Screen Brightener of the day! Worth repeating Phoenix our 6 year old Book Cliffs Mustang orphaned as a foal and bottle fed... Phoenix is going under. Saddle soon! 

#mustang #horse #adopt #rescue #love… https://t.co/DrYUjg77Cu",Colorado
"Before and after - quarantine fireplace makeover #COVID19 #fireplace #fireplacemakeover #quarantine #quarantinelife #makeover #beforeandafter @ Keller, Texas https://t.co/nNVTabIpsx",Texas
"‼️Update for Fri. May 1st.‼️
Due to Covid 19, the Tasting Room and Grounds are closed to customers. We're CLOSED on Tuesdays and Wednesdays. 

👇You can still enjoy Fabb Wines 👇 

❗ CASE SALE❗ 2016 Zinfandel Reserve… https://t.co/pEEM1pLhXD",Virginia
Happy Friday! Need any #covid19 signs for your business? Call us today! (561) 775-3278 #kauffssignsandlettering #signs #kauffskompanies #signshop #graphicdesign #kauffssocialmedia #stevekauff #kauffswrapsandmurals… https://t.co/FzJGY8wJQB,Florida
"Handshakes, high 5s, and fist bumps might be dead, thank COVID-19...but we still got the wenis bump baby @ Iowa https://t.co/odh9RzjqzY",Iowa
"Last #family #beach time for a while. 🙏🏼🦠😷 #quarentine #covid19 #staysafe @ Ventura, California https://t.co/96IdyTmks1",California
The Silver Lining of Coronavirus  https://t.co/jVhgYzyaaG,New York
The Book Bank Foundation Inc @GlennToby Chief Executive Officer David Branch @24HRD is sending Visa and Mastercard Gifts to Creative Community Members in need. During this  World Wide Coronavirus COVID-19 Pandemic.… https://t.co/tAAwB0o7y5,Georgia
https://t.co/q1bIRBjDj8 We'll be updating this story throughout the day Friday with the latest local news on the coronavirus pandemic. If you'd like to go through a roundup of https://t.co/pZGsEDFGlH #atx #austin #all512,Texas
"🤔🤔🤔🤔🤔 #covid19 #biologicalwarfare #theykillingourpeople been saying this. @ New York, New York https://t.co/R5cyQ7RFyz",New York
"COVID SAGA. PRONING MATTRESS.

Ready for rhe 2nd wave if it comes.
Thank you Rich Levitan, broskey of my mentor in airways, Rich Levitan @airwaycam in twitter. 
2 Prone Comfort Bolster Moonscape mattresses from… https://t.co/MMZGkJZ5jG",New York
#Tumblr #MentalHealth #MentalHealthAwareness Tumblr's new mental health initiative provides tools and support during coronavirus pandemic https://t.co/qo3Q83Ce33 https://t.co/3AP5yu2T3f,Florida
"Movie theaters in Norway will reopen on May 7 after being shut down on March 12 when the country went into a partial lockdown due to the coronavirus pandemic. 

In line with the policy in Sweden – where cinemas were… https://t.co/8gKWRkmLvV",Missouri
"WFH Day 30: E. 1999 Eternal by @btnhlive 

#workfromhome #stayhome #quarantine #coronavirus @ Perry Hall, Maryland https://t.co/QBQxkszS3b",Maryland
"Roses 🌹 are red, Violets are blue, we are wearing our masks, we hope you are too‼️ #hudsonheadwatershealthcareheroes #healthcareheroes #maskup #covid19 #fridayvibes #fridayisdenimday #wearehereforyou #slhc… https://t.co/UTYYr011hq",New York
