tweet,location
COVID-19 #workwhileyouwait Score Board @ Titans Sports Academy https://t.co/rMm6DpUfyj,Georgia
"Dogs can't speak.
Due to Corona, shelters are teetering emptied at a quickened pace.

So if you know of someone that shouldn't be allowed to adopt and harm animals, report them.
The dogs can't.

Please check out our… https://t.co/oeUQQ9qAVk",Illinois
"#Kentucky buffoonery. Kids can’t play sports but, “student athletes could play golf at any open golf facility with family members...as long as they do not enter a golf tournament.”
So, #Covid doesn’t spread if people aren’t competing? 🤣
#EndTheShutdown",New Jersey
"Stress, COVID-19, and Your Endocrine Health Chronic stress in a time of global pandemic can lead to increased cortisol hormone levels and inflammation.
 
This is such a highly emotional time, with many people… https://t.co/3lJnr0Q60c",Arizona
What Impact Might COVID-19 Have on Home Values?: A big challenge facing the housing industry is determining what impact the current pandemic may have on home values. Some buyers are hoping for major price reductions because the health crisis is straining… https://t.co/syrEmSRtCf,South Carolina
"When Auntie Seng @chefseng comes bearing #叉烧包 aka char siu bao we have a complete #breakfast &amp; #snacks for next couple days 

Stop the spread of #coronavirus with point 6 - #wearamask when out exercising. Protect… https://t.co/4NaXww8OmV",Virginia
"Coronavirus has destroyed families, changed lives, and generally fucked up the world as we knew it. We’re all feeling this sentiment pretty fucking hard right now and you can count on us to say it loud and clear.… https://t.co/Tgxvsy4Tua",West Virginia
"Thank god for #naparimagirlscookbook #coconut #bake #lockdown #covid19 #newyork @ Brooklyn, New York https://t.co/57FjkTpwhN",New York
"Building a business in the midst of COVID-19 isn’t about who’s going to let me do it, but rather who’s gunna try to STOP ME 🤷🏻‍♀️💪🏼💥 

I am FIRED UP 🔥 about helping families achieve financial freedom and making sure… https://t.co/XnKyLzK50b",Massachusetts
Stay safe out there. #covid19 #mask #selfie @ Tennessee https://t.co/cQX0bscUnS,Tennessee
"#hairtyllc #hairty #covid19 #salonclosedcovid19 #proverbs112425 @ Hair Ty, LLC https://t.co/Cp63xoJ6ay",Tennessee
The empty streets of downtown if this were West Texas we would see tumbleweeds! I have never seen it so deserted here #Coronavirus #COVID-19 #JeffersonTexas #EastTexas #BrickStreet #Desert #Lonely #Boring… https://t.co/2Gbn6x7Cil,Texas
"Who else is itching for a fun #Wedding?

What changes do you think will happen for weddings because of the coronavirus?

#ToledoPhotographer #ToledoWedding #ToledoBride #ToledoWeddingPhotographer
#ToledoLife… https://t.co/GSr6BxaGNJ",Ohio
"Life is so matcha better without the Covid-19.⠀
.⠀
.⠀
.⠀
We are open for takeout and delivery, via @doordash and ubereats.  Online ordering is available at our Google location. Thank you for your support.… https://t.co/8NK4LeN6yY",California
Mountain therapy. Had a pretty stellar hike yesterday. #lilymountain #estes #estespark #lilymountaintrail #mountains #mountain #nature #mountaintherapy #naturetherapy #optoutside #quarantine #covid19 #quarantinelife… https://t.co/OTjdsRkTV6,Colorado
How I’ve decided to board my flight. 🤣🤣🤦🏾‍♂️ #PandemicOdysseys #Quarantine #Comedy #Lockdown #CoronaVirus #MisAdventuresOfDiazMackie #DiazMackie @ McCarran International Airport https://t.co/DlkfcF0reY,Nevada
"For more success stories, please visit: https://t.co/Vwc9cfEk5N

#covid19 #coronavirus #mortgagebroker #mortgagebrokers #cashout #cashoutrefi #cashoutrefinance #refinance #refi #officecondo #bridgeloan #bridgeloans #brokersarebetter https://t.co/Ok8NW97zg5",Florida
"And it’s Monday. @ Corona, California https://t.co/IqeTYfAfWI",California
"WHO ALL SUPPORTS EDUCATION?  

Hello IG Family!!!!

INC Tutoring would like to start a tutoring fund for students of Dallas and the U.S. that cannot afford tutoring services during the #COVID19 pandemic. After seeing… https://t.co/0ydtbi3ph6",Texas
#photographer #spring #springphotoshoot #springphotography #mylife #follow #photo #nowherebutup #spring2020 #coronavirus #covid_19 @ Raven Rocks https://t.co/QzY4tqfOyy,Ohio
"We will get through this New York 
WE WILL SURVIVE 🙏
#TimesSquare #NewYork #Flama507 #WeWillSurvive #CoronaVirus #Positive
#GoodVibes #GodIsGood @ Times Square, New York City https://t.co/wbxeSGd9S8",New York
"I’ve been able to get into the shop a little lately, and this guitar has jumped to the top of the build list.
•
This Cherry Wood Tele will be donated to sweetreliefmusiciansfund to raise funds for their COVID-19… https://t.co/i5pcQiEMaM",Colorado
New strategies for change in the prism of the pandemic crisis  https://t.co/zr5qzxSQZ2,New York
"Day 28 Without Tanning: WE AREN'T READY!!😂😂
.
.
.
#sunstudiotanningsalon #sunstudio #tanningsalon #manchester #tennessee #covid19 #coronavirus #quarantine https://t.co/buA3q0ae7k",Tennessee
Lexus understands the stress and uncertainty the coronavirus has caused. Lexus Financial Services (LFS) is providing payment relief options to customers affected by COVID-19. Click on the link in the bio for more… https://t.co/xa17hhUrkW,Tennessee
"To all those on the front lines during this this crazy time, thank you!
.
.
.
.
.
#covid_19 #covid19 #coronavirus #survivor2020 #pandemic2020 @ New Orleans, Louisiana https://t.co/ujPfXHR3e9",Louisiana
"Brownfield Park. South Bend, Ind. April 2020. #coronavirus @ South Bend, Indiana https://t.co/ZLDedaMPpt",Indiana
"Happy Monday!
Staying positive &amp; relying on people to use common sense &amp; still proceed with caution even if and when they open things up. This is a peak at the PPE we are required to wear going into a covid positive… https://t.co/hwKG5wMPCW",Georgia
"So many rhymes I’m thinking about, but for the sake of civility I’ll leave them in my head. We definitely have had more free time during this corona quarantine. @ The Pit Martial Arts &amp; Fitness https://t.co/3RpFgcCiKo",California
"Our Kim Corset Tummy shaper and Khloe curvy highwaist shaper
Covid19 Therapy 🤣 SUBSCRIBE YOUTUBE Glogestore FOR MORE VIDEOS

#coronavirus #covid19 is real #stayathomechallenge #stayathome #quarantine @ Marietta,… https://t.co/dNpTSnhCdW",Georgia
"https://t.co/38mV5ZL2X5

How wonderful is this guy! During a crisis the cream rises to the top! Bless him! 🙏
#hero #thankyou… https://t.co/2Mfsq9vNdA",California
I keep DM’ing businesses with unsolicited Instagram advice during this #covid era like a creeper with a hidden agenda &amp; it occurred to me... maybe its time to jump on a couple zooms with ppl *actually* looking for… https://t.co/WhcyyRAnG9,Massachusetts
"Managing Medication During the COVID-19 Outbreak https://t.co/1eP3ZqIvLP… via 

@nkf @ Hammond, Indiana https://t.co/YKH7OQWHaC",Indiana
"https://t.co/6razvH1kIM

Thank you to the incredible Canadian technology company BLUE DOT. Your brilliant technology found and tracked the… https://t.co/m5B6FiUeVR",California
It’s a TEXAS Q book signing NON-event in the time of Corona! Want one personalized? Contact https://t.co/pV0DlI7gRY or call them at (505) 983-4511. #texasq #texasbbq #bbq #excitedaboutfood #quartocooks @… https://t.co/blXoU7p5rh,New Mexico
"There is a silver lining to COVID-19, it’s an opportunity for many of us to be better, faster and stronger. Thanks @ted_ryce for having me on! ————————
Repost: 
legendarylifepodcast 
@ted_ryce 
Struggling to see the… https://t.co/XafSrrvEPN",California
"Stuck indoors because of the #coronavirus pandemic? Us too! But don't fear, we're working from home, and working diligently to post more and more wonderful #antique #decorative #rugs and #carpets , #vintage #pillows… https://t.co/4cDdRBC4V2",New York
Attending an Executive Management Meeting at the Osceola County Emergency Operation Center. We will be discussing new updates on COVID-19 (Coronavirus). We now have 470 confirmed cases in Osceola County. Please see… https://t.co/HRjgLoMJMJ,Florida
"Don't let covid19 stop you from celebrating!
#houstoncakes #curbsidepickup #staysafe #cookieart #cakeart #cakedecoratingsupplieshouston #cakedecoratingsupplies #cakesupplies #cakesuppliesshop #houstoncookies… https://t.co/bY0UfN6xV8",Texas
#MashableShopping #Coronavirus #Tech Snag a deal on this infrared thermometer that works in seconds https://t.co/rSPGeQ7x5j https://t.co/tmOzI0nDOl,Florida
"#truestory #readyforcampingweather🏕 #ilovecampingandhiking ⛺️ Praying there will be fewer cases of the #coronavirus 🙏🏽 @ Roseburg, Oregon https://t.co/pasTR5drVP",Oregon
"#worthlessnotes #HARRYDENT #HARRYSDENT #CORONAVIRUS #fyp #petrodollar #silver #preciousmetals #statistical #derivative #HYPERINFLATION #petroImplode. @ Los Angeles, California https://t.co/KhobhddHcr",California
"National Kidney Foundation

@nkf

Trained specialists are just a call away if you have questions about how the #COVID19 pandemic will affect… https://t.co/AWPf7co42x",Indiana
"Is it time for #happyhour yet? Because I need to get my drink on. And the floors need a good cleaning. Need something medically proven to handle both tasks...
#clorox #cloroxmemes #lysol #covid_19 #coronavirus… https://t.co/yXSCQg2BJ5",New York
Free Quote??? Call now 630.790.2500 #chicago #covid #movers #likeforlikes #chicagoland #chicagomovers @ Chicago metropolitan area https://t.co/DTgFc4RpEH,Illinois
Free Quote??? Call now 630.790.2500 #chicago #covid #movers #likeforlikes #chicagoland #chicagomovers @ Chicago metropolitan area https://t.co/I3YLNJnx1f,Illinois
"Link in the Bio for Full Eps.: 
https://t.co/mLfFMXT0my 
SUBSCRIBE, LIKE, SHARE, COMMENT 
#podcast
#zmbsqd 
#zombieapocalypse
@glennericnelson
@glennericnelson
#comics 
#quarantine 
#nvrdun
#isolation 
#corona… https://t.co/zHTsVW8IrM",Maryland
I kept staring out of the window instead of at my computer screen so I did what any reasonable adult would do. I stole my child’s patio table set. #workfromhome #covid19 #sunshine #spring #over70degrees #springinmn… https://t.co/1H5tPA1uz1,Minnesota
Covid-19 or Apache ‘20?🤔 First Apache trip of the year was a success!🤟🏼🤙🏼 @ Apache Lake https://t.co/JWzLmjptCr,Arizona
"Ave.

IMPORTANT: If you are having coronavirus type symptoms or have been in contact with someone who has tested positive (or suspected to be positive for coronavirus) in the past 14 days, come get tested on April 28. Pre-register at https://t.co/uqfLcyc1Cr.

Coronavirus (2/3)",Pennsylvania
"They are setting up free #covid19 drive through testing centers in Carson,CA today @ Carson, California https://t.co/opmloba4GJ",California
"You've got this! You will emerge from this stronger. Show COVID-19 who the boss is. 

💪
.

#strongfirst #strongertogether #faithoverfear #strengthinnumbers #godisincontrol #toughlife #betterdays #lovelife❤️… https://t.co/xmNE6LBAjA",Florida
"https://t.co/q1bIRBjDj8 More than 500 of the 1,800 people who’ve signed up for Austin Public Health’s testing enrollment form met the criteria needed to warrant a COVID-19 test. https://t.co/hhtB2mNZEz #atx #austin #all512",Texas
Only $5ea porch p/u $7ea shipped.  Limited quantities.  Cross posted.  Pocket in back for filter. #music #fabricfacemask #fabricfacemasks #staysafe #covid_19 #covid #covid19 #coronavirus @… https://t.co/KYbQSaoVPi,Tennessee
"#coronavirus @ Albany, New York https://t.co/6X13Dd7K1s",New York
"What a special VIP treatment from The Country Cow Deli.. After a busy morning working on Town Hall Listening meeting  for small business COVID-19 funding. 
It was a delicious ""Bacon, Egg &amp; Cheese (BEC) breakfast… https://t.co/9itFS4Cw8b",Connecticut
"Hyperemotional Roomate Episode 10: Being a Flake #quarantinelife #shelterinplace #coronavirus @ North Hollywood, California https://t.co/8k3Fh1wqf1",California
"Nature reclaiming earth in the absence of humans

Took a stroll around the building after weeks and look what we discovered

#nature #stayhome #covid19 @ The Waterfront, Jersey City https://t.co/9EQrwVW47d",New Jersey
"Kitten Season is in full swing, and we are getting kittens in. Due to COVID-19, we've had to alter how we operate our rescue, including adoptions. Our appointment process secures a time for you to meet our kitties. Those are first come, first serve: https://t.co/YDm8l786e1 https://t.co/oIA3QAVxpx",Arizona
"American Kidney Fund

@KidneyFund

Efficient and flexible #grocery shopping has become a heightened priority for many #kidney patients during #COVID19. Here are tips for creating a kidney-friendly pantry to stick to… https://t.co/d7bdfti4n6",Indiana
"For beats text 281-216-7263, Dm or click the link in bio #mixtape #coverart #beats #drum #studio #producer #beatmaker #hiphop #coronavirus #nba #explorepage  #music #rap #trap #music #artist #quarantine #sports… https://t.co/W1CK8xOMVZ",Texas
A real celebration is waiting for us all!  Hang in there - it’s in our future! #covıd19 #corona #churchstreeteast #downtownmobile #mobilealabama #downtownmobileal #ukulele #ukulelecover #ukulelecovers #banjolele… https://t.co/tRoLwkvoPX,Alabama
Good job  #covid19 #socialdistancing @ Luria Park https://t.co/hVTXPEc40n,Virginia
"F16 flyby for healthcare workers' appreciation....
.
.
#flyby #f16 #scang #swampfox #covid19 #thankyouhealthcareworkers @ Pawleys Island, South Carolina https://t.co/GOHIoeG0fn",South Carolina
Happy I can finally share some awesome news.... I’m making a lesson plan outline. 📝 Why? Because I just got the word that my 4 week online course on building your Digital Marketing Plan after COVID-19 got approved by… https://t.co/moFYs9RF48,Massachusetts
No Stirrup Coronavirus Food Drive starts next week! Five cans/boxes donated per lesson gets you out of working for the ENTIRE lesson without stirrups😉 so keep that food coming! We are collecting it in the Parent’s… https://t.co/AyporG1lO6,North Carolina
"For beats text 281-216-7263, Dm or click the link in bio #mixtape #coverart #beats #drum #studio #producer #beatmaker #hiphop #coronavirus #nba #explorepage  #music #rap #trap #music #artist #quarantine #sports… https://t.co/bDvxA3PyJ2",Texas
"It’s a OK to #spread yourself out in your #homekitchen and not #covid_19 stay #home &amp; #cook #clean #bake and #washyourhands 

#covid #cheflife #pastrychef #quarantine #homequarantine #flattenthecurve #togetherathome… https://t.co/5sGn40AG3t",District of Columbia
🎉Congratulations🎉 to our buyer who just closed on her #ormewoodpark #bungalow • 🏡lindasellsatlanta helped her beat out multiple offers AND made sure she was protected throughout the transaction with a #covid19… https://t.co/k2xwt3anc0,Georgia
#DEARBORN (TCD) | The state of Michigan is reporting 92 more people have died from coronavirus and 432 new cases have been confirmed as Governor Gretchen Whitmer announces plans to slowly reopen businesses in the… https://t.co/wpXDtH5wam,Michigan
"The other day....can’t be inside forever 😩 
(Fun fact...this like my first time here since 4th grade)

#queens #flushing #flushingmeadows  #flushingmeadowpark #coronavirus  #quarantine  #quarantinelife  #out… https://t.co/eAexXRbHN9",New York
