tweet,location
"Saqueo fail en st Louis ⭐⭐⭐⭐⭐⭐bcnlegendz it's the next level. #bcnlegends #urbangraffitisbcn #artdengroundmoviment #blegends #ACABose #coronavirus #covid_19 #cuarentena #desescalada #fase1 en St. Louis, Missouri https://t.co/uWPt486Mt2",Missouri
Construction on #SouthernStateParkway Both directions from Elmont Road to Exit 15 - North Corona Avenue https://t.co/KT01WFaDZv,New York
Construction on #SouthernStateParkway Both directions from Elmont Road to Exit 15 - North Corona Avenue https://t.co/hUJcjfY4Ck,New York
Peligroso señor mayor⭐⭐⭐⭐⭐⭐🤔 bcnlegendz it's the next level. #bcnlegends #urbangraffitisbcn #artdengroundmoviment #blegends #ACABose #coronavirus #covid_19 #cuarentena #desescalada #fase1 en United States https://t.co/HWlqhnA4Ie,Kansas
People forget I have #literally the best security #losangeles has to offer right now. Does anyone disagree lolol????? #riots2020 #homesecurity #chihuahuasofinstagram #chihuahua #tinybutmighty #coronavirus You should… https://t.co/oyv3EXnSRw,California
#Gloves #MashableShopping #Coronavirus These disposable gloves are back in stock and on sale for a limited time https://t.co/5GvcDjoP3t https://t.co/kTYvfsu8H9,Florida
#MashableShopping #Coronavirus #Culture The snap-back glove is the germ-defender you didn't know you needed https://t.co/CGULMKylUN https://t.co/zvjrA97obb,Florida
"Thus, the context of 2 Chronicles 7:14 is crisis, crisis that constitutes a wake-up call from God: A pestilence, plague, as in a pandemic, as in a coronavirus - And a plague of locusts. The Scripture says any of… https://t.co/TFACv9Ery3",New Jersey
⭐⭐⭐⭐⭐⭐bcnlegendz it's the next level. #bcnlegends #urbangraffitisbcn #artdengroundmoviment #blegends #ACABose #coronavirus #covid_19 #cuarentena #desescalada #fase1 en United States https://t.co/lRD8XEDOhk,Kansas
"View from my balcony last night. #lariots #covid19 #usa @ Los Angeles, California https://t.co/3ff1JCUSqe",California
"This is how the protests have been managed. Police brutality fighting the protests against police brutality. The cycle never ends.
#Racism
This Going worst than Covid😠
#usa🇺🇸 #racism #mineapolis #atlanta… https://t.co/K3mz8A7jrv",Minnesota
"Just a reminder #covid19 is not gone, please have patients while #employees struggle to learn so new critical thinking. This is the #newnormal beginning trial and error. Calling ahead will really help most as to how… https://t.co/km8pANHhyQ",Massachusetts
"#BLACKOUTDAY2020
#georgefloyd #protest
#protesters #covid19 #DCShit 
LET'S SHOW SOCIAL MEDIA HOW STRONG WE ARE @ Washington D.C. https://t.co/HKBNzeWCRO",District of Columbia
"St.louis downtown protest 
#georgefloyd #blacklivesmatter #stl #breyonnataylor #minneapolisriots #hot1041stl #covıd19 #covid #fuckthepolice #fuck #trump #notmypresident @ Downtown St. Louis https://t.co/hubuvPzXAb",Missouri
"19% off Mask-ne Treatment:
Enjoy a clarifying mask treatment with a deep pore cleansing facial. This will unclog pores suffocating under the Covid protection masks.
Call us for an… https://t.co/hNUEivLHrE",Illinois
"Good morning, Fort Laudy! 🌇
#goodmorning #fortlauderdale #morning #coffee #southflorida #florida #june #spring #beach #sun #quarantine #wakeup #love #amazing #beautiful #stayhome #pool #covid19 #photooftheday #coronavirus #tuesday #traveltuesday #friends #photography #smile https://t.co/jw0Hq1YeuI",Florida
"Walk-Up #COVID-19 #Testing resumes on TODAY in #NewBrunswick. Testing is BY APPOINTMENT ONLY &amp; the number of available daily tests is limited. Must be a #Middlesex County resident. #NewBrunswickNJ #gettested

Register at https://t.co/pFQO6HuWLr or call 732-745-3100 https://t.co/n6NEfzyqlH",New Jersey
"I listened to your amazing feedback over the last several months and I’ve worked really hard to launch ArtSugar 2.0! ⁣
⁣
Through COVID, a cyclone in Bangladesh (where my web developer is) to the current atrocities… https://t.co/mqbg89DnPT",New York
"Reminder of current guidelines for open tattoo shops until Covid-19 restrictions are lifted:
Shops are to be by appointment only on tattoos and piercings. Everyone is required to wear masks, and they must cover their… https://t.co/W9nLLs7Zu4",Nevada
"Is this Liberty? The world is watching!
.
.
.
#statueofliberty #ladyliberty #hudsonriverpark #hudsonrivergreenway #hudsonriverpark #tribeca #coronavirus #corona #virus #isolation #COVID19 #emptystreets #emptynyc… https://t.co/9iMQmchXgj",New York
"These are my first cookies since #covid19  it felt so good to be back at it!!  #bridalshower #decoratedcookies #sweetsugarbelle I used a cutter from @sweetsugarbelle  mini #shapeshifters for the gown @ Meridian, Idaho https://t.co/QNGUZUMaaZ",Idaho
"‘Mission: Impossible 7’ Set To Restart Filming In September After Coronavirus Hiatus @ Branson, Missouri https://t.co/hiPyZoxmYs",Missouri
"Rins puts his Motegi helmet up for auction to fight the Covid: The Spaniard announced the initiative on his Instagram profile, showing the special helmet used in last year's Japanese Grand Prix https://t.co/CbjSd0z6Di https://t.co/VfcemisTmX",New York
"Congratulations to Sarah and Peyton! These two stylists were extremely close to hitting their promotion criteria before our COVID closure, and we are so excited to say that their hard work had paid off! Sarah has… https://t.co/e1pAxYWQqe",Ohio
"Good Morning. During the current Coronavirus (COVID-19) outbreak, the Township of Ocean Historical Museum will be closed.  We are currently closed through Saturday, June 6, 2020.  Please continue to check with us to see if that date has changed. https://t.co/EhhAXnxucc https://t.co/UAIs5QLFpj",New Jersey
Researchers develop experimental rapid COVID-19 test  https://t.co/NdJDbsYKiR  #nanotechnology #nano,New York
"Is this you?? If so, come out to Fairfax Station this weekend for our first post-Covid #estatesale. We are limiting number of people in the house at once &amp; please wear a mask! #brakes #gimmeabreak #thrifting… https://t.co/tWsWaA1BtG",Virginia
Corona NY Tue Jun 2nd AM Forecast: TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31,New York
"On Monday afternoon, @mayormadden spoke with WAMC News about #TroyNY's ongoing response to #coronavirus, its impact on our City's finances, and preparations to ensure a safe, peaceful opportunity to protest in our… https://t.co/qMUFiK0Pqy",New York
"Brothers Divided by J.W. Worsham is
ONLY $10 to download on Nook
📗Barnes &amp; Noble Nook 
https://t.co/ib6fUnqpyI
#AllLivesMatter #COVID19 #availablenow… https://t.co/BeWhdJjVU6",Mississippi
⭐ ⭐ ⭐ ⭐ ⭐ ⭐ bcnlegendz it's the next level. #bcnlegends #urbangraffitisbcn #artdengroundmoviment #blegends #ACABose #coronavirus #covid_19 #cuarentena #desescalada #fase1 en United States https://t.co/jLjXUTEzmq,Kansas
@Charlezton_Chew The covid extended the deadline.,Pennsylvania
Thank you from the #beeweaver crew! We have survived crazy Covid spring 2020 and are ready for summer! #texasbeekeeping @ BeeWeaver Honey Farm https://t.co/K306AjokMo,Texas
"Just hours before the moratorium on evictions and foreclosures was set to expire, Gov. Ron DeSantis issued a new executive order that extends the current ban to July 1.

#covid19 #evictionban… https://t.co/C1ziakWiLE",Florida
Made a quick medal the other day for Marisa to commemorate our #GRTonRCT...it’s the thing you do when coronavirus cancels your race plans. We did our #glacierridgetrail50k on… https://t.co/3MEED6cMgv,Pennsylvania
"Local coaches preparing for tough talks with players amid coronavirus pandemic, protests https://t.co/1Y0uZPURNm @ Scotlandville… https://t.co/eJqo1drNnd",Louisiana
"#blackoutday2020 
We got somethings to talk about.. George Flyod (RIP), republican corona party goers, past police experiences, and some positive topics.. TODAY 5.28 AT 7PM LA TIME watch on @twitch TV (primary… https://t.co/EKSzdNKYps",California
"We’re back to business on June 15th and we have the coolest summer gear waiting on you! 

#santostuxedosmensfinewear #asapataria #reopening #nomasknoentry #hygiene #staysafe #localbusiness #covid19… https://t.co/FWQJZG171q",New Jersey
"The Revolution Is Now
#Heat #Culture #Corona #Virus #K #FTP #BLM #georgefloyd #Brooklyn #Nyc #ArtAddict #Stealth #Health #Wealth #Protest #Fight #Back #ALM #standup #Real #Hiphop #lurking #nojusticenopeace @fleeego… https://t.co/WPAtN5eP86",New York
"Look who made the cover of Playgirl!  #covid19mademedoit #covid19 #lounge #costume #whynotyou #halloweencostumes #makeeverydayfun #videomeeting #wfh @ Olathe, Kansas https://t.co/vzSNQFa4Op",Kansas
Yesterday my family finally laid my father to rest after passing away from #covid19 on #Easter Sunday April 12 2020 at 9:36pm  it took over 7 weeks to give my father a send off! May he Rest In heaven . Now it’s time… https://t.co/3zMyJdGxqb,New York
"Aren't doctors offices wonderful?!?  After being rescheduled due to Covid 19, here I am getting these busted knees rechecked.  #NotTodayCorona #FixMyKneesPlease #IHateNeedles @ Orthocarolina https://t.co/7F1CXDgSRp",South Carolina
IRS Rules Are Changing (For The Better) For Business Owners Due To Covid-19 https://t.co/FLutA5vr2Z https://t.co/DRxnmjw9xW,Florida
"Found in the TV coronavirus FB group.

This is so beautiful. But please, make sure  y'all are centering and amplifying POC. @ Lakewood Cemetery https://t.co/QpAZ98O2pz",Minnesota
"DS Smith Reading Recycling recently donated hot meals from local restaurant Beckett's to the city of Reading, Pennsylvania’s 120 first responders, in appreciation of their efforts during the Covid-19 pandemic. https://t.co/ZvrdXAbvn4",Maryland
#LookCrossroads Today we’re so delighted to share L’s story and honor his family for their hard work during this covid-effected remote learning time. https://t.co/JspwW1UnLX Many thanks… https://t.co/ZpjcMf7jPu,New York
"After months of pause on projects across the country due to the impact of COVID-19, we are delighted to be sharing some great news by celebrating Veterinary Emergency Center of Manchester’s move to their newly… https://t.co/3YPsVsEell",New Hampshire
"Current State Of Our Country.                                          #covid19 #blacklivesmatter #pessimism #streetphotography_bw #gloomy @ Boston, Massachusetts https://t.co/zeksjQqYoj",Massachusetts
#Sex #SexAndRelationships #Covid19 Sex with someone you don't live with is now illegal in England https://t.co/7FtwouhdHk https://t.co/1NFv2vsAkl,Florida
I’ll be teaching American Heart Association BLS or Heartsaver CPR classes soon for very small groups or individual utilizing Covid-19 precautions and CDC guidelines. Message me if… https://t.co/P1xcYit1Yd,Kentucky
Found this video very fitting for what’s going on today 🤎🤎 right before the COVID-19 hit the U.S. I took a trip to the African American Museum  in D.C. and I honestly learned a lot on this trip about my black… https://t.co/xXYHtEfR0L,District of Columbia
"First time back in 81 days. Thanks #coronavirus. #Phase2 (@ HUNT Real Estate Corporation - @hunt_era in Depew, NY) https://t.co/x8WIGjDJ6b https://t.co/5CnqM1w04a",New York
"“I gotchu.” - During the crisis of COVID-19’s first wave in NYC, our roles in ERs perpetually shifted — CRNAs or RTs intubating when my hands were full, or when I placed IVs and changed patients for busy nurses or… https://t.co/mHPvN8hCuK",New York
"https://t.co/q1bIRBjDj8 We'll be updating this story throughout the day Monday with the latest local news on the coronavirus pandemic. If you have a news tip or question, email us https://t.co/P3eVuC1PSY #atx #austin #all512",Texas
Life in the Time of the Coronavirus: Voices from Silver Spring—Susan Peterkin https://t.co/kFnv0Xf3sv https://t.co/JP0D6eG7EO,Maryland
"Even our knight is taking proper precautions! Stay safe ❤
#covid19 #bookstore #bookhousestl #smallbuissness #maplewoodmo #shopsmall #shoplocal @ The Book House https://t.co/IdAB81adQU",Missouri
"Bloomfield Pulse Condolences to all of the families 

Essex County Coronavirus Cases
Updated: Tuesday, June 2, 2020

• Social distancing, hand hygiene, and other steps to prevent infection must be followed at all… https://t.co/41Ad4Gs555",New Jersey
"#Bitcoin #Cryptocurrency #Tech Bitcoin wipes coronavirus losses, passes $10,000 again https://t.co/IVdKwJj0nI https://t.co/gjEbJUB3l1",Florida
"Shelter in Place (Day 77).
#crisis #america #americanflag #blm #coronavirus #covid19 #covid_19 #usa #usa🇺🇸 #upsidedown #icantbreathe #justiceforgeorgefloyd #justice #shelterinplace #reopening #justiceforahmaud… https://t.co/G9k8Y0uD0r",California
"I was just interviewed by Lee Kantor &amp; Stone Payton on Dayton Business Radio  / Business RadioX® about my role at Exhibit Concepts, Inc. - my outlook on COVID-19, the launch of our new Virtual Exhibit Platform (VEP), #experience design, and many other topics! Global Exhibitor https://t.co/bFAujV2W5W",Ohio
"Tuesday’s COVID Kicks: @CmmnPs Mids customized by guilletragant. These 1/1 originals give me joy and I need that right now. What are you doing to bring some light into your world? @ Des Moines, Washington https://t.co/VLekuUHvPa",Washington
"Kevin Longino

@CEOatNKF

Well done 

@PennMedicine

. Performing Organ Transplants Safely Amid the COVID19 Outbreak… https://t.co/a67dyboI67",Indiana
"2020 has not been easy. Between navigating the COVID-19 pandemic and the growing injustices in our own backyard, we understand more than ever the transformative and powerful role art can play in the healing process.… https://t.co/Ce8Awt5jwA",Minnesota
"2020 has not been easy. Between navigating the COVID-19 pandemic and the growing injustices in our own backyard, we understand more than ever the transformative and powerful role art can play in the healing process.… https://t.co/nTrr4fsDl2",Minnesota
Uday works as an x-ray technologist. #healthcareheros #healthcareworkers #healthcareprofessionals #frontlineworkers #covid19 #coronavirus #covid  #radiology #xray #MRI #CTscan #catscan #imaging #asmp #asmpne #bppa… https://t.co/EXRrg2x5i8,Massachusetts
Filadelfia ⭐⭐⭐⭐⭐⭐bcnlegendz it's the next level. #bcnlegends #urbangraffitisbcn #artdengroundmoviment #blegends #ACABose #coronavirus #covid_19 #cuarentena #desescalada #fase1 en United States https://t.co/zgqfzR2SB7,Kansas
"With all the craziness going on in the world right now, here’s something to brighten up your day!!🙌🏼 Even though #coronavirus took away our traditional Prom🥂, my family was so supportive and courteous enough to put… https://t.co/SQC04w7yZy",Oklahoma
"Will Warm Weather Slow Spread of Novel Coronavirus?

https://t.co/d4agwhLVKk @ Hammond, Indiana https://t.co/tepW8iUIZm",Indiana
"Data includes 56 new positive coronavirus (COVID-19) cases, bringing the District’s overall positive case total to 8,857 with two additional COVID-19 related deaths. [PR] Coronavirus Data for May 31, 2020  https://t.co/cgcPcjfn9G",New York
"@TrlRacingOverTX Brazos Bend Virtual 10K done! Wish we could have been able to do the actual race but Covid had a different plan for us. Didn’t see any Gators but did see about 10 deer, a… https://t.co/5CfMg18WEl",Texas
"Good morning everyone this is the rules for the new location 

If you sick please stay home and if you have Covid 19 please notify to the instructor 
Mask and gloves are optional 
Bring your own water and and towel… https://t.co/drWfBRJW0j",Texas
"⭐ ⭐ ⭐ ⭐ ⭐ ⭐ bcnlegendz it's the next level, lo pasaron por BCNLEGENDZ en telegram. #bcnlegends #urbangraffitisbcn #artdengroundmoviment #blegends #ACABose #coronavirus #covid_19 #cuarentena #desescalada #fase1 en… https://t.co/DDwyn5J2pk",Kansas
Did you receive your covid-19 insurance discounts? Find out if you qualify and relieve stress in knowing you have the proper coverage for the right price. Send a message to see if you qualify… https://t.co/1Q26t0YkVo,New York
"Swipe for the FULL Visual Story! ✊🏾✊🏽✊🏼⬇️READ⬇️✊🏻✊✊🏿
.
The Last few Nights our neighborhood in #dtla became a Warzone, being caught in the middle of a COVID-19 lock down, riots, protests, LAPD, SWAT and the National… https://t.co/bP84VG7giE",California
Corona CA Tue Jun 2nd AM Forecast: TODAY Partly Cloudy Hi 93 TONIGHT Partly Cloudy Lo 64,California
"Stand For Something Or Fall For Anything... ✊🏾

#ImmaThot SONG &amp; VIDEO OUT NOW ON ALL DIGITAL PLATFORMS‼️ 😈😈 #YoungBlizz 🌪 #DarkCloud ☁️
#YouTube #Hungry 
#GetMoney #GrindMode
#Family #Quarantine #Covid19
#DontStop… https://t.co/YtnWZ4zHDM",New York
"How convenient that BLACK OUT day #blackoutday would be the same day as #PrimaryDay for 9 BATTLEGROUND STATES 🤔. Looking like #911truth all over again, which was a primary day. Already killed us with COVID-19 so… https://t.co/2PkLW0ecUQ",Iowa
"We are working to make social distancing easier for you. We are fully operational during the COVID-19 pandemic. We are happy to accommodate no charge consultations by phone, Skype, or Zoom for those who wish to… https://t.co/HRmVdFRF9G",West Virginia
#Pollution #BritishColumbia #Compostable These face masks protecting against COVID-19 are biodegradable and locally-sourced https://t.co/49xCi2HJ2q https://t.co/wERtlS2Rlg,Florida
Our teachers are back at it - Professional Empowerment COVID style! #fbamazing #getyourteachon 👩🏼‍💻👨🏻‍💻👩🏾‍💻👩🏽‍💻👩🏻‍💻👨🏼‍💻 @ First Baptist Academy of Dallas https://t.co/lSngt5MJCG,Texas
"Stop FUCKCISMO #blacklivesmatter #blackouttuesday 
.
.
.
.
.
.

#graff #instagraff #art #instagraffiti  #style #drawing #artwork #coronavirus #graffiti en White House, Washington DC https://t.co/TmBJXTb4zO",District of Columbia
Fuck this #projectroomkey bullshit these people running this shit are fucking idiots.  #cannabis #420 #710 #wshh #worldstarhiphop #worldstar #covid19 #quarantine #protest #freedomofspeech #homeless #homelessness… https://t.co/kgfhU5aRMx,California
"We closed our doors due to COVID-19 Mid-March as this great nation is now sick, tired, divided and dealing with social injustice.  

I challenge all small and large businesses to bring back that sense of community… https://t.co/BKwaTtzxqW",Maryland
"#blackouttuesday #illuminati #massdepopulation #georgefloyd #nypdsmd #coronavirus #newworldorder #yacquub @ New York, New York https://t.co/xvNJdMByi6",New York
#blackoutday2020 Fuck Your #Curfew #BlackLivesMatter We Beat the #Covid19 We Can Beat Anything #✊🏿 #Fuck12 @ Central Harlem https://t.co/r4h9LcPtVc,New York
"Progress on the #covid19 front. We can actually sit in the cafeteria again at wellstarhealth North Fulton Hospital 
not too many takers yet though  
how times have changed 
#returntonormal 
#socialdistancing… https://t.co/s0XvfhDugW",Georgia
"#Truth #DamnThereGoes #ThatRabbitHoleAgain cloneseverywhere 
dominickizzo using @elysecane #pandemic #covid19 #riots #protest #justiceforgeorgefloyd #chicago #jbpritzker #wakeup @ Los Angeles, California https://t.co/Lk3nQvOTLH",California
We stand in solidarity with communities of color. It’s time we come together as humans and support one another no matter what. “We are all in this together” doesn’t end with Covid. It should extend into all aspects… https://t.co/mQPX8vhfOs,Wisconsin
"The civil unrest has complicated my pursuit of a real ID that I need in order to cash my $8 billion check 
The two factors however are superpositioned George Floyd retaliation and COVID-19 friction hopefully both of… https://t.co/C65ZJY8ojK",California
@nwfisch And to do it right after COVID.  A lot of these businesses aren’t coming back now probably.,Tennessee
"#covid19 #reopening #nailsofinstagram #nailsalon @ Piscataway, New Jersey https://t.co/1ZlBDNfpOK",New Jersey
"Reposted from @the_lnrl #Blacklivesmatter #blackouttuesday #2020 #june022020 #june2nd #covid #covid19
🏍🏍🏍🏍🏍🏍🏍🏍🏍🏍🏍🏍🏍🏍🏍🏍🏍🏍🏍🏍
#laughnowridelater #lnrl #Godblesstheriders #ByLNRL #rideouttt #dmv #motorcycle… https://t.co/FD5xaT9AsA",Maryland
Drinking a Corona Familiar by @GrupoModelo_MX @ Charlies Backyard Resort — https://t.co/aC02YgdRYT,Wisconsin
"The #Alabama Department of Public Health (@ALPublicHealth) has now reported 9,355 presumed recoveries from the novel coronavirus. #Coronavirus https://t.co/pDQeNDOUf4",Alabama
"☀️  Have you heard!? ☀️  Park playgrounds have reopened!

Please remember to practice social distancing, and wash your hands frequently! 

Please visit our COVID-19 page to see up to date information about the Phase 2 reopening! https://t.co/Val5vSeXbS https://t.co/Bv8EzFKqxp",Tennessee
REMINDER: Jefferson Parish has announced additional COVID-19 mobile testing locations throughout the Parish. Free walk-up testing is available to anyone who wants to determine his or her COVID-19 status. Members of… https://t.co/v5bSTJ63zr,Louisiana
"ᴳ🚲ᵁᵀ ᴮᵁᴿᴺˢ ᶠᴬᵀˢ, ᴺᴼᵀ ᴼᴵᴸ
#shayanshahab
•
#miami#blacklivesmatter#covid19 @ Lighthouse Point, Florida https://t.co/gc0UjrevMu",Florida
"Just posted a photo @ Corona, California https://t.co/FSMsnoEZqP",California
"Just posted a photo @ Corona, California https://t.co/7uSlnKliLG",California
"We have been navigating the COVID-19 pandemic as best as we can, and now we need your input on summer plans for WAWA. What are your plans for your family and youth this summer? How can WAWA help you get there?

Join… https://t.co/xtNsUJKScl",Georgia
"Don’t forget @ Corona, California https://t.co/AUMCmXsYmo",California
"I'm at Covid 19 ICU in Randallstown, MD https://t.co/I69XfOAj6d",Maryland
New Zealand set to ease coronavirus restrictions after 11 days with no new reported cases https://t.co/JgKWD6hwxw https://t.co/z0cSAuUxgj,Oregon
"Florida peeps, our local and primary elections are coming up. Please remember to vote! We need to change our policies and judicial system if we want to see TRUE justice.  Also keep in mind that #covid19 is still very… https://t.co/LL28bFYCcF",Florida
"https://t.co/90R9TekV26 @ New Orleans, Louisiana https://t.co/RLBdY0JpKD",Louisiana
"The Louisiana Department of Health (LDH) has reported a total of 59 new COVID-19 cases for today and 2 new deaths in Jefferson Parish. Updated Parish totals: 7,711cases; 453 deaths. More info at… https://t.co/aYjwyS6Zfj",Louisiana
