tweet,location
"Meanwhile people out here celebrating getting $1200 of their own tax dollars... 🙄🙄🙄🤡🤡🤡🇺🇸🇺🇸🇺🇸

#president #leadership #trump #donaldtrump #congress #America #merica #usa #maga #covid19 #coronavirus #corona #covid… https://t.co/KCQ7IEY6KK",Florida
"The 3rd Corona Closing!! Things have changed and people still need homes! I’ve done 2 virtual listing appointments and 3 virtual buyer consultations, if you want a touch-less transaction, I’ve got you covered. :)… https://t.co/5YAJJ70wRA",Texas
👼🏽 #corona #mortalkombat #mask #videogames #venice #coolin 👾🕹🎎☯️ #pixal #arcade @ Venice Beach https://t.co/ppVRdJWb60,California
"It’s Donut Friday! @shauntfitness started Donut Friday and today, after a week of hard work, I wish I could treat myself to a delicious donut from @dunkindonuts! When all this Corona craziness is over, Dunkin will… https://t.co/0u4V5Q5Hvr",South Carolina
"Follow @DaddyDaughterTi for #DailyFunnies
👆🏾ClickFollow &amp;/or a “😂”👆🏾 
.
#um #why #whynot #privatebusiness #familybusiness #justcall 
.
Upcoming Shows:
-They are normally posted here but #TheRona #aka #Corona… https://t.co/MJsZSZjkW1",Ohio
"cant wait to see her new look... #jeep #wrangler #jeepwrangler #rubicon #ecodiesel #jlur @ Corona, California https://t.co/h4H7thYkQd",California
"🇺🇸 US

10 day forecast of 59,949 dead. This wave may last ~143 days and see 10,338,556 cases and 144,740 deaths. Cases double every 5.6 days.

📈: https://t.co/7II8TOvToR

🕓 17/04 #CovidUS

3/4",Kansas
"Link in the Bio for Full Eps.: 
https://t.co/mLfFMXT0my 
SUBSCRIBE, LIKE, SHARE, COMMENT 
#podcast
#zmbsqd 
#zombieapocalypse
@glennericnelson
@glennericnelson
#comics 
#quarantine 
#nvrdun
#isolation 
#corona… https://t.co/n4SjA6Jk5Y",Maryland
"So thankful that I was able to go on this trip to Mexico with my family before Corona Struck hard.

I missed seeing them at Christmas so it was like we had a do over on this little trip!

My @sharkcampbell… https://t.co/zBXgYW1fB9",Arizona
"Who needs some 10oz #covid19 silver bars?????? $250/bar - call 407-645-GOLD (4653) ASAP before they’re all gone!
#silver #silverbar #silverbars #investment #money #cash #corona #orlandojewelrybuyers #estatebuyer… https://t.co/HCQN0mAyEx",Florida
What would Abe do?  #thistooshallpass #thisisboise #idaho #idahome #america #abe #lincoln #ada #adacounty #corona #stayhome #staysafe @ Rose Garden At Julia Davis Park https://t.co/RVRlbMSjyU,Idaho
"“The Corona” my latest artwork...  it ‘s a long ass story- this art piece started Dec.2019- ha! A few friends know the inside scoop on how this started 

I am still coming to my studio to work.  #artist #writer ☮️🌻 

Stay vigilant 
Stay healthy 💕 https://t.co/3kdxV3P2mr",Texas
"Confinement Tapes - Empty NYC. Garment District, midtown NYC.  
#confinement #covid19 #corona #virus #pandemic #empty #staysafe #stayhome #staystrong #staycreative #stayinformed #shelterinplace #nyc #garmentdistrict… https://t.co/UAJ0OPm4kV",New York
Teamed up w iammajorbodyfitness to free the world of this madness...we ALMOST got it #fbf #superpowers #wondergirls #wonder #wonderwoman #superfriends #corona #coronachronicles #FitFam #soulsisters #soulsistahs… https://t.co/VgwtVRIVV6,Minnesota
Zephyr is all of us at the end of another week during all of this. #overit #exhausted #covid #corona #shelterinplace #quarantine #friday #couchpotato #zephyrthecocker #cockerspaniel #cockerspanielsofinstagram #dog… https://t.co/SvtHv1oHZ3,Illinois
Photographer Great Greg Reynolds on my mind wishing him the best breaking through this Corona mess.. Photo with him at an ICP opening a while back. Him in the blazer myself with the red glasses Much Love Dear Divo… https://t.co/zxpzFI9YqF,New York
"Three units of our C150+ ULV Fogger by Vector Fog arrive just in time today for our Disinfectant Application Services. SteamMaster is READY. WILLING. ABLE. Call 970.827.5555 Today! 
#COVID19 #coronavirus #corona… https://t.co/xf214f7zot",Colorado
"Since I can’t go nowhere ima jus look back at some old bday memories ! 36 never looked so good but never felt so boring fuck corona in my @BOOSIEOFFICIAL voice an happy quarantine bday to myself @ Atlanta, Georgia https://t.co/4S70JmzEd0",Georgia
Family walk in the woods.  #corona #exercise @ Washington D.C. https://t.co/FIbdXUbr6N,District of Columbia
"Hello, from your friendly neighborhood brewtender. Thanks to our regular Amy, now I can be safe in style. #spiderman #marvel sweetunionbrewing #covid #corona #facemask @ Sweet Union Brewing https://t.co/VuRi8XW6fk",North Carolina
#comedy #comedian #quarantine #corona #coronavirus #coronamemes #standup #humor #laugh #joke #joking #jokinghazard #quarentinelife #lockdown @ Overdraft Pictures LLC https://t.co/KcfYI6pafa,Alabama
"New Podcast up today! 
The podcast is about being positive and taking action during this corona virus lockdown. You’ll also get to know me a little more as well. Enjoy and leave a comment or share.😁👍 Click the link… https://t.co/f5Z25Ux60R",California
"Well because of the corona virus I am stuck. The rental place said because going out of state have to pay for 3 weeks in cause he gets stuck here. I am so let down. @ Northglenn, Colorado https://t.co/Sb208oP1gr",Colorado
"We are happy to provide our delicious food for Health Care Workers during this crisis. The best part is seeing them enjoying our authentic #Cuban food! 

#Chicago #Cuba #Food #Nurses #Doctors #Corona #CoronaVirus… https://t.co/lhreGrHXTp",Illinois
"▪️m2e: Miami 
•
•
A Florida dream team of forensics engineers use cutting-edge methods and their boldness to save the 🌎 from corona virus • •
•
•
Michelle Garcia, our youngest structural engineer, heads a group of… https://t.co/OG18nENqgx",Florida
"In my opinion, Spring is the best season there is! 🌞😄💐🌸 What is your favorite season ? 🌱 @EmpireStreetSty https://t.co/vUmegbopH9 #springtime meetshannonlee 💄#makeupartist @ Flushing Meadows–Corona Park https://t.co/7rTq0XNUSE",New York
"Parts of senior life @dls_athletics 
#quarantine #senior #2020 #corona #coronatime #photography #onlineschool #corona #life #chill @ Uptown - Carrollton, New Orleans, Louisiana https://t.co/OysGwPeWfO",Louisiana
How I am starting to feel about the current outbreak. #covid #covi̇d19 #corona #coronavirus #coronavid19 #zoo #zoology #zookeeper #chaffezoo #chaffezoofresno #monkey #monkeys #sandiegozoo #sandiegozoosafaripark… https://t.co/gerCdTUlbE,California
"#maskon #corona #entrepreneur #baltimore #maryland #screenprinting @ Baltimore, Maryland https://t.co/u7vjcjVQvK",Maryland
"Just another grave shift picture. 
-
-
Isaiah 25:7-9
#photography #graveshift #corona #covi̇d19 @ La Mirada, California https://t.co/u45PPCdk1M",California
Corona Style - Legacy Masks 😷 Coming Soon 👊 FREE for our Legacy Family #Covid19 #FightClub #Born2Win #LegacyBJJ #OneTeamOneGoal @ Legacy Los Angeles https://t.co/IsEidP68F9,California
"We have CBD sanitizer! Get yours today...

#sanitizer #corona #safe #cbd #cbdoil #Cincinnati #oakleysquare #curbsidepickup #clean #quarantine #healthylifestyle #columbusbotanicaldepot #cincinnatibotanicaldepot @… https://t.co/aGWI1CuToh",Ohio
"Corona Quarantine Selfie time! So, if I could use that quarantine score point system that I had shared the other day, I’m a solid 9 today!!! Woo Hoo! TGIF!! 🍹💗👊🏼🐯🦠 #fuckthatbitchcarolebaskin @ Smoore Casa https://t.co/hEsyXhVb3f",Wisconsin
"Balenciaga Arena Black
Size EU 42 Mens 9 (fits big) $149.99

Tap Image To Purchase Online

10% Off Online Orders 
Discount Code CORONA

We Accept Trades On All Inventory

Website Link In Bio

Store Location 
2110… https://t.co/8yi664bOfR",New York
"Nike Dunk High Tiffany 
Size 9.5 $174.99

Tap Image To Purchase Online

10% Off Online Orders 
Discount Code CORONA

We Accept Trades On All Inventory

Website Link In Bio

Store Location 
2110 Richmond Road, 
Staten… https://t.co/BgMi5Wj1o8",New York
"Sean “Puff Daddy or P Ditty” Combs, Nathan, Beth &amp; Ruthie of The Real World at a big MTV party #tbt #flashbackfriday
.
.
.
#party #mtv #realworld #thechallenge #hollywood #la #corona… https://t.co/sqfITwioee",California
"@NorthsideCafe  is giving away a free @corona extra beer Saturday 18th with each tenderloin order from 11am-3pm as part of my birthday celebration (while supplies last)
 Rules: 
1. you must be 21 to pick it up
2. You… https://t.co/0yiIIef4os",Iowa
"Out hear posting pics with marilyn  monroe @ Corona, California https://t.co/IcVSzcFdIS",California
No Corona around here...just infected with kids!!🤢...😂 lol #neighborhood #community #kingflossy @ Bankhead ATL GA https://t.co/WzIRqfEt2X,Georgia
Who would of thought my first semester of grad school would turn into Corona Online University🦠💻📚  #quarantinelife #whatdayisitagain #procrastinationcentral #gradschooladventures… https://t.co/Lcs3YcFRp1,Michigan
"Supreme Tee
New Size M $99.99

Tap Image To Purchase Online

10% Off Online Orders 
Discount Code CORONA

We Accept Trades On All Inventory

Website Link In Bio

Store Location 
2110 Richmond Road, 
Staten Island,… https://t.co/hwbxDJ3wb4",New York
"Supreme Tee
Size M $79.99

Tap Image To Purchase Online

10% Off Online Orders 
Discount Code CORONA

We Accept Trades On All Inventory

Website Link In Bio

Store Location 
2110 Richmond Road, 
Staten Island, New… https://t.co/M1GO1eSG7A",New York
"47 today and still kick’in!

Stay in the light the darkness of fear can’t get to you!
 
Much peace, protection and corona free living to all! @ Los Angeles, California https://t.co/4D6usL9Zky",California
"This week’s newsletter features recommendations for uplifting books, a healthy recipe, at-home workout tips, mindfulness practices, and a feature on Verizon’s #payitforwardlive 
See link in bio
.
.
.
#covid #corona… https://t.co/0Z7h7gV4V6",New York
Lost track of time?! Clock hands moving backwards?You’re in good company - hang in there.  #covıd19 #corona #churchstreeteast #downtownmobile #mobilealabama #downtownmobileal #ukulele #ukulelecover #ukulelecovers… https://t.co/7lqVrFySQm,Alabama
"Life in the time of Corona... @ Newcastle, Washington https://t.co/B9yREr3mgH",Washington
"Corona-bucks being put to work. (@ Southern Table in Pleasantville, NY) https://t.co/Bxsx17LauC",New York
"Got some goodies in the mail today to look fly after this Corona bullshit is done and we back in business. 🙃🙃

Shoutout to gmniapparel for the hookup on the hoodie, @converse for the shoes, and amazon for the T. Now… https://t.co/ELDWtdhtgX",Wisconsin
Been a productive day trimming out OH door and putting on vinyl siding. I enjoy hitting my fingers so much I've hit the same one 4 times. I dont even cuss anymore. I just slobber and throw shit. Time to     shut the operati... (Corona Premier) https://t.co/cZpuUmyjBA,North Carolina
"Jackpot $250 Antman Swift “Spend Some Bands” #spendsomebandschallenge #swiftmob #jackpot #corona #actnow @ Atlanta, Georgia https://t.co/zw9Qucgmdf",Georgia
"For anyone having trouble, go to shop &gt; face masks
https://t.co/hhs0bmCOai
.
.
.
#facemask #corona #coronavirus #alpha #omega #kappa #aka #delta #que #nupe #blacklove #blackmen #blackwomen #nphc #black #hbcu… https://t.co/OzFdJ9lPSy",California
"Self Quarantine Day 33:
🙄🙄🙄😫😫😫😂😂😂

#lol #jokes #quarantine #selfquarantine #socialdistancing #staysafe #covid19 #coronavirus #corona #covid #nofilter

#miamibeach #southbeach #sobe #oceandrive #brickell #wynwood… https://t.co/fkYI3INaKV",Florida
"#nuffsaid #n95 #n95facemask #quarantine #quarantinelife #duckbill #duckbilledplatipus #toobig #dontbescerred #livingthedream #corona #covi̇d19 @ Los Angeles, California https://t.co/zJJiqhUAJz",California
Good job Economist for taking death rate minus usual death rate to figure out Corona death rate.  I knew you guys were smart.  😉 @ West Virginia https://t.co/kKVCQ9OhZr,West Virginia
"Why, people?  Why?  Navigating the streets with an doggie is like walking through a field,  with land mines.   Be mindful. 
•
•
•
#Covid19 #coronavirus #covidー19 #corona #coronvirus #covıd19 #stayhome #covid2020… https://t.co/e0O11fZkfR",New York
"Thanks @empathywines and @garyvee @ Corona, California https://t.co/uLPn4EOFKk",California
"Keep distance but don't disconnect.
.
.
.
#EmpireStateBuilding #esb #Esbfan #dumbobrooklyn #manhattanbridge #coronavirus #corona #virus #isolation #COVID19 #emptystreets #emptynyc #nycshutdown #quarantine… https://t.co/niDLZtljQB",New York
"😆😆😆😆repost of rickdarge #GatesVaccine #WhatCouldGoWrong #Corona #covid #Microsoft @ Marlborough, Massachusetts https://t.co/rk9U1IT3N8",Massachusetts
"dreaming of a time.....

.
.
.
.
.
.
.
#covid #corona #chicago #spring #oldtownchicago #skyline #architecture #architecturephotography #sunny #sunnyday #iphonography #iphoto #instapic #instaphoto #picoftheday… https://t.co/MZXKluU72o",Illinois
DON’T GET IT TWISTED: CORONA AIN’T OVA🦠🦠😷😷🤬🚨💉🌡💊🩺🤒🤧 🧼 @ Chelly's Nursing Review &amp; Tutoring https://t.co/yyVaSbUsks,Ohio
"Plain and simple, it was just time for some new chairs. Now it's time for a glass of wine and comfy sunsets. @ Corona, California https://t.co/6z7XwiE0wN",California
"WORK SELFIE...well stuck in my house selfie!!! Fux I need some sun .... When is the real outside opening back up #RonaLife #Coronavirus #Corona #CoronaTime @ Houston, Texas https://t.co/d7ppnH3KpS",Texas
After a long day of surfing. A Corna Mask for your Corona. #surfing #coronamask #coronamasks #coronabeer🍺 @ Papa‘iloa Beach https://t.co/a79vGDWJex,Hawaii
"Shoot day completed. Great time to be filming in the desert #shortfilm #corona #videoproductions @ Newberry Springs, California https://t.co/QP4Mu0WNzv",California
Corona CA Fri Apr 17th PM Forecast: TONIGHT Chance Of Showers Lo 48 SATURDAY Chance Of Showers Hi 63,California
"Earning the heck out of my Corona scare stripes these days. But since there’s no medal or badge for that, I’ll just wear this @ironmantri visor as representative swag for the virtual races I’m running week to week.… https://t.co/hFFjG5XPqz",Texas
"Here it is folks! ( since could not photograph myself doing it, got a neighbor! ) 

'What N.Y.C. Sounds Like Every Night at 7 PM.'' ( Frying Pan and Spoon Ladle, Old School Style ) Harlem, NYC. Corona Virus Series ''… https://t.co/Xwy8GN1ANo",New York
I think nygovcuomo is right! #coronabarbershopplus #wherehairmeetsstyle #thelineupinc #thelineupnyc #covid19 #coronavirus #quarantine #pause #nyc #nycbarber #lockdown @ Corona Barbershop Plus https://t.co/quGqVyQFFz,New York
"I ain’t afraid of no corona… beer that is!  Happy Friday everyone! @ Garland, Texas https://t.co/pRxZXGapXg",Texas
"@Los_Tacos 👈🏽 What’s your favorite brew? Leave a comment below and tag your drinking buddy!
-
#LiveLifeSpicy #EatLosTacos #LosTacos #Brew #Beer #MexicanBeer #MexicanBrew #BeerandTacos #Beer30 #Corona #Modelo… https://t.co/ZNgIK1wySE",California
"Feeling some type of way? Me too. #corona #covid #instagram #plussize #ceo #feelingsometypeofway #quarantine #fun #filter #snapchatfilter #lipstick #stl #towergrove #followme #yourperfectmatch @ Tower Grove South,… https://t.co/SPbcCzGi2b",Missouri
CHECKOUT OUR LAIDBACK FASHION-FORWARD STYLE THIS SPRING 🌱 @EmpireStreetSty https://t.co/vUmegbG15J #springtime @ Flushing Meadows - Corona Park https://t.co/YQtpIW5qq8,New York
"I love crafts but don’t share them very often, here is this : #diy #diyprojects #stickynotes #dispenser 🗳 #tiktok @ Corona, California https://t.co/rsxSiB4XVa",California
"Stepped out with The #Quaranteam today! 💁🏾‍♀️👸🏾🦠
.
.
.
#LifeIsATour #Quarantine #Family #BlackGirlMagic #WeGoMakeIt #Poconos #Corona @ Newton, New Jersey https://t.co/jk65nGl0Xf",New Jersey
"It figures, gas is at its cheapest in five years and I don't need any, cause I don't have ANYWHERE TO GO!!!! @ Corona, California https://t.co/ZXa2rxpGke",California
"The quietness that is Midtown/Grand Central now a days.
#covi̇d19 #corona #midtown #grandcentralstation #nyc @ Grand Central Terminal https://t.co/PdX14k1U9M",New York
“Keep On Keep On Keep On...!” #thankshealthheroes #iparkmusic #oobang #blackicepark #corona #coronavid19 #coronavirus @ IPARK MUSIC CO. https://t.co/LxSjPNTBe3,California
"Corona Quarantine....with Corona Beer.... ""Oh, You have No Limes DJ Nikki""....hahaha...""No Problem...Rose's got me covered"" !!! @ The Vicious Cherry Casa https://t.co/znSHvVwksZ",Pennsylvania
"Ok this is my all time favorite flan. Coconut Flan. I call this one the corona edition.
#flan
#delicioso
#postres
#sweettooth
#antojo
#yumyum
#sfvfoodie
#losangelescatering 
#losangelesfoodscene
#stayathome… https://t.co/3sRKghZO9B",California
"Housekeeper, on quarantine. Gardener, on quarantine. Security who drives around checking violations, not. Someone’s gonna pull them weeds!! 😩🥺🙄😊 #quarantine #socialdistancing #corona… https://t.co/v6mDRtZFRD",Nevada
"#Kickingoff my #corona #birthday with some favs of course. #simplicity matter 
.
.
#LongIslandIceTea #SurfandTurf and #tlc ... no #complaints here #contentasf #cheers #drinkresponsibly 
.
.
.#dinner #birthdaygirl… https://t.co/jmeamoPqt4",Nevada
"No Corona,Go Corona song from Yogi Ramesh. @ Ken Seeley Communities https://t.co/hmladEKWTC",California
"All right...I give. Official permanent mounting of the Nerf hoop to the now Dining/Game/Office room. Corona won’t stop us. 2v2 tournament bout to start. We can paint when this is over. 👍 🏀

#familytime #isolation… https://t.co/p8vNvHDJ27",Colorado
"Don't worry we will also grab all necessary gear as it may be contaminated.  

Fishing isolation coming soon as weather improves.  

DM me for scheduling.

#corona #coronacation #selfisolation   #socialdistancing… https://t.co/elgeToYnvY",Texas
@komonews  what do you think? https://t.co/FYzdAVhI3Y,Washington
"Masks ready for tomorrow. Corona got nothing on us! 
#coronavid19 #2020corona #musthavemasks #footballmasks #masks #itsajoke #dallascoronamask #dallastx #quarantineandchill #quarantine #quarantinestories @ Dallas,… https://t.co/W42HWVN8Vo",Texas
Bean and cheese pupusas. And i can’t decide what to drink ... so Corona &amp; Chai tea latte it is. ##tgifquarantine2020 @ Pupuseria Marleny's - Salinas https://t.co/qMXdSH1iA9,California
"Everything is not fine. 
•
•
• 
•
•
•
•

#quarantinecutie #stayhome #sendhelp #whatdayisit #covid #corona #marythecat #cat #director #black #art #mentalhealthawarenesss #blackgirlsrock #blackgirlmagic #mentalhealth… https://t.co/u0gdOVBtXX",California
"CORONA VIRUS DIARIES-THE NEW ABNORMAL: the number of cases in the #dmv (#dc, #md, #va) has doubled by  20k new cases in one week. The death toll is reaching 800 ppl and the it seems like numbers aren’t letting down.… https://t.co/nNdLtyzWcB",District of Columbia
"Let’s check out these babies next!! #wine #wino #roscato #smooth #dark #theweekend #corona #selfquarantine #coronatine #friday #april #lockdown #houston #texas #whatsfordinner @ Houston, Texas https://t.co/dKr9adCF5V",Texas
"It figures, gas is at its cheapest in five years and I don't need any, cause I don't have ANYWHERE TO GO!!!! @ Corona, California https://t.co/oHyJ8g9Xy9",California
"The hills are alive with the rise of corona...
#soundofmusic #soundofcorona #lockdown #isolation #curfew #julieandrews #shelterinplace #stayhome @ New York, New York https://t.co/Oz3nOMGzCX",New York
"Deep Fried Yellowtail Snapper &amp; Conch with Hush Puppies is tonight’s fare!  This Corona Lockdown has be sharpening my Cooking Skills, that’s for Sure! #OneCoolChef #TheCoronaEffect #OneLuckyFellow #BonApetít @… https://t.co/hu97GOqrNU",Florida
"Real niggas gone capitalize 
Off anything
#corona free
#quarantine 😷😷
#slimthee #workout 🎶 @ Texarkana, Texas https://t.co/iU8fSp25VR",Texas
"🥡🍪🍩🥮🍔CORONA 19 GETTING YOU DOWN? No worries, we’ll be able to liposculpt you as soon as it is safe to do so. So go on ahead and have that cookie, we all know you deserve it!! #quarantinediet @ Dallas, Texas https://t.co/XsAuqyE69s",Texas
"What Corona Virus? I call it ""CAR OWNAH VIA US"" Call me now and be a car ownah...904-413-5370 #carownahviaus @ George Garriques - Ernie Palmer Toyota https://t.co/kFkPfREMWn",
