,tweet,sentiment,tweet,location
13,"FYI Texas - I am open and ready for business!

With the rise of covid-19 cases here in Houston I am taking all necessary precautions to keep the salon safe for you. 

I am asking that all clients reschedule if… https://t.co/HxJ2fTM5jt",0.13636363636363635,"FYI Texas - I am open and ready for business!

With the rise of covid-19 cases here in Houston I am taking all necessary precautions to keep the salon safe for you. 

I am asking that all clients reschedule if… https://t.co/HxJ2fTM5jt",Texas
14,First Social Distancing outdoor concert of the Summer 😷“Masqkarade”. 😷moes_colorado @MassCypher djhighgrade  #YouKnowWhatTheySay #6FeetAwayIsBetterThan6FeetUnder 💚🌏🔥💙🙏🏼🎼🤙🏾 #LocalHip:HopLivesOn @ Moe's https://t.co/wFSroft7fV,0.1875,First Social Distancing outdoor concert of the Summer 😷“Masqkarade”. 😷moes_colorado @MassCypher djhighgrade  #YouKnowWhatTheySay #6FeetAwayIsBetterThan6FeetUnder 💚🌏🔥💙🙏🏼🎼🤙🏾 #LocalHip:HopLivesOn @ Moe's https://t.co/wFSroft7fV,Colorado
15,I am so exhausted but I had such a fun time at @seaworld today with @rabunscott1. It was definitely interesting to be back in a theme park and still be abiding by social distancing guidelines. I haven’t been to… https://t.co/nDzovv3Tc9,-0.25,I am so exhausted but I had such a fun time at @seaworld today with @rabunscott1. It was definitely interesting to be back in a theme park and still be abiding by social distancing guidelines. I haven’t been to… https://t.co/nDzovv3Tc9,Florida
16,"""AMERICA 2020!
12x16x2
oils
www.https://t.co/HXX7e0pmyT

#pandemic #covid #mask #pandemiclegacy #protest #lovewins #black #pandemicnation #pandemicstrong #art #pandemiclegacyseason2 #freedom #face… https://t.co/bL1hNcOxYy",-0.225,"""AMERICA 2020!
12x16x2
oils
www.https://t.co/HXX7e0pmyT

#pandemic #covid #mask #pandemiclegacy #protest #lovewins #black #pandemicnation #pandemicstrong #art #pandemiclegacyseason2 #freedom #face… https://t.co/bL1hNcOxYy",Oregon
17,"I forgot to include photos of Liem,  @mdub71 and me driving home after picking up dinner from https://t.co/nM3G1uWnr3. #socialdistancing #covid_19 @ Lincoln, Nebraska https://t.co/rDAEs4nF9Z",-0.16666666666666666,"I forgot to include photos of Liem,  @mdub71 and me driving home after picking up dinner from https://t.co/nM3G1uWnr3. #socialdistancing #covid_19 @ Lincoln, Nebraska https://t.co/rDAEs4nF9Z",Nebraska
18,"COVID-19 update @ Queens, New York https://t.co/wzJC1tVDOi",0.125,"COVID-19 update @ Queens, New York https://t.co/wzJC1tVDOi",New York
19,"Golden Sombrero!!! 🎯 FINALLY got 3 bullseyes!! 🎯 #GoldenSombrero #Darts #DontMindMyCrazyHair #QuarantineLife @ Corona, California https://t.co/W3T6m4gQ0w",0.7,"Golden Sombrero!!! 🎯 FINALLY got 3 bullseyes!! 🎯 #GoldenSombrero #Darts #DontMindMyCrazyHair #QuarantineLife @ Corona, California https://t.co/W3T6m4gQ0w",California
20,"https://t.co/q1bIRBjDj8 Citing the unrelenting spread of the coronavirus, a federal judge has ordered that all children currently held in ICE custody for more than 20 days must be https://t.co/JU1RiLHWxz #atx #austin #all512",0.0,"https://t.co/q1bIRBjDj8 Citing the unrelenting spread of the coronavirus, a federal judge has ordered that all children currently held in ICE custody for more than 20 days must be https://t.co/JU1RiLHWxz #atx #austin #all512",Texas
21,"My office for the day! My work is transitioning. I don’t expect any in-person events for the rest of the year due to COVID19. Is this scary? Yes, but 5 years ago I sat in this same gazebo. I was unemployed with a… https://t.co/S4EdhEvpra",0.25,"My office for the day! My work is transitioning. I don’t expect any in-person events for the rest of the year due to COVID19. Is this scary? Yes, but 5 years ago I sat in this same gazebo. I was unemployed with a… https://t.co/S4EdhEvpra",New Mexico
22,"2020 has been an incredibly stressful but transformative year thus far.  With my anxiety &amp; the Pandemic, I have been taking CBD to ease that stress and transform my health. I take @VenaWellness Bites-THC Free daily… https://t.co/ayj4q58rjJ",0.2333333333333333,"2020 has been an incredibly stressful but transformative year thus far.  With my anxiety &amp; the Pandemic, I have been taking CBD to ease that stress and transform my health. I take @VenaWellness Bites-THC Free daily… https://t.co/ayj4q58rjJ",California
23,Some of my work before lockdown!! #myskintattoo #piranhatattoosupplies #mrcrazychucotown #elpasotattoo #estilochuco #blackandgrey #inklife #tattoolife #tattoomagazine #inkedmagazine #eztattoo #solidtattooink #ElPaso… https://t.co/3b499TEXgN,0.3121212121212121,Some of my work before lockdown!! #myskintattoo #piranhatattoosupplies #mrcrazychucotown #elpasotattoo #estilochuco #blackandgrey #inklife #tattoolife #tattoomagazine #inkedmagazine #eztattoo #solidtattooink #ElPaso… https://t.co/3b499TEXgN,Texas
24,Ava’s 3rd hit of the day and she Barrels the first pitch in deep centerfield!! No Fence Covid-19 fields but its good for cardio. Running with the mask 😷. #pitcher #225 #pitcherswhorake #60 #powerhitter #1stbasemen… https://t.co/0Gp0kHhSJP,0.33,Ava’s 3rd hit of the day and she Barrels the first pitch in deep centerfield!! No Fence Covid-19 fields but its good for cardio. Running with the mask 😷. #pitcher #225 #pitcherswhorake #60 #powerhitter #1stbasemen… https://t.co/0Gp0kHhSJP,California
25,Clinical Guideline for Physiotherapy treatment in patients with COVID 19 in acute hospital settings https://t.co/2B6LEQY8Ee,0.13522727272727272,Clinical Guideline for Physiotherapy treatment in patients with COVID 19 in acute hospital settings https://t.co/2B6LEQY8Ee,Oregon
26,"“NO MASK, NO SERVICE” #wearamask #thenewnormal 
I realized that some people need a serious brain surgery. COVID-19 is not about “BELIEVING”, IT’S ACTUALLY HAPPENING ALL OVER THE WORLD.
I have 2 best friends who has… https://t.co/oNqBwIVp2H",0.4,"“NO MASK, NO SERVICE” #wearamask #thenewnormal 
I realized that some people need a serious brain surgery. COVID-19 is not about “BELIEVING”, IT’S ACTUALLY HAPPENING ALL OVER THE WORLD.
I have 2 best friends who has… https://t.co/oNqBwIVp2H",California
27,"PLEASE WEAR A MASK IN MY ESTABLISHMENT TO STOP THE SPREAD OF COVID-19 ....

We are at the North Side door As You Come in We Are to the left . 
               
 Booth 106 &amp; 107

Bargain Bazaar 
4400 N 23rd… https://t.co/XwGtGJpup7",0.22222222222222224,"PLEASE WEAR A MASK IN MY ESTABLISHMENT TO STOP THE SPREAD OF COVID-19 ....

We are at the North Side door As You Come in We Are to the left . 
               
 Booth 106 &amp; 107

Bargain Bazaar 
4400 N 23rd… https://t.co/XwGtGJpup7",Texas
28,Only place in the world you can get this right now. Get it while you still can @Purplehazewine before COVID-19 rears it’s ugly head again.  Cheers 🥂 #goldenstarvineyards #winery #avwinetrail #antelopevalleywine… https://t.co/2nLUCvjMwr,0.09666666666666664,Only place in the world you can get this right now. Get it while you still can @Purplehazewine before COVID-19 rears it’s ugly head again.  Cheers 🥂 #goldenstarvineyards #winery #avwinetrail #antelopevalleywine… https://t.co/2nLUCvjMwr,California
29,Little windy atop corona heights @ Corona Heights https://t.co/GelRqDdZXL,0.0,Little windy atop corona heights @ Corona Heights https://t.co/GelRqDdZXL,California
30,"We're up and in #Quarantine for #MidnightRollCall #covid19problems steveaoki #COVID19 #Texas #texasshutdown suzi8020 #reallife2020 #steveaokifoundation #quarantinelife @ Westgreen, Katy, Texas https://t.co/OLKpJMhrAu",-0.13809523809523808,"We're up and in #Quarantine for #MidnightRollCall #covid19problems steveaoki #COVID19 #Texas #texasshutdown suzi8020 #reallife2020 #steveaokifoundation #quarantinelife @ Westgreen, Katy, Texas https://t.co/OLKpJMhrAu",Texas
31,#COVID19 All Apps Free For #Students #Teachers and #HealthcareWorkers until Jan 1st #DownDogYoga #Yoga #bradleymiddleschool #TAMU #alamocommunitycolleges #TAMUSA #NEISD #SanAntonio #personaltrainer #Fitness #BootCamp… https://t.co/tvx34u5JSz,0.0,#COVID19 All Apps Free For #Students #Teachers and #HealthcareWorkers until Jan 1st #DownDogYoga #Yoga #bradleymiddleschool #TAMU #alamocommunitycolleges #TAMUSA #NEISD #SanAntonio #personaltrainer #Fitness #BootCamp… https://t.co/tvx34u5JSz,Texas
32,Proclamation Suspending Entry of Immigrants and Nonimmigrants Who Present Risk to the U.S. Labor Market During the Economic Recovery Following the COVID-19 Outbreak  https://t.co/JbEiT1YnKl,0.4,Proclamation Suspending Entry of Immigrants and Nonimmigrants Who Present Risk to the U.S. Labor Market During the Economic Recovery Following the COVID-19 Outbreak  https://t.co/JbEiT1YnKl,Washington
33,"Friday was rough. All bars closed today due to spike in covid cases @ Austin, Texas https://t.co/2DKI2FUa0Z",0.3262939453125,"Friday was rough. All bars closed today due to spike in covid cases @ Austin, Texas https://t.co/2DKI2FUa0Z",Texas
34,"Spain implements guaranteed minimum income!

https://t.co/4bSvAkHSVJ",-0.10833333333333334,"Spain implements guaranteed minimum income!

https://t.co/4bSvAkHSVJ",District of Columbia
35,"100 cases added to today’s #SantaAna COVID-19 cases count by OC HCA. 

Santa Ana has a 3.2% CFR as of June 26 (81 deceased out of 2,515 total cases). https://t.co/yq3ce7ODKy",0.0,"100 cases added to today’s #SantaAna COVID-19 cases count by OC HCA. 

Santa Ana has a 3.2% CFR as of June 26 (81 deceased out of 2,515 total cases). https://t.co/yq3ce7ODKy",California
36,"Before this month, chef Lance Kosaka had never stepped foot inside @53_bythesea 

When his former home, Top Of Waikiki, shuttered due to COVID-19 General Manager of 53 Tony Castillo swooped in to snatch him up.… https://t.co/6EbPnnrDU3",0.7392857142857142,"Before this month, chef Lance Kosaka had never stepped foot inside @53_bythesea 

When his former home, Top Of Waikiki, shuttered due to COVID-19 General Manager of 53 Tony Castillo swooped in to snatch him up.… https://t.co/6EbPnnrDU3",Hawaii
37,“Cholla Cactus and the Rail Fence”  part of my pandemic garden series- this piece is a combination brooch/pendant can be worn as a pin or a necklace. Message me for details  #oneofakindjewelry #broochhandmade… https://t.co/lWiD6OGaEj,0.0,“Cholla Cactus and the Rail Fence”  part of my pandemic garden series- this piece is a combination brooch/pendant can be worn as a pin or a necklace. Message me for details  #oneofakindjewelry #broochhandmade… https://t.co/lWiD6OGaEj,Arizona
38,"Wear a shield, a mask, a face covering. Newsflash: the virus doesn’t care about you. This could be your option. No joke. #pandemic #mask #faceshield #facecovering  #stopbeinganasshole #staysafe @ New York, New York https://t.co/TRSl7A2uZb",0.25,"Wear a shield, a mask, a face covering. Newsflash: the virus doesn’t care about you. This could be your option. No joke. #pandemic #mask #faceshield #facecovering  #stopbeinganasshole #staysafe @ New York, New York https://t.co/TRSl7A2uZb",New York
39,"These are the images in your neighborhood, in my neighborhood. These are the images in my world, in this urban existence, in this pandemic box. Until they are not. The box does not define my boundaries, the world… https://t.co/uWNDgg1tbs",0.125,"These are the images in your neighborhood, in my neighborhood. These are the images in my world, in this urban existence, in this pandemic box. Until they are not. The box does not define my boundaries, the world… https://t.co/uWNDgg1tbs",Washington
40,"Saturday Morning Motivation: Prayer 🙏🏾 + work = success‼️Follow Me at https://t.co/EGBzuCCmOO 
#MillionDollarMovement 😎🤔🤓★★★ Serious Inquiries Only‼️I'm a stay at home dad and I've been working from home… https://t.co/jRdfEYG8rO",0.0,"Saturday Morning Motivation: Prayer 🙏🏾 + work = success‼️Follow Me at https://t.co/EGBzuCCmOO 
#MillionDollarMovement 😎🤔🤓★★★ Serious Inquiries Only‼️I'm a stay at home dad and I've been working from home… https://t.co/jRdfEYG8rO",New York
41,"Low key you see why THEY so dismissive of #covid19 they see it’s been more deadly to minorities than them so they like cool “ fuc a mask we don’t care about them anyway.”  Sad, evil MFs they love stats don’t doubt… https://t.co/e4TKBjaUoP",0.0,"Low key you see why THEY so dismissive of #covid19 they see it’s been more deadly to minorities than them so they like cool “ fuc a mask we don’t care about them anyway.”  Sad, evil MFs they love stats don’t doubt… https://t.co/e4TKBjaUoP",California
42,"#SantaAna COVID-19 by zip code, June 26: https://t.co/1KtMVTAYIn",0.0,"#SantaAna COVID-19 by zip code, June 26: https://t.co/1KtMVTAYIn",California
43,"#Breaking - #Texas and #Florida have clamped down on #bars in #America’s biggest retreat yet as the nation’s daily number of confirmed #coronavirus cases hit an all-time high of 40,000.

Read more: https://t.co/h4LAyrBWyY https://t.co/9MuMNmT98r",-0.25,"#Breaking - #Texas and #Florida have clamped down on #bars in #America’s biggest retreat yet as the nation’s daily number of confirmed #coronavirus cases hit an all-time high of 40,000.

Read more: https://t.co/h4LAyrBWyY https://t.co/9MuMNmT98r",California
44,"Always nice to take a trip to the beach and rlax before the long drive back home. The fresh air the sandy beach can't best it. Also only 20mins from work 😇💕. Also here's another casual of me enjoy fam.🤗✌

#beach… https://t.co/VW2rHREtcX",-0.09166666666666663,"Always nice to take a trip to the beach and rlax before the long drive back home. The fresh air the sandy beach can't best it. Also only 20mins from work 😇💕. Also here's another casual of me enjoy fam.🤗✌

#beach… https://t.co/VW2rHREtcX",California
45,Covid-19 And Beyond  https://t.co/AlHQzGZExX,0.5,Covid-19 And Beyond  https://t.co/AlHQzGZExX,Washington
46,"@hvtalentcasting is casting for real father and son actors (As part of COVID-19 precautions).
Looking for boy actor 13 y/o with actor father. This is for a non-union TV show telling the  story of a demonic possession… https://t.co/0CGyVGGBZ1",0.6,"@hvtalentcasting is casting for real father and son actors (As part of COVID-19 precautions).
Looking for boy actor 13 y/o with actor father. This is for a non-union TV show telling the  story of a demonic possession… https://t.co/0CGyVGGBZ1",California
47,Social non-distancing. #blackvulture #birdsofinstagram #birdphotography #vulturesofinstagram #kentucky #sharethelex #jacobsonpark @ Jacobson Park https://t.co/DKJYTDnC0d,0.2,Social non-distancing. #blackvulture #birdsofinstagram #birdphotography #vulturesofinstagram #kentucky #sharethelex #jacobsonpark @ Jacobson Park https://t.co/DKJYTDnC0d,Kentucky
48,"https://t.co/q1bIRBjDj8 Citing the unrelenting spread of the coronavirus, a federal judge has ordered that all children currently held in ICE custody for more than 20 days must be https://t.co/8UjTGd2vQ3 #atx #austin #all512",0.03333333333333333,"https://t.co/q1bIRBjDj8 Citing the unrelenting spread of the coronavirus, a federal judge has ordered that all children currently held in ICE custody for more than 20 days must be https://t.co/8UjTGd2vQ3 #atx #austin #all512",Texas
49,"https://t.co/q1bIRBjDj8 Our Now What? discussion series, exploring what we need to know about COVID-19 moving forward, continues Wednesday, July 1, with Dr. Rama Thyagarajan , an https://t.co/nuXrEJdPoO #atx #austin #all512",0.10000000000000002,"https://t.co/q1bIRBjDj8 Our Now What? discussion series, exploring what we need to know about COVID-19 moving forward, continues Wednesday, July 1, with Dr. Rama Thyagarajan , an https://t.co/nuXrEJdPoO #atx #austin #all512",Texas
50,"@hvtalentcasting is casting for real father and son actors (As part of COVID-19 precautions).
Looking for boy actor 13 y/o with actor father. This is for a non-union TV show telling the  story of a demonic possession… https://t.co/EOVm6DLry5",-0.11500000000000002,"@hvtalentcasting is casting for real father and son actors (As part of COVID-19 precautions).
Looking for boy actor 13 y/o with actor father. This is for a non-union TV show telling the  story of a demonic possession… https://t.co/EOVm6DLry5",California
51,"#BLM
#tofreedom 
#blacklivesmatter
#loveoverhate 

Wear a mask prevent #covid_19
#multi layered double stitch mask:
#malcolmx 
#Harriettubman
#Frederickdouglass
#standforsomething
#closedmouthdontgetfed

New… https://t.co/Zy84FhLdec",0.8,"#BLM
#tofreedom 
#blacklivesmatter
#loveoverhate 

Wear a mask prevent #covid_19
#multi layered double stitch mask:
#malcolmx 
#Harriettubman
#Frederickdouglass
#standforsomething
#closedmouthdontgetfed

New… https://t.co/Zy84FhLdec",New York
52,"https://t.co/q1bIRBjDj8 As COVID-19 cases in Texas continue to surge, young people appear to be the driving force. Texas reported nearly 6,000 new cases of COVID-19 on Thursday, a https://t.co/eUy0WHMs6z #atx #austin #all512",0.2,"https://t.co/q1bIRBjDj8 As COVID-19 cases in Texas continue to surge, young people appear to be the driving force. Texas reported nearly 6,000 new cases of COVID-19 on Thursday, a https://t.co/eUy0WHMs6z #atx #austin #all512",Texas
53,"https://t.co/q1bIRBjDj8 Citing the unrelenting spread of the coronavirus, a federal judge has ordered that all children currently held in ICE custody for more than 20 days must be https://t.co/03SNXw2BNi #atx #austin #all512",0.5,"https://t.co/q1bIRBjDj8 Citing the unrelenting spread of the coronavirus, a federal judge has ordered that all children currently held in ICE custody for more than 20 days must be https://t.co/03SNXw2BNi #atx #austin #all512",Texas
54,"lisamaymay once again makes me feel like a complete #disneyprincess. Even Ariel wears a mask, friends. #staysafe #socialdistancing #thelittlemermaid #LexiBaeCosplay #cosplay #streamer @ Long Beach, California https://t.co/4P4h15RsLU",0.4458333333333333,"lisamaymay once again makes me feel like a complete #disneyprincess. Even Ariel wears a mask, friends. #staysafe #socialdistancing #thelittlemermaid #LexiBaeCosplay #cosplay #streamer @ Long Beach, California https://t.co/4P4h15RsLU",California
55,"The question was.... 
what do you think God is saying during this pandemic? 
Walter Clay Simmons answer was .... For more on this subject and more check out The Intro Dallas Live @… https://t.co/g0gqQzJrsF",0.0,"The question was.... 
what do you think God is saying during this pandemic? 
Walter Clay Simmons answer was .... For more on this subject and more check out The Intro Dallas Live @… https://t.co/g0gqQzJrsF",Texas
56,Back in Feb 2020 “BC” (Before COVID) I stopped at Upright Brewing in PDX &amp; bought a crowler of Four Play...oak barrel aged sour beer topped w/a small amount of Oregon cherry puree along with lactobacillus and… https://t.co/fH42GlapxA,-0.3068181818181818,Back in Feb 2020 “BC” (Before COVID) I stopped at Upright Brewing in PDX &amp; bought a crowler of Four Play...oak barrel aged sour beer topped w/a small amount of Oregon cherry puree along with lactobacillus and… https://t.co/fH42GlapxA,Washington
57,"Flashback Friday to New York City 6 years ago today...can’t wait till all this craziness is over so I can get back there
.
.
.
.
.
.
#newyork #newyorkcity #nyc #timessquare #fbf #coronavirus #grateful #america… https://t.co/3oXDedWZ6X",0.03333333333333333,"Flashback Friday to New York City 6 years ago today...can’t wait till all this craziness is over so I can get back there
.
.
.
.
.
.
#newyork #newyorkcity #nyc #timessquare #fbf #coronavirus #grateful #america… https://t.co/3oXDedWZ6X",New York
58,Nurse on the Frontlines of COVID-19 Shares Her Experience https://t.co/YQJVQs1Lj4 https://t.co/1uGxlcUNCh,0.3101055194805195,Nurse on the Frontlines of COVID-19 Shares Her Experience https://t.co/YQJVQs1Lj4 https://t.co/1uGxlcUNCh,California
59,"Yes..Trump's Doesn't Care About People. 
He Treats them As Cattle to the Slaughtering
#COVID19 
#coronavirususa @ United States of America https://t.co/9SjmJtBvZt",0.0,"Yes..Trump's Doesn't Care About People. 
He Treats them As Cattle to the Slaughtering
#COVID19 
#coronavirususa @ United States of America https://t.co/9SjmJtBvZt",New York
60,"https://t.co/q1bIRBjDj8 Citing the unrelenting spread of the coronavirus, a federal judge has ordered that all children currently held in ICE custody for more than 20 days must be https://t.co/Mvw71sGiDz #atx #austin #all512",0.1875,"https://t.co/q1bIRBjDj8 Citing the unrelenting spread of the coronavirus, a federal judge has ordered that all children currently held in ICE custody for more than 20 days must be https://t.co/Mvw71sGiDz #atx #austin #all512",Texas
61,"https://t.co/GEMGEz2hp0 in Falmouth, MA 
just sold in 2 days for $415,000. Remodeled Cape with central air generated 17 Covid-19-safe showings 
&amp; 3 offers over list price.

We need listings. 
If you know someone on Cape… https://t.co/YbqwZaJxjY",0.25,"https://t.co/GEMGEz2hp0 in Falmouth, MA 
just sold in 2 days for $415,000. Remodeled Cape with central air generated 17 Covid-19-safe showings 
&amp; 3 offers over list price.

We need listings. 
If you know someone on Cape… https://t.co/YbqwZaJxjY",Massachusetts
62,"Social distancing can be a great opportunity to create wonderful memories during moments that might otherwise be daunting. How do we keep our kid(s) from surrendering to the constant cries of, “I'm… https://t.co/AKVigKz6sH",-0.3,"Social distancing can be a great opportunity to create wonderful memories during moments that might otherwise be daunting. How do we keep our kid(s) from surrendering to the constant cries of, “I'm… https://t.co/AKVigKz6sH",Michigan
63,"Wildlife has been moving back into our neighborhoods while we've been in #Quarantine &amp; #Lockdown, so here's a fun fact I hope you don't end up needing: Rabid animals don't always foam at the mouth—here's what to look out for instead…

https://t.co/93rGsl45jb #COVID19",0.16,"Wildlife has been moving back into our neighborhoods while we've been in #Quarantine &amp; #Lockdown, so here's a fun fact I hope you don't end up needing: Rabid animals don't always foam at the mouth—here's what to look out for instead…

https://t.co/93rGsl45jb #COVID19",District of Columbia
64,J.S. ONDARA : LOCKDOWN ON DATE NIGHT TUESDAY https://t.co/PmHGunsh1K https://t.co/a1DhDB9k0t,-0.025000000000000026,J.S. ONDARA : LOCKDOWN ON DATE NIGHT TUESDAY https://t.co/PmHGunsh1K https://t.co/a1DhDB9k0t,California
65,#covid #coronavirus #lies @ Downtown Anchorage https://t.co/AW4o7Qrag1,0.20729166666666665,#covid #coronavirus #lies @ Downtown Anchorage https://t.co/AW4o7Qrag1,Alaska
66,"The weekend is here! 🌊
#goodmorning #fortlauderdale #morning #coffee #southflorida #florida #june #spring #beach #sun #quarantine #wakeup #love #amazing #beautiful #stayhome #pool #covid19 #photooftheday #coronavirus #saturday #weekend #friends #photography #visitlauderdale https://t.co/oY7RZMZ1Iy",0.28409090909090906,"The weekend is here! 🌊
#goodmorning #fortlauderdale #morning #coffee #southflorida #florida #june #spring #beach #sun #quarantine #wakeup #love #amazing #beautiful #stayhome #pool #covid19 #photooftheday #coronavirus #saturday #weekend #friends #photography #visitlauderdale https://t.co/oY7RZMZ1Iy",Florida
67,In these challenging times your lodging needs to be safety aware and allow social distancing at all times.  It’s not business as usual at CHI as our common areas and interior dining are closed. Our wonderful Chef… https://t.co/T0oz5EWRvK,-0.041666666666666664,In these challenging times your lodging needs to be safety aware and allow social distancing at all times.  It’s not business as usual at CHI as our common areas and interior dining are closed. Our wonderful Chef… https://t.co/T0oz5EWRvK,Massachusetts
68,"2020 day 178  - creamsicle skies
.
.
.
.
.
#friday #goldenhour #marinelayer #palmtrees #silhouette #clouds #cloudscape #socialdistancing #venice #venicebeach #losangeles #california #dank #dankmedia #dankvenice… https://t.co/gj3HlD0rYU",0.14166666666666666,"2020 day 178  - creamsicle skies
.
.
.
.
.
#friday #goldenhour #marinelayer #palmtrees #silhouette #clouds #cloudscape #socialdistancing #venice #venicebeach #losangeles #california #dank #dankmedia #dankvenice… https://t.co/gj3HlD0rYU",California
69,"Have a need to travel and get out #lockdown @ Hollywood, California https://t.co/r5E7ANYN48",-0.09523809523809526,"Have a need to travel and get out #lockdown @ Hollywood, California https://t.co/r5E7ANYN48",California
