tweet,location
"join us...JULY 9TH
#fooddrive
#rbchurch
#blacklivesmatter #covid19 #westpalmbeach #visitpalmbeach #rivierabeach #singerisland #alignmentoflove 
😇😇🥳🙏🍎🥕🌭🍕
@alignmentoflove @alignmentoflove @ Palm Beach Isles, West… https://t.co/knP2uXwjeE",Florida
"Data Shows Companies That Raised Funds in 2020 Also Approved for US PPP Loans: (Reuters) - Several Silicon Valley firms backed by venture capitalists were unsure over whether to apply for a U.S. pandemic aid program, but data ... https://t.co/yuoT6212sR",California
"SInce The PANDEMIC has Put a Great Many Americans in a Financial Bind its Evident that Education about Making Your Money / Assets Work for You is Paramount. 

A percentage of US have had to Adjust Our Hustles as it… https://t.co/K2Kh1yM4g9",Nevada
Hands looking evil emperoresque after a pandemic workout out #training #personaltraining #workingout #gym #workingoutfivedaysaweek #hourandahalfworkout #trainer #cut #175lbs #model #actor #mask #handsanitizer #gloves… https://t.co/cLzO6kDm6L,California
"Big bear is so much fun to just get away. #quarantine #hike #california #greatoutdoors #socialdistancing @ Big Bear Lake, California https://t.co/AO3E5Ezb4q",California
Week 10  https://t.co/nQXKQn3F0d,New York
"UP N SMOKE RED B PHANTOM TYPE BEAT #Phantoms_Pro_Empire  #redbphantom
 #Music #spotify #applemusic  #beatstars #soundcloud  #producer #rap  #trap #hiphop #typebeats #ppe #music #youtube #ProducerLife #TrapBeats… https://t.co/1JNa6z2JjY",Alabama
"BIG SMOKERS POP SMOKE TYPE BEAT #Phantoms_Pro_Empire  #redbphantom
 #Music #spotify #applemusic  #beatstars #soundcloud  #producer #rap  #trap #hiphop #typebeats #ppe #music #youtube #ProducerLife #TrapBeats… https://t.co/VJqtFGet7g",Alabama
"Clapping the corona off my tres leches cake! #ronabirthday #31 #thanksroomies @ Glendale, California https://t.co/4qF03kPvQu",California
Brazil's President test positive for Covid-19,California
"This artwork #MadeWithCanva by yours truly is taken from today's blog post in which you can read it here:
https://t.co/zQktBYAAx5 #Delaware #pandemic #cancellations #COVID19… https://t.co/9dMAtntNHf",Delaware
Day Drinking &amp;amp; Stoned Veterinary Clients in the COVID-19 Era  https://t.co/0eKiGnfyFg,North Carolina
#pushyourself #covid19 #2020 #studio #workout #tiktok #challenge @ Houston Texsas U.S.A https://t.co/np6bYr8ED8,Texas
"🇺🇸 ... A Conversation on Male Identity .... July 17th 
Artist SAGE GALLON 

2020 has forced American's and The World to re-identify identity amidst a pandemic and environmental shifts from social, economical and… https://t.co/XJaNQQfX0d",California
"If sucking your thumb makes you less scared of the dark, suck your thumb. If wearing a mask makes you less scared of COVID-19, wear a mask. I’m not scared of the dark, so I dont suck my thumb and I’m not scared of… https://t.co/Qd0Aq6oWq4",Kansas
"Vitamin D may be a good defense against the coronavirus, according to several new reports.

While there's still no evidence that vitamin D can cure or prevent the coronavirus, three major health organizations in… https://t.co/807GPoHDPR",New Jersey
"Do to COVID-19 concerns, Peachtree City did not host their usual Independence Day fireworks and parade this year. So, we had a very simple Fourth of July at home, but we still had fun. #fourthofjuly #independenceday… https://t.co/ezQBhZtDEJ",Georgia
"At the Y, we believe quality family time is essential for building strong relationships and promoting healthy habits! When you head outside for family fun follow these 5 tips: Bring hand sanitizer, don’t  touch… https://t.co/UAPmOs1r8H",Georgia
"Dr. Anthony Fauci warns US is 'knee-deep' in first wave of coronavirus cases and prognosis is 'really not good'.

https://t.co/6y3sJ8BBfL",District of Columbia
"Disney World Draws Excitement and Incredulity as Reopening Nears: The mega-resort will welcome back visitors on Saturday even as coronavirus cases in Florida remain high. In doing so, Disney steps into a politicized debate. https://t.co/bkEsUz8H4m (vía NYtimes) https://t.co/w0lHNOVcOm",New York
"Churches Were Eager to Reopen. Now They Are a Major Source of Coronavirus Cases.: The virus has infiltrated Sunday services, church meetings and youth camps. More than 650 cases have been linked to reopened religious facilities. https://t.co/5vmQme00Xf (vía NYtimes) https://t.co/jdxI70WJTS",New York
"Puerto Rico, Still Reeling From Old Disasters, Is Slammed by Covid-19: The island has had to weather a hurricane, a political crisis and earthquakes, but those crises did not lead to the widespread unemployment caused by the response to the… https://t.co/m5K0tllW6x (vía NYtimes) https://t.co/FBchlClZiu",New York
Counting the Infected: How The Times got access to a federal database of 1.5 million coronavirus cases — and what it revealed. https://t.co/2cQGYIdLgK (vía NYtimes) https://t.co/MQ9uigrn4a,New York
Coronavirus Live Updates: Trump Pushes for Schools to Reopen: The president’s push for a return to classrooms comes as the number of cases tops 3 million in the U.S. Some governments are backtracking on tracing apps. https://t.co/rvZJTpTAkF (vía NYtimes) https://t.co/I1JQyQ2Azl,New York
"Lvl 20. 
#movingonup #covid19 #rockandroll #goyankees @ Waterside District https://t.co/VRM5D9lkZC",Virginia
Social Distancing at its best - Tanx Ben did getting us out of our zipcode @ Jackpot Joanies 2200 N Rainbow https://t.co/8GfKveqWQ0,Nevada
Camp is on. CDC compliant. Art and/or Karate. Through 8/28 by the week. Join us for fun. Clean and social distancing. #camp #socialdistancing #fungames #cdccompliant #artcamp #karatecamp #bestofgreenwich @ Action… https://t.co/efi3wJ7sRM,Connecticut
"new additions to my #facemask collection curated from friends, #grocerystores, and #momandpopshops! #facecovering #savealife #lifeinthetimeofcorona #covid19 #workyourmask #flattenthecurve #masksforeveryoccasion @… https://t.co/VtiI3UbG3A",California
"5:46 am 7-8-20 Pandemic Situation
🌍✊🏿😷👽🌌🤔🤓🌞🎧📺🏥 @ St. Bernard Parish, Louisiana https://t.co/zFXRRbzPDJ",Louisiana
"We are creating the future. #StaySafe #WearAMaskInPublic #BeGoodAtLife #Covid19 @ E. Mark Lewis, Financial Services Professional - New York Life Ins. Co. https://t.co/AKEk5a4O77",New York
"My world, hoping this is a very short lived series (a bit surprising how many #abandoned #masks I’ve seen). #mask #coronavirus #covid #covid19 #sequester #coronaviruspandemic at southeast corner of Madison &amp; 70th @… https://t.co/TH3b7vLY6G",New York
"To my Queen, Covid-19 didn’t stop us from seeing you on your birthday!!! Lawd knows it’s been a depressing 4 months without seeing yall. I pray that God continues to bless US with good health!! I pray that God… https://t.co/btcwY9PuaD",Pennsylvania
"Pit boxes in the time of Covid: masks and microphones at the Barcelona tests: Ducati, Yamaha and Kawasaki have three different methods of communication between mechanics and riders to comply with anti-contagion rules https://t.co/DkTM6mRdNj https://t.co/fkDxdJzpj3",New York
"When it’s 100* out remember loganvillagemall is air conditioned, is following all social distancing guidelines and has wonderful diverse products. My French Brocante is chock full of new furniture and lovely… https://t.co/m8fyu0nSU0",Indiana
"And if you can coach teenage boys you can also coach outer space aliens as far as I’m concerned.
•
•
•
Coaching youth sports camps at Penn State in the summertime a decade ago and kids bjj currently (when no pandemic… https://t.co/XZILKuqrIp",Pennsylvania
"Happy Wednesday! 🌞
#goodmorning #fortlauderdale #morning #coffee #southflorida #florida #july #summer #beach #sun #quarantine #wakeup #love #amazing #beautiful #stayhome #lauderdale #covid19 #photooftheday #coronavirus #wednesday #wcw #laudy  #photography #visitlauderdale https://t.co/lnTpjp80JJ",Florida
New On The Market 555 West End Ave Lists $22.5M Post-Pandemic Dream Home  https://t.co/a2Ipe2vVUQ,New York
"On days 10 and 11 of #quarantine I made Jamaican jerk chicken with Caribbean rice and Fish &amp; chips w/ our new Ninja #airfryer ! #quarantinemenu @ Sidneys Grove, Kannapolis https://t.co/g8Y33wJEZd",North Carolina
"Flushing toilets creates a cloud of #COVID19 #Coronavirus-containing aerosol droplets that is large, widespread &amp; lasts long enough that the droplets could be breathed in by others, raising the possibility that the #Pandemic is transmitted via shitstorm!

https://t.co/1WRDRqd3QC",District of Columbia
"4 MONTHS AGO...
🦠 🌎 🏰 
TO BE CONTINUED...
—————————————————
#pandemic #magickingdom #magickingdompark #emptypark #magickingdompark #alone #covid19 #covid_19 #covid #disney #disneyworld… https://t.co/q4pqwjlqcF",Florida
"It's in the Game.... #coronavirus #covid20 #TrapNerdEnt @ Norcross, Georgia https://t.co/JkNqxIXCjP",Georgia
All aboard!  How’s the weather changed your plans today? Come out to the Seashore Trolley Museum! We open at 10AM and the last ride on our heritage railroad departs the Visitors Center at 4:05PM. Review our COVID-19… https://t.co/oJEe9LyKNP,Maine
"Best Time to Sell? When Competition Is at an All-Time Low: In a recent survey of home sellers by Qualtrics, 87% of respondents said they were concerned their home won’t sell because of the pandemic and resulting economic recession. Of the respondents,… https://t.co/Z65TawIeWe https://t.co/PL5q0YsnJY",Washington
"I just watched the morning news and it was very depressing.....lying politicians (trump), #coronavirus, #shootings, #racialinjustice ...its too much for me today.

I need joy, happiness and fun. Have at it ladies!… https://t.co/6d6SYjoqOL",New York
"Guidance | Results | Transformation | Connection 
◾️Did you gain unexpected weight during the pandemic? ✅ We can help you get it off!
◾️Are you looking to fight off markers that make you more vulnerable to disease?… https://t.co/FFTZmJMRUr",Maryland
"As a 👩‍👧daughter of a nurse, I know first-hand how grueling the nursing profession can be on your body. 👩‍⚕️ 🏥 
.
.
During this 🦠 pandemic, many of our nursing friends and family members have been pushed to work hard… https://t.co/qVY7acOSTH",Florida
"Is this a dream or a nightmare? CCE Ladies have witnessed some of the worst circumstances to experiencing some of the most heartfelt incidences. We've learned to dance with this storm aka pandemic. At this time, we… https://t.co/AImsb5MZ8h",Illinois
Did you hear the news? #Bolsonaro #Brazil #Coronavirus  https://t.co/iGL3w4UYre,New York
"On 7/6 I was listed in the #1 spot in @Refinery29’s article  “What R29 Shopping Editors Actually Bought For Under $100 This Month” @ANoelleJay
Check it an read more about it on my “Coronavirus Mask” page on my… https://t.co/ZFmHwV9Jzh",New York
"'Is it safe to go to the dentist?': MSNBC asks experts your health and economy questions amid the COVID-19 pandemic.

Link: https://t.co/cz1Q65F7eb

#Dentist #Dentistry #Health #Hygiene https://t.co/B9fAa0wmVT",Illinois
"It's not worth it... COVID is not a hoax
.
#celebratefromhome #wearamask #Covid_19 #thinkssmartandstayalive #whomovedmycheese @ Margate City, New Jersey https://t.co/JvaN6qlViy",New Jersey
"Happy Wednesday!  I’m happy we are half way through the week. On COVID news; they announced yesterday that our school district will not be resuming school this Fall. I totally get it, but I also don’t get it. I feel… https://t.co/zeVojEApWS",California
The countdown is on! We are just hours away from the 2020 summer season and for many it will be the first organized lacrosse in months! Don’t forget to 😷 up and follow our COVID-19 guidelines.  #summerlacrosse… https://t.co/ai6tIO7j1U,Massachusetts
"Found: This 📸 taken 365 days ago &amp; realized I’ve actually been pretty good at social distancing for quite some time now. #illdrinktothat 🥂 @ Key West, Florida https://t.co/POswQozTRz",Florida
"It took a week but I got the results of my #Covid_19 test. 
.
.
#Covid_19Memes
#CoronaVirus#CoronaVirusMemes
#Memes @ Whiskey HQ https://t.co/AFi65z5Rob",New York
Corona NY Wed Jul 8th AM Forecast: TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31,New York
"Good morning ☀️ 
.
.
.
.
.
.
.
.
.
📸 @MichelleVanTine #maternityphotography #blacklove #3rdtrimester #marriedlife #marriagegoals #infertility #motherhood #fatherhood #blackexcellence #quarantinelife #quarantine… https://t.co/Y9zYjEMoPp",Florida
"Safety first we can beat  COVID-19 continue to wash your hands and wear your face mask while you are outside your home at all time. #OneCaribbean 
#Carnival #Caribbean #SinCityBacchanal  #lvcaribbeanfestival #soca… https://t.co/KugusHEooY",Nevada
"#dcag #business #news Jeans maker Levi Strauss &amp; Co. is set to cut 15% of its global corporate workforce, or about 700 jobs, as it suffers from pandemic-induced losses. The retailer said its sales dropped 62% in the… https://t.co/5trkE2lrUF",District of Columbia
😂🤣😂 ARE THE REPAIR MEN ALLOWED TO COME OUT DURING THIS PANDEMIC⁉️ @ Imunch https://t.co/K0sQ0cnlIO,Pennsylvania
Is it considered a Napoleon complex when you’re 6 ‘2”?  #editorial #fashion #bold #hat #mensstyle #mensfashion #fashioneditorial #blackdesigners #pocdesigners #covid #newnormal… https://t.co/T4bEIzL0ED,New York
"Is it considered a Napoleon complex when you’re 6 ‘2”?  #editorial #fashion #bold #hat #mensstyle #mensfashion #fashioneditorial #blackdesigners #pocdesigners #covid #newnormal #aaronkicksass #mensfolio @ New York,… https://t.co/8I2guWA2kO",New York
"Is it considered a Napoleon complex when you’re 6 ‘2”?  #editorial #fashion #bold #hat #mensstyle #mensfashion #fashioneditorial #blackdesigners #pocdesigners #covid #newnormal #aaronkicksass #mensfolio @ New York,… https://t.co/pF77Qa0rug",New York
During the pandemic and not! @ Kiss Country 93.7 https://t.co/jtdCvy5fvm,Louisiana
"""The greatest wealth is health!"" - Virgil 🙏Happy #WellnessWednesday from the Miami Beach lounge inside @MarcMegna!
.
(#WaybackWednesday photo taken pre-COVID19) @ Vita Squad https://t.co/f4G786zaNN",Florida
"The air was thick enough to chew for this morning’s #socialdistancing run, so I cut it short. But #Somerun is better than #NoRun! #Boston #Humidity #GetThoseMilesIn #StrongerTogetherApart #StaySafeandHealthy @ East… https://t.co/IctH5V6ee3",Massachusetts
"Eye exams in the covid-19 world are truly eye opening. Particularly when you are the only patient! 🧿😟👓
.
#covid_19 #eyeexam #walmart #wednesdayvibes #tampa #tampbay @ Walmart Oldsmar https://t.co/JhFfSnHu8P",Florida
Mario’s July schedule is up on the website &amp; we have taken the extra step to have our Pit Crew Members receive training on Covid-19.  As per State Mandate-ALL services have to be preformed by “Appointment Only!”… https://t.co/jTQG8vki90,Florida
"Early walk!!!
⠀
We are all in this together, we are at home, we went for a walk, social distance ....
⠀
We still in this.
⠀
Coronavirus Chronicles.
⠀
#streetphoto #streetphotographers #streetphotographercommunity… https://t.co/CxX49YfLwa",District of Columbia
"We reopened! And it’s all different. We made it COVID-19 prevention code 100% and giving you a good experience anyway. Hope you’ll like it. 
•
•
•#aftercovid19 #reopening  #margotcamille #margotcamilleoptique… https://t.co/aI7JpPieek",Pennsylvania
@work.. another Covid19 testing 😷 #quest (@ MLK Blvd &amp; US 301) https://t.co/YSi6wwmj6G,Florida
Big. Effing. Surprise. Well at least I can do my laundry and clean house now and tape my COVID 19 receipts. @nychra @nycmayorsoffice #rubennavarronyc #documentary #newyorkcity #insta #instagood #instagram #massmedia… https://t.co/xVpzpDP0wN,New York
"Double Trouble, only it's Neville (right) and Trouble (left). What are they up to this morning? Keeping me company until I turn my computer on to go to work.  I love working from home. 
#furkids #doubletrouble… https://t.co/Glkv8Ga4dA",Oregon
Finally we are teaching our children the important truth that sharing is bad https://t.co/jb1FeTrfT2,District of Columbia
"This cutie cute started school back this week! Thanks to #Covid19, the seminolecountyschools created #AcceleratedAcademy, a 4 week fast track to help kiddos jump right back in when the school year officially starts… https://t.co/0CNaKGuMp2",Florida
"It’s the perfect day to have the perfect day.  8.3 mile #run (social distancing, of course) looking over the shoulder—because #2020. 🤣. Make it a great Wednesday!  #pjotg #impact #trainer #runner #running #gym… https://t.co/28e3d9ziZn",Tennessee
"THANK YOU LORD I HAVE LACKED NOTHING DURING THIS PANDEMIC 

If YOU don't like what you SEE CHANGE IT 🤷🏾‍♀️It's NEVER too late to REWRITE the story! The only thing STOPPING you from GREATNESS is YOU!

BOSS UP SEASON… https://t.co/l7rXlJxvpH",Louisiana
"This past year has been a roller coaster for us, from unimaginable loss to buying our first beautiful home to spending every minute together throughout the pandemic to multiple cross… https://t.co/eipL7YXpPJ",Michigan
"Protect yourself on the go with the new hydrating hand sanitizer
.
.
.
.

Fights germs and bacteria: Formulated with 68% alcohol, exceeding the CDC’s minimum recommendation, to help fight bacteria and reduce the… https://t.co/lxHAeFeFIq",New York
birthday @starbucks date covid style #thebeanthatbinds @ Starbucks https://t.co/3pQbb5WjtF,Louisiana
"Sans Mask Selfie

Finally got my hair done post-covid. Color is perfect @carlyann94 !!! @ The Lash Lounge https://t.co/vWvm1hvGZZ",North Carolina
"https://t.co/q1bIRBjDj8 Texas reported more than 10,000 new coronavirus cases on Tuesday, smashing its previous record for single-day increases and becoming latest state to reach https://t.co/cL6CSGXf34 #atx #austin #all512",Texas
Many states are in #lockdown again as we see a surge in #COVID cases. If you feel like the walls are caving in and want something to take the edge off that isn’t habit forming or will have a negative health impact… https://t.co/bE49gLZ7jW,New York
"Do your part, and stay safe! ✌😷
#covi̇d_19 #washyourhands #wearamask #socialdistancing #wereallinthistogether #kiethrichards #coronavirusmemes @ New Orleans, Louisiana https://t.co/rsACFDJuo6",Louisiana
"A friendly reminder pandemicofinequality 
 
#BLM #covid19 #inequality #stopsystemicracism en Bedford-Stuyvesant https://t.co/8t8pnO4NS7",New York
"2020 has been a most challenging year. But it has still played a tremendous role in the adventure I’ve chosen as my life.
From burnout to cruising the Caribbean, to Corona, to quarantine, to figuring out, once again,… https://t.co/7im4hAXtrR",Tennessee
"“My favorite spot to get a cup of coffee is ________________”.

{This is where you daydream that we’re not in a national health pandemic. 😭}.

We’re missing meetups at our favorite spots like providerindy in Indy… https://t.co/2G4JHlbxjz",Indiana
"Sweet Sixteen!!! How did we get here so fast? Yesterday was so fun! Despite COVID-19 recking our original plans, we celebrated in RVA with some shopping, lots of laughter and great food! Love you Carys SO MUCH and… https://t.co/zk9sdK85gF",Virginia
"Just sayin’ 🤔😷🤔
.
.
.
#nyc #newyork #unitedstates #unitedstatesofamerica #usa #coronavirus #covid19 #mask #masks #facemask #socialdistancing #washyourhands #dotherightthing #beagoodneighbor #beagoodperson… https://t.co/0DW4XagcMo",New York
"COVID-19 Data | Cumulative #covıd19Cases byCounties in #maine — Table updated:July7,2020https://t.co/vTAdJOv9yf via mainecdc mainepublichealth… https://t.co/7baOCzIIMi",Maine
"The Sheraton Waikiki hotel looming in the background, Royal Hawaiian in the foreground - both closed. Entrances to the gardens mauka of the Royal are shuttered with plywood. The world of Covid19. @ Sheraton Waikiki https://t.co/isCfanqCl2",Hawaii
"@alanspade @anitagdavis06 @WLKYMark @lgwillner @kycommissioner I’m terrified for my husband, an 8th grade teacher, because sending the student home after they have a meltdown (that includes refusing to keep their mask on) likely because of trauma at home 
A. Sending them home sucks
B. It’s too late if that kid happened to have covid",Kentucky
Starting Sunday July 12 we will be open everyday from 9am to 9pm again! Our dining room is now open with reduced seating to accommodate social distancing. We are now offering delivery and curbside pick up from 11am… https://t.co/pBYESoWAHR,New Jersey
"When your face mask matches your tie. This new fashion accessory brought to you courtesy of COVID-19 (757) 554-0258. #covidaccessories #followthepfeiffer #stephenpfeifferduilawyer @ Stephen P. Pfeiffer, Esq. https://t.co/PNwOFBVarj",Virginia
We can’t help but think about how if we weren’t living through a pandemic we would be glued to our TVs watching the Olympics!   What’s your favorite Olympic sport? #CandeeCouture #fashionablysweettastefullycouture @… https://t.co/SYtPzvEGsw,Texas
"President Donald Trump on Tuesday launched an all-out effort to reopen schools this fall, arguing that some are keeping schools closed not because of the coronavirus pandemic, but for political reasons against the… https://t.co/JnfZhQMUWR",Georgia
"Order online @Hallmark.com you may pick up in store or free shipping available!!
.
Or reserve the entire shop for you and your loved ones with food and refreshments provided and an anti-Covid-19 kit for all… https://t.co/XbvVO5IxX4",New York
"N.J. will now require people wear masks outside to battle coronavirus, Murphy says.
.
.
.
.
.
 https://t.co/Qer1lajjW5 @ Casa Zappone Margate https://t.co/DQk1M7IT8t",New Jersey
ONE WEEK FREE! SPORTS ARE BACK IN LESS THAN 2 WEEKS! I will give you one full week FREE on us if you join today in preparation for the return of sports post-covid! Ask me how in the DM’s or text… https://t.co/bKWZd8u1A7,Nevada
"Expectations are ruining your happiness... but I have a solution.⁣
⁣
You know that feeling you get when you have something to tell your partner and you come home from work so excited you can hardly contain your smile… https://t.co/0B66fKU0mu",Indiana
U.S Is ‘Knee-Deep’ In First Wave Of COVID-19 Cases https://t.co/3MEJShIMBR via @latenightparent,New York
"It will now be mandatory to wear face masks outdoors in NJ if you cannot use social distancing 

#wobm #shawnandsue #socialdistancing #covid19 #coronavirus #newjersey #facemask @ 92.7 WOBM https://t.co/l7try4qdXB",New Jersey
"Getting tested #walkin #covid19 ... 

Please everyone get a test #savelifes #fightdifferent @ Atlanta, Georgia https://t.co/jx5kZidgLI",Georgia
"Thank you to all who came out and donated blood on June 26th!

It was great to see so many people helping others.

Due to COVID-19, it was by appointment only and the 40 appointments were filled by the beginning of… https://t.co/Q5aqJBSAl4",New Hampshire
"A testimonial picture and video from cresultsfitness in Fairfield, New Jersey ...

... the phrase that has surfaced during this COVID-19 pandemic when referencing the Dynavec Gluteator is ""Game Changer"", which is… https://t.co/losJXGZstl",New Jersey
"#deathvirus #coronavirus #covid19 @ Bradley, Illinois https://t.co/od0D1LSfTg",Illinois
"I’m not just spending my Covid Quarantine producing live virtual events for @TheMoth, Shoot ‘Em Up, Virtual Crown Productions, VitalSmarts &amp; @boobietrapla: fireleopardshow The Leopard Stream, I’m also baking #lasagna… https://t.co/kIDaADU8OR",California
"*Beep Beep* - SomEV's S1 e-scooter coming through! E-scooters are sustainable, safe (especially from a social distancing lens!), and most importantly - FUN!

Book a FREE 2-hour test ride now! 
⠀
👉🏽 100% electric… https://t.co/jxYLJ9tUyb",Massachusetts
"Same park NEW blue. 

I’ve been listening to all the organizing and minimizing advice out there from folks like laurapbarker &amp; as I’ve been asked to ONLY film in black I have not bought ANY new gear during COVID.… https://t.co/jTBsh5QIZu",New York
"Our grounds are now open from Tuesday-Saturday 9am-4pm! 

We are asking all visitors to continue to practice social distancing and to wear a mask while onsite. 

We are excited to see you! 

#meetinghouse #oldcity… https://t.co/eBZBdojd16",Pennsylvania
St. Augustus AME Zion Church to host free COVID-19 tests Saturday  https://t.co/ec1kAE2mI4,New York
"Throw back video before the Corona shutdown Hot towel shave my dude Louch, Stay safe . @NYCAllStarz Follow us on ig, Facebook and Twitter.  Also book an appointment on ig book button, Google, Yelp or Our website… https://t.co/5AEkv26WJl",Florida
"Pandemic 2.0 (Post Salons Re-Opening) @ Westlake Village, California https://t.co/rQ1AsruqGY",California
"Infection rate is up —-please follow the simple guidelines. We are all on this piece of dirt together so let’s hold onto  each other -lovers, mothers - keep your cover! 📸beth Kelly #masks4all #covid19 #loveforall… https://t.co/AJv8xQw9in",Tennessee
Churches Were Eager to Reopen. Now They Are a Major Source of Coronavirus Cases. https://t.co/27mvjxwQZq,Wisconsin
"What gigs in 2020 are looking like in Florida. Videos to come soon!

#zbjazz #jazzpiano #jazzpianist #musicprofessor #blackamericanmusic #covid19 #socialdistancing #makingmusic #summerconcertseries #virtualconcert… https://t.co/E5rWANpoHa",Florida
"Besure to catch me Friday night on Live365 to GET your dose of #MBSA MEDIUM BIH SERVICE ANNOUNCEMENT

#facts #truth #blm #MEDIUMBITCHSERVICEANNOUNCEMENT #blacklivesmatter #covid19 #coronavacation2020😉 @ Mobile, Alabama https://t.co/21vjKcVvTc",Alabama
"First job since Covid!
-
Grateful to return to a set - social distance - small crew
- masks on crew - wiping down everything - windows open!
-
-
A small return to “normal”
- @ Hope Ranch https://t.co/zO50flcMQM",California
"(Español abajo) Until this life brings us back together, my brothers!
⠀⠀⠀ ⠀
COVID-19 hit hard when we were together in Mexico a few months back. The hysteria was dizzying. Fear took ahold of everything and everyone.… https://t.co/Uoe1NP2bBc",Utah
#earnyourfall after you #e njoyyoursummer jake_d_downs. A little freezer filler before our annual Axis bonanza. #socialdistancing #withpigs #porkchops @valkyriereign centaurarchery #ak47 #merica @ Texas https://t.co/3WCeEzezjk,Texas
New York led the number of new COVID cases and deaths for many weeks. Now it is #17 in the number of new cases having registered 642 new cases yesterday. Far from perfect but bravo to all for your sacrifices to get… https://t.co/G5nVCvfwZd,New York
"Had my first massage in almost four months yesterday...until this pandemic hit I got them every two weeks...for years...my whole being is SO thankful to get back to them!
·
·
·
·
·
·
·
·
·
·
·
·
·
·
 #massagetherapy… https://t.co/VY0ZV3sRtV",Nevada
