,tweet,sentiment,tweet,location
39,Woke up at 5:40 to write for the first time since the pandemic. Looking over my new scenes to add to Finding Seguridad...I have 3 scenes that are typed and I need to integrate into the book and 6 more scenes to… https://t.co/zXxny4F5Qp,0.16,Woke up at 5:40 to write for the first time since the pandemic. Looking over my new scenes to add to Finding Seguridad...I have 3 scenes that are typed and I need to integrate into the book and 6 more scenes to… https://t.co/zXxny4F5Qp,Virginia
40,"Almost bought a Benz for my Birthday but since I'm not really going anywhere during this pandemic I opted for new sneakers @brooksrunning  😆😅 Thanks @ffannapolis
For picking a hip style to break me out of my normal… https://t.co/pp7ulqTeJ6",0.0,"Almost bought a Benz for my Birthday but since I'm not really going anywhere during this pandemic I opted for new sneakers @brooksrunning  😆😅 Thanks @ffannapolis
For picking a hip style to break me out of my normal… https://t.co/pp7ulqTeJ6",Maryland
41,I William McCullough 3rd ‘  Today is a Beautiful day in Newyork City (  USA ) inspite of everything being Closed due to the Coronavirus. ( King ) (  Ace of Spade and King of Spade ) ( I BeBelIa -  I Habibi ) @ 351… https://t.co/VwHDpVv6Ae,0.65625,I William McCullough 3rd ‘  Today is a Beautiful day in Newyork City (  USA ) inspite of everything being Closed due to the Coronavirus. ( King ) (  Ace of Spade and King of Spade ) ( I BeBelIa -  I Habibi ) @ 351… https://t.co/VwHDpVv6Ae,New York
42,I William McCullough 3rd ‘  Today is a Beautiful day in Newyork City (  USA ) inspite of everything being Closed due to the Coronavirus. ( King ) (  Ace of Spade and King of Spade ) ( I BeBelIa -  I Habibi ) @ 351… https://t.co/DpIIuIMV6n,0.0,I William McCullough 3rd ‘  Today is a Beautiful day in Newyork City (  USA ) inspite of everything being Closed due to the Coronavirus. ( King ) (  Ace of Spade and King of Spade ) ( I BeBelIa -  I Habibi ) @ 351… https://t.co/DpIIuIMV6n,New York
43,"Empty roads leading into an an empty Kingdom... One day there will be magic here again. Disease is not forever. There will be laughter here again. COVID-19 will end. Resilience is built with faith, hope, trust and a… https://t.co/Ed67ynUTVt",-0.1,"Empty roads leading into an an empty Kingdom... One day there will be magic here again. Disease is not forever. There will be laughter here again. COVID-19 will end. Resilience is built with faith, hope, trust and a… https://t.co/Ed67ynUTVt",Florida
44,"#norcal #california #covid19 #situationalship @ Mount Shasta, California https://t.co/qFEp2q8xhQ",-0.05,"#norcal #california #covid19 #situationalship @ Mount Shasta, California https://t.co/qFEp2q8xhQ",California
45,"1 in 3 women worldwide have experienced some form of physical or sexual violence in their lives. COVID-19 crisis has put more women and girls are at risk of gender-based violence. ::This needs to end!:: Therefore, I… https://t.co/QBEdhkEVpZ",0.5499999999999999,"1 in 3 women worldwide have experienced some form of physical or sexual violence in their lives. COVID-19 crisis has put more women and girls are at risk of gender-based violence. ::This needs to end!:: Therefore, I… https://t.co/QBEdhkEVpZ",New York
46,"Should @mlb baseball bother with a season now that it’s almost July? 

Would YOU go to a game at the stadium? 

#wobm #shawnandsue #baseball #covid19 #coronavirus #ocbs #radio @ 92.7 WOBM https://t.co/iMroeQ4aKA",0.55,"Should @mlb baseball bother with a season now that it’s almost July? 

Would YOU go to a game at the stadium? 

#wobm #shawnandsue #baseball #covid19 #coronavirus #ocbs #radio @ 92.7 WOBM https://t.co/iMroeQ4aKA",New Jersey
47,Check out my recent post:  I Started a New Job in the Middle of a Pandemic  https://t.co/AgioK45KmZ  #blogger #foodblogger #nycfoodie #foodie,0.1,Check out my recent post:  I Started a New Job in the Middle of a Pandemic  https://t.co/AgioK45KmZ  #blogger #foodblogger #nycfoodie #foodie,New York
48,How Luxury Shopping Habits Will Change Forever Because Of COVID-19  https://t.co/sscrRQtXP6,0.4,How Luxury Shopping Habits Will Change Forever Because Of COVID-19  https://t.co/sscrRQtXP6,New York
49,How Luxury Shopping Habits Will Change Forever Because Of COVID-19  https://t.co/vGkBfKC1Oi,0.0,How Luxury Shopping Habits Will Change Forever Because Of COVID-19  https://t.co/vGkBfKC1Oi,New York
50,"Blessed to have a job and a home I can work from :) @ Hazel Park, Michigan https://t.co/UsVexhg07S",0.0,"Blessed to have a job and a home I can work from :) @ Hazel Park, Michigan https://t.co/UsVexhg07S",Michigan
51,Rise and shine! Morningsong prayer service starts this morning at 7:30 in the Chapel @firstprescranfd! Masks and Social distancing in effect. Enter at 11 Springfield Ave door  or Cleveland Plaza side (by… https://t.co/Is8fxVTNar,0.0,Rise and shine! Morningsong prayer service starts this morning at 7:30 in the Chapel @firstprescranfd! Masks and Social distancing in effect. Enter at 11 Springfield Ave door  or Cleveland Plaza side (by… https://t.co/Is8fxVTNar,New Jersey
52,Reducing friction and giving us back the time we value is a Covid Post-Covid imperative. With my book publishing today you get my virtual book tour insights. First up from the excellent team at Modern Retail - click… https://t.co/ZOVLsA6pXK,0.0,Reducing friction and giving us back the time we value is a Covid Post-Covid imperative. With my book publishing today you get my virtual book tour insights. First up from the excellent team at Modern Retail - click… https://t.co/ZOVLsA6pXK,New York
53,"Zoom, Teams or Google Meet? The experts decide...

https://t.co/Pz4G5Xht6y #WFH #WorkingFromHome #WorkFromHome #Telework #Video #LiveStreaming #VideoConferencing #QuarantineLife #LockdownLife #Quarantine #Lockdown #COVID19 #Coronavirus #Pandemic #Tech",0.05,"Zoom, Teams or Google Meet? The experts decide...

https://t.co/Pz4G5Xht6y #WFH #WorkingFromHome #WorkFromHome #Telework #Video #LiveStreaming #VideoConferencing #QuarantineLife #LockdownLife #Quarantine #Lockdown #COVID19 #Coronavirus #Pandemic #Tech",District of Columbia
54,"Our first COVID 19 Before And After Makeover!!

It was such a blast to see all our beautiful Ladies And Gentlemen!

Thank you All to wait for Us !
Thank you to be our loyal Customers !
Thank you to choosing us… https://t.co/EPum2SlisV",0.5,"Our first COVID 19 Before And After Makeover!!

It was such a blast to see all our beautiful Ladies And Gentlemen!

Thank you All to wait for Us !
Thank you to be our loyal Customers !
Thank you to choosing us… https://t.co/EPum2SlisV",New Jersey
55,The worst thing about this pandemic is not being able to see my family! Everyone knows I travel to Detroit FREQUENTLY to check in on my Parentals and family! To not have seen them in over 4 months in person just… https://t.co/K8vahdnBgd,0.1,The worst thing about this pandemic is not being able to see my family! Everyone knows I travel to Detroit FREQUENTLY to check in on my Parentals and family! To not have seen them in over 4 months in person just… https://t.co/K8vahdnBgd,Michigan
56,"No work from home fatigue here! This home office has all the positive elements that help get the job done! A brilliant pop of color, ample natural light, a fun pattern, and super comfortable furniture (but not too… https://t.co/k2bvmNfldx",-0.5,"No work from home fatigue here! This home office has all the positive elements that help get the job done! A brilliant pop of color, ample natural light, a fun pattern, and super comfortable furniture (but not too… https://t.co/k2bvmNfldx",North Carolina
57,"I went out last night and stayed until just before midnight. For the duration of the protest from 7pm-12am, the vibe was relaxed and unified. People shared free pizza and snacks, passed around hand sanitizer.… https://t.co/Gw9CGBzOcP",0.03333333333333333,"I went out last night and stayed until just before midnight. For the duration of the protest from 7pm-12am, the vibe was relaxed and unified. People shared free pizza and snacks, passed around hand sanitizer.… https://t.co/Gw9CGBzOcP",Virginia
58,Understanding the “why” in layering movements. #atpperformancefacility #optisystem #movement #training #kettlebell #gait #squat #pushup #ghlc #garagegym #quarantine #hollywoodfl stephgatp ijustmove coacht_dixon… https://t.co/gkiD2Cmmm3,0.3625,Understanding the “why” in layering movements. #atpperformancefacility #optisystem #movement #training #kettlebell #gait #squat #pushup #ghlc #garagegym #quarantine #hollywoodfl stephgatp ijustmove coacht_dixon… https://t.co/gkiD2Cmmm3,Florida
59,"Corona, California - eating a gourd vegetable that i ate after cooking Food Poisoning https://t.co/7uLaD0dcGk",-0.08333333333333333,"Corona, California - eating a gourd vegetable that i ate after cooking Food Poisoning https://t.co/7uLaD0dcGk",California
60,What Are the Experts Saying About Future Home Prices?: A worldwide pandemic and an economic recession have had a tremendous effect on the nation. The uncertainty brought about by both has made predicting consumer behavior nearly impossible. For that… https://t.co/PFuCnmn0mY https://t.co/ROKxrmIOnu,0.0,What Are the Experts Saying About Future Home Prices?: A worldwide pandemic and an economic recession have had a tremendous effect on the nation. The uncertainty brought about by both has made predicting consumer behavior nearly impossible. For that… https://t.co/PFuCnmn0mY https://t.co/ROKxrmIOnu,Washington
61,"If you rode the Metro during times below, please get tested. 
Cincinnati Metro reported Monday a bus operator has tested positive for COVID-19, the second bus operator and the third Metro employee overall to test… https://t.co/B7fGzKDdcy",0.2111111111111111,"If you rode the Metro during times below, please get tested. 
Cincinnati Metro reported Monday a bus operator has tested positive for COVID-19, the second bus operator and the third Metro employee overall to test… https://t.co/B7fGzKDdcy",Ohio
62,Missing my sisters. Proud to say we are all nurses! Was able to celebrate my 40th Birthday right before NYC became one of the epicenters of COVID. Looking forward to the day when we can travel without fear again.… https://t.co/qsxGYdEzmj,0.0,Missing my sisters. Proud to say we are all nurses! Was able to celebrate my 40th Birthday right before NYC became one of the epicenters of COVID. Looking forward to the day when we can travel without fear again.… https://t.co/qsxGYdEzmj,New York
63,"taylorperlmutter finishes 9th Grade today, Final day of Virtual classes &amp; Final exams..Covid-19 has turned 2020 upside down, despite all the adversity, Taylor was able to grab Co MVP for his Freshman Basketball team,… https://t.co/Pv3LhRXeoG",-0.17777777777777778,"taylorperlmutter finishes 9th Grade today, Final day of Virtual classes &amp; Final exams..Covid-19 has turned 2020 upside down, despite all the adversity, Taylor was able to grab Co MVP for his Freshman Basketball team,… https://t.co/Pv3LhRXeoG",New York
64,"Sweaty hot mess.  Damn. I never knew how challenging walking / running in the humidity is.  Yikes!! #getoutandwalk #walklocal #walkalone #socialdistancing
#nhscenery #boscawen #quardio @… https://t.co/1sv86UxVWV",0.3430555555555556,"Sweaty hot mess.  Damn. I never knew how challenging walking / running in the humidity is.  Yikes!! #getoutandwalk #walklocal #walkalone #socialdistancing
#nhscenery #boscawen #quardio @… https://t.co/1sv86UxVWV",New Hampshire
65,Tomorrow I’ll be going back to work in NYC after three months of quarantine and sheltering-in-place. Working at home has been great despite its....challenges #quarantine #covidtimes #natasha #russianblue… https://t.co/VB9VjJC78r,-0.2878787878787879,Tomorrow I’ll be going back to work in NYC after three months of quarantine and sheltering-in-place. Working at home has been great despite its....challenges #quarantine #covidtimes #natasha #russianblue… https://t.co/VB9VjJC78r,New York
66,"Coronavirus chronicles....... find your happy place, tu lugar feliz. Associate with happiness, visualized as a means of reducing stress, calming down. happy state of mind. #happy #ilustration #ilustrationart… https://t.co/d5FSpg6KgB",0.0,"Coronavirus chronicles....... find your happy place, tu lugar feliz. Associate with happiness, visualized as a means of reducing stress, calming down. happy state of mind. #happy #ilustration #ilustrationart… https://t.co/d5FSpg6KgB",District of Columbia
67,"Are you ready for summer entertaining?  ☀️☀️
.
.
Yes, we still need to practice social distancing.  But a great outdoor space is the perfect way to still be with friends and family safely. 🥰
.
.
If you saw my stories… https://t.co/tbrJBmkQVM",0.28541666666666665,"Are you ready for summer entertaining?  ☀️☀️
.
.
Yes, we still need to practice social distancing.  But a great outdoor space is the perfect way to still be with friends and family safely. 🥰
.
.
If you saw my stories… https://t.co/tbrJBmkQVM",North Carolina
68,Camp is open!  CDC compliant. Join us for smaller classes with social distancing.  Art or Karate half day for full day. Through 8/28. Join us. Kids socialize while learning and having fun. I love the laughter.… https://t.co/Dsp3SNHpvV,-0.25,Camp is open!  CDC compliant. Join us for smaller classes with social distancing.  Art or Karate half day for full day. Through 8/28. Join us. Kids socialize while learning and having fun. I love the laughter.… https://t.co/Dsp3SNHpvV,Connecticut
69,"All they say from Cincinnati to Cali, dolci_di_nikki DELIVERS! Since this COVID mess is holding me back, I decided to have some of my favorite brownies baked and sent with love! I miss my… https://t.co/UMaWHMeoHP",0.0,"All they say from Cincinnati to Cali, dolci_di_nikki DELIVERS! Since this COVID mess is holding me back, I decided to have some of my favorite brownies baked and sent with love! I miss my… https://t.co/UMaWHMeoHP",California
70,Corona NY Tue Jun 23rd AM Forecast: TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31,0.5055555555555555,Corona NY Tue Jun 23rd AM Forecast: TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31,New York
71,Teamwork makes the dream work! The Wood Team Concierge services from Contractors to cleaning to staging to listing agent accompany showings - this home was perfectly prepared for market introduction -receiving… https://t.co/7b7O67pB7r,-0.1,Teamwork makes the dream work! The Wood Team Concierge services from Contractors to cleaning to staging to listing agent accompany showings - this home was perfectly prepared for market introduction -receiving… https://t.co/7b7O67pB7r,Florida
72,"Back open on Main St in Medford! @haddonrunco
・・・
All RunningCo locations are back to in person fittings from 10-7 pm.⁣⁣
⁣⁣
We continue to make it a healthy environment by sanitizing, maintaining social distancing, and wearing masks. ⁣⁣
⁣⁣
#run856 #shoplocal https://t.co/ITTuHvciDQ",0.2433333333333333,"Back open on Main St in Medford! @haddonrunco
・・・
All RunningCo locations are back to in person fittings from 10-7 pm.⁣⁣
⁣⁣
We continue to make it a healthy environment by sanitizing, maintaining social distancing, and wearing masks. ⁣⁣
⁣⁣
#run856 #shoplocal https://t.co/ITTuHvciDQ",New Jersey
73,"Are you an #essentialworker working through #COVID? Shoot us a message for a #generous #discount on our products! We are here to help you through as best we can! @ New York, New York https://t.co/cxE0CvB1Xs",0.5,"Are you an #essentialworker working through #COVID? Shoot us a message for a #generous #discount on our products! We are here to help you through as best we can! @ New York, New York https://t.co/cxE0CvB1Xs",New York
74,Just did the same thing with same results… #PlanDemic “This is not just another four year election.” #WWG1WGA #Qanon https://t.co/tF4RJrIV6i https://t.co/5S7mAMSD0Z,0.14,Just did the same thing with same results… #PlanDemic “This is not just another four year election.” #WWG1WGA #Qanon https://t.co/tF4RJrIV6i https://t.co/5S7mAMSD0Z,Delaware
75,"Existing home sales are moving quickly and new builds are rockin this summer! It seems that COVID extended the spring market into the summer where we would normally see a slow down.

So what does that mean; you can… https://t.co/7TsViNPxi6",0.0,"Existing home sales are moving quickly and new builds are rockin this summer! It seems that COVID extended the spring market into the summer where we would normally see a slow down.

So what does that mean; you can… https://t.co/7TsViNPxi6",Minnesota
