tweet,location
"Made some masks for https://t.co/IBk8DDaCn2! Felt nice to use crafting for good during a time where it is difficult not to feel helpless about the pandemic and systemic injustices.

In the spirit of sharing… https://t.co/c5I4FzKYZk",Washington
2020 Coronavirus House Arrest Day 116 - Looks like California is heading towards another lockdown if COVID-19 can't be slowed down; time to stock up on supplies again! With the bar officially open until we are free… https://t.co/l8Kf70xxxl,California
"""LET IT BURN!!!""  ....  Now in 2021....  Thanks Corona 😭!

halloweenmovie #halloweenkills @ Haddonfield, Illinois https://t.co/EM2ZVbPe1j",Illinois
"Dear COVID-19 summer,......(in my JayZ voice)
💪🏽 🦠 😷 
#dearsummer #jayz #workoutmotivation #houstonstrong #workoutplan #covid19 #wearamask #savelives #fitnessmotivation #fitnessconnection #applewatch @ Fitness… https://t.co/ttVb1qYXwM",Texas
"With 50% capacity and social distancing mapped out and working well, we feel ready to announce that live music is back @bococider. Any musicians will be safely performing outside our garage door under a tent with Mt… https://t.co/PHhTwgaExC",Colorado
"#Repost @kcranews (@get_repost)
・・・
Counties across California are being added to the state's COVID-19 watchlist as the number of novel coronavirus cases increases across the Golden State.

If a county stays on the… https://t.co/McTyUgstTx",California
"Here a bright spot during #covid19 ... 
I closed out the “Our City StoryTime” reading series sponsored by @alaskaair today with mayor of cityofsanjose @sliccardo &amp; the @sanjoselibrary by reading a couple of… https://t.co/MVtLXLSXbW",California
Stella Blue has her first agility class since COVID tonight. She was SO happy to be back at it. #stellablue #blueheeler #australiancattledog #agilitytraining #agilitydog @ Alice's… https://t.co/bSY2NLt7Hf,Ohio
How I was masking at work today! Avengers! #howimask #virginiaisforquarantines #avengers #mask #hairstylist #hairstylistin2020 #2020 #covid19 #coronavirus #salon #salonlife @ Shear Secrets https://t.co/NfTjWZD7Uw,Virginia
"Today and tomorrow Linh has been helping provide ICU relief to this community. I'm just here for support. And no joke... This is what it's like. Pls pray, stay safe, and everyone... PLEASE stay home and wear masks if you have to go out! 😷 https://t.co/SWJyKy2jIT",California
"#ktm1090adventurer best therapy for #covid19. Summer nights #nyc @ New York, New York https://t.co/R6qUKpk1A6",New York
"I couldn't find the chart I wanted, so I made it myself from the CDC raw data. What do you think?

#covid19 #caronavirus #covid @ Oregon City, Oregon https://t.co/iNwWBMrlk0",Oregon
"COVID-19 update @ Queens, New York https://t.co/7YD65Kuf4G",New York
"GARDEN PICKINGS TODAY/ CLEAN &amp; FREEZE
#gardening #fresh #gardenlife #organic #organicgarden #nopesticides #collardgreens #collards #turnips #spinach #swisschard #morning #food #quarantine #happythursday #blessed… https://t.co/qzPqg4sOMs",California
What a blast tonight watching @davehelem at tribecadrivein at The Rose Bowl. #supportlivecomedy #covid #la #losangeles @ Rose Bowl Stadium https://t.co/GTrE5dAuq1,California
"What do medicines have to do with the #pandemic? Find out in my new #blogpost here:
https://t.co/Ms8kF1cqXM #MissJennWebster #medicines #thoughts @ Felton, Delaware https://t.co/Nry8LzzneP",Delaware
"COVID-19 update 
🌊🌬🚩🌀 Tropical storm warning🌀🚩🌬🌊 @ Queens, New York https://t.co/vzPqx2FGIQ",New York
"Just licking some Ice cream (pre-COVID- challenge)
.
.
.#littleitalynyc #tifosi #ferraranyc #manhattan #newyorkcity #street#neon#lights #urban#restaurant #italianfood #gelato #travelblogger #instagood 
#merg76 @… https://t.co/rIU86ggaUP",New York
Man I miss this shh but now this is my vibe going home from work 🥴 #MissTheGanga @ Fordham Road NYC https://t.co/IojpED6V6L,New York
Are you guys stress eating your way through the #coronavirus? You should know about this exotic cooking spice that elevates your mood so you stay desire-free. Can you guess which spice? Cut and paste this link to… https://t.co/HwIGM4gIzR,California
"#Abstraction #UCBerkeley #2020 #pandemic #soirée #friends #meetup #longweekend #TBT #instamood #inshared #instagreen #instauting #besafe #CA #USA #🇺🇸 @ Berkeley, California https://t.co/ijpj92xzOv",California
"Love happens in the neatest of ways. April opened her door to me, and her great big heart. This smart, brilliant, compassionate woman is amazing. A surprise special connection, amidst pandemic. Hugs 🤗 are hard to… https://t.co/YmzPb910Bu",Minnesota
Look at the #Fabulous new installation at the trump tower NYC!  I didn't think the racist trumps would want this.  So glad they're participating!  #BlackLivesMatter #FuckTrump therealdonald Winning in Covid Deaths!… https://t.co/M5MWh8Iy28,New York
"Got in some good mitt work with the young king, almonorfit. No worries y’all, we’re both COVID-19 free and healthy. Learning how to box and properly throw punches takes lots of time, patience and discipline. You’re… https://t.co/QbMljykmkY",New York
"#obey #theylive #coronavirus #covid19 #covid_19 #wakeup #classicmovie #collectorsrow @ Hayward, California https://t.co/Cut4ARKVMx",California
"2020 day 191 - fly away
.
.
.
.
.
#flyaway #seagull #goldenhour #beachlife #sunset #silhouette #socialdistancing #venicebeach #losangeles #california #dankmedia #dankvenice #366photo #abc7eyewitness #nbc4you… https://t.co/WTu8xACjuE",California
"The Commune  Presents 
The All White Jazz Explosion VIII  Forecast &amp; Hubb's Groove in Parking Lot Concert. 
► In maintaining with the State of Ohio COVID Guidelines, The Commune teamed up with Hubb's Groove to bring… https://t.co/9afcGp4OQb",Ohio
"Food donation was distributed to the frontline workers. We thanked them keep all of us safe during this pandemic. #frontlineworkers .
.
👨‍🍳 @JustinTulus711 .
.
📅 Friday, 7/10.
📍 13816 Bora Bora Way #marinadelrey .
⏰… https://t.co/hqYIA0o3BH",California
"Where in the Hell did the @e_FashionPolice go during this Coronavirus pandemic? LMAO! @ Sioux Falls, South Dakota https://t.co/bfAC8nvo9x",South Dakota
"Be responsible like #hellokitty at the #oakland pharmacy in #oaklandchinatown ❤️❤️

#wearamask #covid19 #covidproblems @ Oakland Pharmacy https://t.co/tksyxhNG2s",California
"Now that Covid19 has brought the cock fighting business to a virtual standstill in Athens, you need these lovely brass ones to remind you of all the bloody, sweaty, razor barbed Saturday night run yer missing!… https://t.co/824paySTbU",Alabama
Friend of mine came through pre-covid wanted some seeds we bred. Hooked him up now he asked me to sex some Jurassic ferns before he moved to his new place. Amazing how these all came from a bag of beans not too long… https://t.co/x8hmkSUDAl,California
"Me getting out of bed after the quarantine lockdown @ San Dimas, California https://t.co/JO2OnI7Xnz",California
".. Make em sick .. corona 🤭🤯 @ East Memphis, Memphis https://t.co/7i1WQJrcFn",Tennessee
The golden coast and Covid19 #ritzcarlton #essexhousenyc #plazahotelnewyork #thegoldencoastallstars @ Central Park https://t.co/wIfZlM3C3m,New York
"Missing some posts over the past few months so let’s fill the gap. March 5, 2020. Let’s call this pre-Covid. @ Seapot https://t.co/maMITJXMj0",California
"Pandemia,and love in the boroughs #covid19 #pandemia #pandemia2020 #loveya-newyork @ New York, New York https://t.co/wF78SCAgxo",New York
"ME TOO!!!!  💜... SHOTZ out to all my Boricua/Boriqua Familia!!!  The OG, @crazylegsbx says, This is how he feels during #CoronaVirus #Covid19 ...I’m widdit!!!!  She said, “I wanna go to PITA RICO!!!”  #PuertoRico… https://t.co/N1tp8oGxM3",Washington
"On Monday, the Trump administration announced that foreign students whose course loads are carried out exclusively online amid the coronavirus pandemic would have to leave the country. Students like S.G., an… https://t.co/78jGnSwDko",Florida
Watching NCIS and eating Captain Crunch...enjoying the simple things while continuing social distancing,South Carolina
#Carpool #ElkGrove -&gt; #Burlingame Going to avoid the exposure of public transportation.  Tested negative for covid.  Last month. #splitcosts #sharemusic #sharefood https://t.co/L75KlXGb8l,California
"Getting #covid2019 TESTED!!

Child this is giving me anxiety like the first time I tested positive for HIV IN 2005!!!!
#knowyourstatus 
#staysafe 
#coronavirus 
#covid2019 
#covid19 @… https://t.co/ycxWxLRlb1",California
"Cajun Lamb|Kale|Goats Cheese
.
.
.
.
Lockdown Lamb  - using my favourite cut - the Backstrap, rubbed in my Cajun spice mix - then Grilled 🔥
.
.
.
I have recently joined the Kale appreciation society - especially… https://t.co/afqNfQHlm0",Illinois
Week 11  https://t.co/lH9SnEgROw,New York
First restaurant in 3 months. No question it has to be #寿司 #うまい #こっちゃん #sushi #hawaii #honolulu #ホノルル #ハワイ  #lockdown #coronavirus #foodies #foodstagram #food #foodporn #yum #instafoodie #instagood #sweet #dinner… https://t.co/1eDThZMEKb,Hawaii
And now Muji too?! https://t.co/5tWyz8O2Nf,District of Columbia
#Zoom #WorkFromHome #OnlineLearning Step up your WFH game with a little help from these crash courses https://t.co/2OpB09yZnA https://t.co/cYwZafCiWU,Florida
"If you don't get it, you are prob very young. 
..
..
#pun #punny #rush #covid #coronavirus #music #meme #musicmeme @ Beaver County, Pennsylvania https://t.co/CQBppBXiSc",Pennsylvania
"‘Whack-a-Mole’ Against Virus Sounds Reasonable, Unless You’re the Mole: When the city of Leicester was shocked with a second lockdown, it lashed back with anger and recriminations. https://t.co/XRdqqKBrCJ (vía NYtimes) https://t.co/dkkEQyFKrI",New York
"It’s 2022. What Does Life Look Like?: The pandemic could shape the world, much as World War II and the Great Depression did. https://t.co/LPZfiaVsJM (vía NYtimes) https://t.co/3ZNU3F1gIj",New York
Trump Threatens to Turn Pandemic Schooling Into a Culture War: The president might sabotage parents’ best hopes for getting their kids back to school. https://t.co/erINqQrcFu (vía NYtimes) https://t.co/X8JUjPBmPH,New York
No filter. Probably last one from the set. #goa #missinggoa #missingvacations #coronavirus #chinesevirus #covid19 #wanderlust #serendipity @ West Coast https://t.co/SBfIiBWR3E,California
Transformations keep happening in my chair...Post COVID-19 hair trend seems to be a more natural look. 👀Check this one out! #goldwellapprovedus #GoldwellArtistUS #natuarlgoldenhair #babylights #colorance @ LaCave… https://t.co/MCPjwd5jkG,Massachusetts
do it right #thankyouholyspirit #SpeakingOut #Science #COVID19 #kids #findmaryj #fearwomen #twitch #bubonicplague  https://t.co/7UpaNfyMHZ,New Jersey
#Uk #Netflix #Interviews 'Sex Education' star Aimee Lou Wood on getting through lockdown and how sex on TV is changing https://t.co/4na1Nn9ufI https://t.co/pQj0Oq0yyv,Florida
"Friday is for living life without fear!!!Aqua Hut Scuba &amp; Travel we can teach you how to safely scuba dive and enjoy the underwater world. Since Covid-19 we’ve invested in our business model (rebreathers, more fun… https://t.co/Jpywu2NHSM",Ohio
"Friday is for living life without fear!!!Aqua Hut Scuba &amp; Travel we can teach you how to safely scuba dive and enjoy the underwater world. Since Covid-19 we’ve invested in our business model (rebreathers, more fun… https://t.co/iwMAu3yliu",Ohio
"Let’s be real. Covid is stressful and going through a family law case during the pandemic can increase anxiety. Here’s what we are doing to help.

The Putman Firm, PLLC offers clients the opportunity to come to our… https://t.co/OU7lY7F2r1",Texas
"We are so grateful to have had a full parking lot every day this week! Thank you all for coming back, following the COVID protocols, and making cool stuff again. The first week of reopening has been a success, and we… https://t.co/TqinaDN62O",Maryland
"A BIG thank you to all our lovely bug fans for the overwhelming response to our Bugged Out face masks! All proceeds from the sale of our face masks go directly to covid-19 causes.
🐝🐛🐞🕷🦋🐼🐦🐿❤️☘️💜👀👶👩‍🦱😷
#buggedoutnyc… https://t.co/i2Uuieot62",New York
"Masks are now mandatory, so might as well look as cute as possible!! #masks #covid19 #positivetwist #cute #cutemasks #makeitfun #alwayslookonthebrightsideoflife @ Parma, Ohio https://t.co/pgQeO1uDbl",Ohio
@mskris_ At this rate we’ll be back on lockdown before Labor Day.,Maryland
"“Give me 6 feet” 😷#atlanta #socialdistancing #2020 #shoesaddict #shoes 
 Photo cred 📸 jbillionspromotions @ Whisky Mistress https://t.co/mIRGCPc46E",Georgia
"What she said, MASK ON, talk your stuff @keishabottoms 💯📸✊🏾 #atlanta #covid19 #quarantinelife #outside #2020 #pandemic #newnormal #atlanta @ Atlanta, Georgia https://t.co/rTjBbMQI7o",Georgia
"My world, hoping this is a very short lived series (a bit surprising how many #abandoned #masks I’ve seen). #mask #coronavirus #covid #covid19 #sequester #coronaviruspandemic at 233 east 69th @ Upper East Side https://t.co/DyXB4dYiTG",New York
"WE'RE ALL ABOUT TO DIE: Medics are down to their last defense with #Coronavirus swamping their town, as the #TrumpVirus massacres Americans!

 https://t.co/QeEIdw3J52 #PublicHealth #COVID19 #TrumpsAmerica #TrumpIsMurder #MurdererTrump #TrumpKills #TrumpHatesAmerica #NaziTrump",District of Columbia
"#fiancefriday is here. Enjoy the story📖-
At the start of the COVID pandemic, Kevin insisted that we go out for a morning run. I wanted nothing to do with it as it was a cold and windy morning and not to mention we're… https://t.co/q0us2TiF3x",Pennsylvania
TGIF HAVE. A BLESSED SAFE DAY TODAY ALL. LETS. ALL CONTINUE TO EXERCISE SOCIAL DISTANCING AN BE SAFE ✈️✈️✈️🙏🏿🙏🏿❤️❤️ @ American Airlines Terminal - LaGuardia Airport https://t.co/zDy9IB8DnI,New York
Hand in Hand Parenting blog published my latest article about keeping CONNECTION alive during summer and COVID-19. Link below. #parentingbyconnection #attachmentparenting #familywellbeing #education #childdevelopment… https://t.co/8EhqaKSkLz,Florida
"My top 3 favorite destinations so far:
....at least today

1. South Africa

2. Medellin

3. Bahamas

What about you?  Since Covid have you been on a plane?

#Purdieinc #NeoraVacay #mysidegigmademedoit… https://t.co/BCfsFXU07g",South Carolina
"DeKalb County Board of Health will open another  FREE #COVID19 testing site at Greenforest Community Baptist Church tomorrow, 7/11 - from 9am - noon. Identification is not required, but please register in advance. https://t.co/6BLFHobJNu https://t.co/4kCOnKDE2V",Georgia
"Baby it's hot outside 🔥

We've got shorts during the short shortage. Tp shortage, Hand sanitizer shortage, coin shortage, now a short shortage? 
We've got you covered! 
#TheEclecticRose #womensfashion… https://t.co/rcN6gZzwN0",Ohio
Next Saturday (July 18) thanks to opendoorfamilymedicalcenter we at Star are offering free COVID Testing along with other health screenings and resources.  Click the link in @sellisonjones bio and sign up… https://t.co/dLqgEJhSqH,New York
"Yesterday 7-9-20 was an awesome day for these love birds! Congrats Kris &amp; Jen on your wedding. You guys finally got it done! Corona, who is that? They beat the odds and their love for each other conquered it all.… https://t.co/NfJOUCxJ7G",
"#fridaymorning  Bethlehem we will still be Fasting and Praying this Friday from 7 AM to 7 PM!  We are Fasting and Praying for our church, city, counties, and country doing this pandemic and uncertain time.    God… https://t.co/zXaDjXIw9i",Oklahoma
Will Remote Notarization Rules Change Because of COVID-19?  https://t.co/B3UQjq3DrG,New York
LoganSquarist Distant Quarantine Portraits: Bringing Joy and Community to Neighbors During Pandemic (PHOTOS) https://t.co/xFeX8IFh4N #LoganSquare #MyLoganSquare https://t.co/wU0fYArD0c,Illinois
We went out into the world! It was great to have patio drinks (and beat Mark at duckpin bowling 😉)! Pins was excellent with social distancing and sanitation procedures. I was surprised there weren’t more people… https://t.co/meHnGZgCK4,Ohio
"WFH Day 73: Legends Never Die by @JuiceWorlddd 

#workingfromhome #quarantine @ Perry Hall, Maryland https://t.co/Fo85I9KH1l",Maryland
"Some People Agree To Disagree Over What's Safe During The Pandemic : Coronavirus Live Updates : NPR
https://t.co/zTAJuRdh4i",Vermont
"Now that many businesses in District 6 and beyond have re-opened, it is important to still take precautions when going out. Here is a list of five easy things you can do to protect yourself and others from COVID-19! https://t.co/bc9lcOfvVs",Michigan
Sooooo nooowwwww all of #Texas is mandated to wear #facemask #alittletolate #OrthoDoc Please note elective surgical cases again now “so-called” stopped (that is money for all hospitals) to take care of #covid… https://t.co/5jjqSN4ZMs,Texas
"What most people don’t know is if I didn’t make the pivot to banking, I’d be unemployed during the pandemic! No TV, no hosting, no speaking engagements, no nothing, but God...

You never know what’s headed your way,… https://t.co/5XRgiPtIS4",North Carolina
Finally about to rock the #yeezycinder joints.. Copped these since the beginning of #quarantine #adidas #adidasoriginals #yeezy #yeezy350 #yeezyboost #yeezy350v2 #yeezy700 #yeezy500 #yeezy380 #yeezyseason… https://t.co/DbZl3keQxf,South Carolina
"Congratulations Mr. &amp; Mrs. Kristopher Klein!
You’ve made it! Your love best Covid19.
.
.
.
#loveconquers #happymarried #husbandsndwife #happywifehappylife #happywife #destinationwedding #stthomasplanner #wedding… https://t.co/LsgzlssD1A",
"Good Morning Creative Class, my morning seat with gratitude meditation is being simply thankful for our connection during this time of a pandemic while the world keeps being human and by that I mean creating and… https://t.co/KZiRaepR9s",Michigan
"Hot Weather, Quarantine, and Social Distancing Have You Boiling In The Heat?  🥵💨 Don’t worry, Austin Bounce House Rentals has you covered! Get a TROPICAL DUAL LANE WATER SLIDE for 4 DAYS FOR THE PRICE OF 4 HOURS to… https://t.co/ODrreCksC9",Texas
"#bearded_selfie so this is about a month of no beard trim. #workfromhome @ Silver Spring, Maryland https://t.co/KfsGBXTiFa",Maryland
Alright we are up and at it early here in Virginia! Packed schedule as we are running a make up race for the missed races at Long Beach due to Covid-19. First up @JasonBellGTS2 will qualify in the Sprint category… https://t.co/nDPbtnkh9s,Virginia
"That time I went to Xi’an and Hangzhou, #China. I would KILL to watch a movie on a plane. #latergram #travel #airlines #cantgo #coronavirus @ Nome, Alaska https://t.co/t25izU4vl4",Alaska
We have hand sanitizers! Don’t forget to show your text for extra savings! Open late tonight for 2nd Friday #lovewestreading #wyomissingneighbors #westreadingaves #sanitizer #2ndfriday @ Muddy Creek Soap Company https://t.co/qlTHzlkltj,Pennsylvania
"#realtorswhoinvestinrealestate 
-
-
-

4 🛌 /  2 🛀  /  2 🚗  /1940 Sq ft 
-
-
-

coalitionproperties first flip is live! 

Covid slowed us down a bit, but we are excited to present this fully #renovated  #multifamily… https://t.co/OTm0XzOOQi",District of Columbia
"Covid Season... #Covidcutie 
Oh #America (Trick Daddy voice)  #Hazmat #covid19 #faceshield
#Mask #Maskup #CovidSeason #2020Wild #MissCantCompete
Fk what a Hater think...🤷🏽‍♀️😉
#KleenGuard 😷 @ Rogue Valley Medford… https://t.co/CO9OmsIzt4",Oregon
"Talk about social distancing, last time I saw this crew all together was March 12th...great to see their shining faces and not have to say “You’re on mute” #rapportmeanother #long… https://t.co/GTMaYqahGl",New York
Sandra had an appointment at her new nail place today (her old one did not survive the pandemic!). This gave me a couple of hours to hang out at Robert Long Nature Park and to play with my camera a bit.  I was nearly… https://t.co/2HqRfBhZQ9,Michigan
"Coronavirus Live Updates: U.S. Nears 60,000 New Daily Cases: The country recorded its sixth single-day record in 10 days with almost 60,000 cases on Thursday. U.S. immigration officials have helped spread the virus, a Times investigation… https://t.co/gEnnW7hqhm (vía NYtimes) https://t.co/XjLylYLeyX",New York
PHAT=2 🤤😋 Went out to eat for the first time since COVID happened to meet up with a business colleague and got this healthy delicious Valencia half salad with perfectly grilled salmon and scoop of goat cheese.… https://t.co/hHTGZbqE5I,Indiana
"Hey!! Did you know that we sell #cds along with an outstanding curated collection of #books ? We are missing #liveconcerts this #summer due to the #pandemic too!

Ethan and I are indeed #musicfans !! Stop in and… https://t.co/kVX4sTvC6M",New Jersey
Even with changes comes new opportunities. #Work #Hopeful #Fun #PEMStaff #PeabodyEssexMuseum #WorkLife #CrazyTime #NewBeginnings #FunExcitingFun #NewEra #COVID-19 #newworldorder @ Peabody Essex Museum https://t.co/w4wKttXI9b,Massachusetts
All aboard! Join us today from 10AM to 5PM￼; the last trolley ride on our heritage railroad departs the Visitors Center at 4:05PM. Review our COVID-19 policies and purchase tickets in advance of your visit at the… https://t.co/LiVFV3A8GK,Maine
"I contributed to a story in itsnicethat about artist parents dealing with Covid, how we bring creativity into our children’s lives. I enjoyed reading the other artist’s stories and seeing their images. Check it out… https://t.co/X13vna1xHg",Georgia
"Mortgage Rates Slides To A Jaw-Dropping Record Low As COVID Worsens. Is It Your Time To Buy?         As the news about the coronavirus gets worse and worse, mortgage rates are looking better and better.

Rates on… https://t.co/IXbSZ1DM3r",Virginia
"Sale!! Shop the MDS inventory reduction/online clearance sale! We have various safety, healthcare and dental related items we need to clear out. Free shipping over $499 too! #ShopandSave #safety #PPE https://t.co/7SIHE1VMo7 https://t.co/3WvcWQpf3Y",New York
"Our production professionals have risen to the challenge presented by COVID-19 and continue to produce food for millions of people. Click here to apply for this role in #Nevada, IA. https://t.co/hYYJtiCZNT #SkilledTrade",Iowa
"Walking essentials nowadays. Bucket hat, face mask, sunblock, tissues, hand sanitizer, pedometer, and my iPod. 

Yes, that is a classic iPod. What am I listening to? Well, the @sortedfood podcast about ice cream and… https://t.co/B5KfnzcGSY",Pennsylvania
"https://t.co/q1bIRBjDj8 As COVID-19 tears through Austin’s Latino community, a local couple is working to find ways to keep Latinos at home as much as possible. https://t.co/0BHCruOhCo #atx #austin #all512",Texas
"This was shocking and yet sad to read, but did you know that the United States has the largest number of home•less women &amp; children in all of the industrial nations? Now that we battle #covid19 we are seeing an… https://t.co/zYlkHZ7OAN",Georgia
"Due to Covid-19 I will not shake hands or hug anymore, you may either bow or curtsy to me. 👸🤣#BringingCurtsyingBack  #SortaKidding 

Dress is from allegraandluca! Details later. Mask is a riflepaperco Citrus Floral… https://t.co/C7P8bhQY38",North Carolina
"Myron Lil Uzi Vert Sax Cover out now 💯 liluzivert
.
.
.
.
.
#instagram #uzi #liluzivert #eternalatake #baby #pluto #worldstar #repost #tuesday #music #vibe #saxophone #youtube bangers #viral #like4likes 
#quarantine… https://t.co/96d5LgJ8Fu",Pennsylvania
"""Life in the Times of COVID.""
Missing family and friends and looking forward to a better world after all the lessons learned. We have been failed by inept leaders so we all must rely on… https://t.co/IuIZXfk5aK",Florida
"And here we are....Building your dream home and relocating to a new state is one thing, but why not throw in a pandemic along the to make things interesting?! Congratulations and welcome to NC Pilla family🎉It’s been… https://t.co/0aBbFkoJAs",North Carolina
"Our Parmer and McNeil location, Chi’Lantro #8 store, will be opening in 14 days from today! (July 24th)

There’s been a lot of ups and downs in our opening process due to pandemic, but we are very blessed and lucky… https://t.co/pTPUSv2Nlc",Texas
"When the shirt match the masks! #CovidFashion #pandemic #wears @ South Orange, New Jersey https://t.co/nlcqqXR9es",New Jersey
"I got some bagels this morning and the Brooklyn Bagel site said zaatar bagels were coming soon. I’ve been begging for years! Covid, man.",Virginia
"They put her in storage due to Covid but we talked our way ""backstage""! (@ Georgia / Tennessee State Line in Wildwood, GA) https://t.co/8vfuAWkUER https://t.co/tXgFlLC4dN",Georgia
"It’s baaaaaack! 🔥 Social Distancing Champion of the Week!
•
•
#annacita #coffee #socialdistancing #socialdistancing2020 #covid19 #covid_19 #covid #coronavirus #starbucks #peetscoffee #heinebroscoffee… https://t.co/tBpvX5nYtV",Kentucky
https://t.co/PwT7JCpTBg So I understand some of us need visual learning so here ya go&amp;here’s a list of what I think it’d be hard to do during this pandemic: waking up every morning to… https://t.co/bmrWkb6hV4,South Carolina
Screaming inside my heart and grateful for being COVID free. THANKFUL FRIDAY  https://t.co/wwem2JDBqx,Missouri
"Moldy orange is back 

#covid #covid19 #coronavirus #flattenthecurve #cheflife #nature #vintage #socialdistancing #vintage #cheflove #instachef #cheflife #alonetogether #togetherapart #toosmalltofail #picoftheday… https://t.co/aL4SjbCCei",District of Columbia
"I also wear it for my niece, who has Cystic Fibrosis.

Please wear a mask. 

#WearAMask #Covid19 #SocialDistancing #BeKind #ThinkAboutOtherPeople #StopBeingSelfish #WEARADAMNMASK @ Chicago, Illinois https://t.co/gJ7iJkIvai",Illinois
I miss weddings. Did your big day get rescheduled due to COVID? Are you planning something smaller instead? Shot With A Bow has a lot of availability the end of the summer and this fall! Message me for more info!… https://t.co/mNgnXjY3cf,North Carolina
"Lord Farquaad tweetin bout ""science &amp; facts"", lol. It's pretty bad when you're not even from that state but continue to hear how bad of a leader you actually are! Some of these inept governors like Inslee &amp; Farquaad seem to be drunk on power this Covid thing has demanded from 'em https://t.co/xXdLA0JNQy",Washington
"Serving youth! 

MARK YOUR CALENDARS 💜
We will be hosting a curbside donation drive on Tuesday, July 14th from 11 am to 1 pm. Just drive up and we will grab the items from your car. 

With the current pandemic and… https://t.co/Xin8w117OX",Minnesota
We are now offering Vanilla Flan and Cheese Flan! Come try this delicious dessert today!Our dining room is now open with reduced seating to accommodate social distancing. We are now offering delivery and curbside… https://t.co/7Xq5bvr6Nr,New Jersey
Hot 🥵 mug of Colombian Java ☕️... getting my day started 💻 #financialprofessional #workfromhome #supersinghs🙏🏽🕉🇺🇸 @ Kew Gardens https://t.co/0SIYoOW4Y2,New York
