,tweet,sentiment,tweet,location
20,I challenge you to ❤#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/hS5fVuQpDz,-0.0625,I challenge you to ❤#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/hS5fVuQpDz,New York
21,❤#SaveTheWorld from #Coronavirus!  Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Arabic https://t.co/YrxltDqaph #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/xuu18rjWtY,-0.125,❤#SaveTheWorld from #Coronavirus!  Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Arabic https://t.co/YrxltDqaph #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/xuu18rjWtY,New York
22,#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/QSvR2DLPnO,0.0,#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/QSvR2DLPnO,New York
23,"You gotta be a warrior 💪 ! Lets beat this Covid. Knuckle up on it!   Masks on NYC, social distance. 
🎵by thedilloncooper  Rings by wendybrandesjewelry

#nyc #covid #warrior #ring #sterlingsilver #sterlingsilverring… https://t.co/k9lzOt7el5",0.03333333333333333,"You gotta be a warrior 💪 ! Lets beat this Covid. Knuckle up on it!   Masks on NYC, social distance. 
🎵by thedilloncooper  Rings by wendybrandesjewelry

#nyc #covid #warrior #ring #sterlingsilver #sterlingsilverring… https://t.co/k9lzOt7el5",New York
24,I challenge you to ?#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/y2mDjV0gQd,-0.0625,I challenge you to ?#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/y2mDjV0gQd,New York
25,#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! https://t.co/b5luv683Ov #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/sQbGBOIlXo,0.0,#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! https://t.co/b5luv683Ov #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/sQbGBOIlXo,New York
26,❤❤ I challenge you to #SaveTheWorld from #Covid-19! Recycle empty soda bottles into face shields and become a hero!  https://t.co/b5luv683Ov #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/Z7nYuxbhzC,-0.125,❤❤ I challenge you to #SaveTheWorld from #Covid-19! Recycle empty soda bottles into face shields and become a hero!  https://t.co/b5luv683Ov #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/Z7nYuxbhzC,New York
27,"dnalounge Sazerac in the house!

Decided to treat myself to a Sazerac from DNA Lounge - what better way to spend a covid evening than drinking your cares away, delivered straight to your doorstep?

Take a look at… https://t.co/l3iRMriAGv",0.35,"dnalounge Sazerac in the house!

Decided to treat myself to a Sazerac from DNA Lounge - what better way to spend a covid evening than drinking your cares away, delivered straight to your doorstep?

Take a look at… https://t.co/l3iRMriAGv",California
28,I challenge you to #SaveTheWorld❤ from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields #Bottles2Shields  Spanish https://t.co/Dzh14jOsuB  #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/mxyZrP7GKp,-0.0625,I challenge you to #SaveTheWorld❤ from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields #Bottles2Shields  Spanish https://t.co/Dzh14jOsuB  #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/mxyZrP7GKp,New York
29,I challenge you to ❤#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/fuPf6DCbUk,-0.0625,I challenge you to ❤#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/fuPf6DCbUk,New York
30,❤#SaveTheWorld from #Coronavirus!  Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Arabic https://t.co/YrxltDqaph #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/AS49HD1f9e,-0.125,❤#SaveTheWorld from #Coronavirus!  Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Arabic https://t.co/YrxltDqaph #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/AS49HD1f9e,New York
31,#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/IeTQ8nIj0o,0.0,#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/IeTQ8nIj0o,New York
32,I challenge you to ?#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/O4iIrBo6Vo,-0.0625,I challenge you to ?#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/O4iIrBo6Vo,New York
33,#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! https://t.co/b5luv683Ov #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/j2hzWPbJDe,0.0,#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! https://t.co/b5luv683Ov #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/j2hzWPbJDe,New York
34,❤❤ I challenge you to #SaveTheWorld from #Covid-19! Recycle empty soda bottles into face shields and become a hero!  https://t.co/b5luv683Ov #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/Ozbwacax1d,-0.125,❤❤ I challenge you to #SaveTheWorld from #Covid-19! Recycle empty soda bottles into face shields and become a hero!  https://t.co/b5luv683Ov #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/Ozbwacax1d,New York
35,I challenge you to #SaveTheWorld❤ from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields #Bottles2Shields  Spanish https://t.co/Dzh14jOsuB  #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/furW8pSFO9,-0.0625,I challenge you to #SaveTheWorld❤ from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields #Bottles2Shields  Spanish https://t.co/Dzh14jOsuB  #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/furW8pSFO9,New York
36,I challenge you to ❤#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/34WDo7r3v6,-0.0625,I challenge you to ❤#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/34WDo7r3v6,New York
37,❤#SaveTheWorld from #Coronavirus!  Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Arabic https://t.co/YrxltDqaph #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/BbBtu1UZIo,-0.125,❤#SaveTheWorld from #Coronavirus!  Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Arabic https://t.co/YrxltDqaph #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/BbBtu1UZIo,New York
38,#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/etVDbjU4ws,0.0,#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/etVDbjU4ws,New York
39,I challenge you to ?#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/fvAQl9zKiM,-0.0625,I challenge you to ?#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/fvAQl9zKiM,New York
40,#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! https://t.co/b5luv683Ov #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/KvumZKLL7T,0.0,#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! https://t.co/b5luv683Ov #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/KvumZKLL7T,New York
41,❤❤ I challenge you to #SaveTheWorld from #Covid-19! Recycle empty soda bottles into face shields and become a hero!  https://t.co/b5luv683Ov #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/wVtUBc3Sej,-0.125,❤❤ I challenge you to #SaveTheWorld from #Covid-19! Recycle empty soda bottles into face shields and become a hero!  https://t.co/b5luv683Ov #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/wVtUBc3Sej,New York
42,"Trap Safely 
#Eat #Trap #Safely #Essential #Work #Lurking #Cartel #Talk #Plug #Gas #Art #culture #Nyc #ArtAddict #DavesHouseOfThrill #Lyft #Uber #quarantine #Corona #Virus #K #Tunnel #Vision #Ride #Prada #Gold… https://t.co/ichzkGOMsW",0.25,"Trap Safely 
#Eat #Trap #Safely #Essential #Work #Lurking #Cartel #Talk #Plug #Gas #Art #culture #Nyc #ArtAddict #DavesHouseOfThrill #Lyft #Uber #quarantine #Corona #Virus #K #Tunnel #Vision #Ride #Prada #Gold… https://t.co/ichzkGOMsW",New York
43,"OOOOOOOHHH...MYYYYY GOD!!!!
#lalifestyle #latinfunk #bossanova #bass #bassist #gig #contemporarychristianmusic #gospelmusic #livingthedream #hollywood #musician #musicianslife #covid19 #covid_19 @ Los Angeles,… https://t.co/JwPF0k1I0w",-0.15000000000000002,"OOOOOOOHHH...MYYYYY GOD!!!!
#lalifestyle #latinfunk #bossanova #bass #bassist #gig #contemporarychristianmusic #gospelmusic #livingthedream #hollywood #musician #musicianslife #covid19 #covid_19 @ Los Angeles,… https://t.co/JwPF0k1I0w",California
44,"#workflow  I would much rather be at my sewing machine though... 😣🤦🏽‍♀️ #essentialworkers #covid19 #curlyhair #sheready #bighair #sewistsofinstagram @ Fort Wayne, Indiana https://t.co/LkjodgwntI",0.2,"#workflow  I would much rather be at my sewing machine though... 😣🤦🏽‍♀️ #essentialworkers #covid19 #curlyhair #sheready #bighair #sewistsofinstagram @ Fort Wayne, Indiana https://t.co/LkjodgwntI",Indiana
45,I challenge you to #SaveTheWorld❤ from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields #Bottles2Shields  Spanish https://t.co/Dzh14jOsuB  #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/wOrzMaXjCo,-0.0625,I challenge you to #SaveTheWorld❤ from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields #Bottles2Shields  Spanish https://t.co/Dzh14jOsuB  #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/wOrzMaXjCo,New York
46,I challenge you to ❤#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/lb1WSqr1lE,-0.0625,I challenge you to ❤#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/lb1WSqr1lE,New York
47,❤#SaveTheWorld from #Coronavirus!  Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Arabic https://t.co/YrxltDqaph #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/h2rKaoVYKD,-0.125,❤#SaveTheWorld from #Coronavirus!  Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Arabic https://t.co/YrxltDqaph #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/h2rKaoVYKD,New York
48,#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/lJLMYKYAhg,0.0,#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/lJLMYKYAhg,New York
49,"Concrete and Rust in the Trees,  Flushing Meadows-Corona Park #concreterustandtrees #flushingmeadowscoronapark #canon77d #canonphotography #canonphotographer #24mm70mmf4 flushingmeadowscoronapark coronapark @… https://t.co/RJVaF0843W",0.15000000000000002,"Concrete and Rust in the Trees,  Flushing Meadows-Corona Park #concreterustandtrees #flushingmeadowscoronapark #canon77d #canonphotography #canonphotographer #24mm70mmf4 flushingmeadowscoronapark coronapark @… https://t.co/RJVaF0843W",New York
50,I challenge you to ?#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/5eHPrpGElh,-0.0625,I challenge you to ?#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/5eHPrpGElh,New York
51,"Trap Safely 
#Lurking #Trap #Safely #Nyc #Gas #Culture #CartelTalk #Plug #Eat #Art #DavesHouseOfThrill #Lyft #ArtAddict #Tunnel #Vision #Prada #Gold #Adidas #Dad #Hat #lifeisgood #Stealth #Health #Wealth #Corona… https://t.co/mzVuJ3AjP3",0.5,"Trap Safely 
#Lurking #Trap #Safely #Nyc #Gas #Culture #CartelTalk #Plug #Eat #Art #DavesHouseOfThrill #Lyft #ArtAddict #Tunnel #Vision #Prada #Gold #Adidas #Dad #Hat #lifeisgood #Stealth #Health #Wealth #Corona… https://t.co/mzVuJ3AjP3",New York
52,#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! https://t.co/b5luv683Ov #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/y5x3OiOKLu,0.0,#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! https://t.co/b5luv683Ov #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/y5x3OiOKLu,New York
53,❤❤ I challenge you to #SaveTheWorld from #Covid-19! Recycle empty soda bottles into face shields and become a hero!  https://t.co/b5luv683Ov #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/SPBzxpaT3K,-0.125,❤❤ I challenge you to #SaveTheWorld from #Covid-19! Recycle empty soda bottles into face shields and become a hero!  https://t.co/b5luv683Ov #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/SPBzxpaT3K,New York
54,"Clouds, Corona, Queens, NYC #clouds #coronaqueensnyc #coronaqueens #corona #queens #nyc #nofilter #unedited #canon77d #canonphotography #canonphotographer #24mm70mmf4 @ Corona, New York https://t.co/0DGkaOpnwn",0.13636363636363635,"Clouds, Corona, Queens, NYC #clouds #coronaqueensnyc #coronaqueens #corona #queens #nyc #nofilter #unedited #canon77d #canonphotography #canonphotographer #24mm70mmf4 @ Corona, New York https://t.co/0DGkaOpnwn",New York
55,"A streetcar conductor in Seattle not allowing passengers aboard without a mask during the Spanish Flu pandemic, 1918.
#coronavirus #quarantine #pandemic @ Pasadena, California https://t.co/39UJIvQtGo",0.0,"A streetcar conductor in Seattle not allowing passengers aboard without a mask during the Spanish Flu pandemic, 1918.
#coronavirus #quarantine #pandemic @ Pasadena, California https://t.co/39UJIvQtGo",California
56,"Sunlight Streaming Through the Trees, Flushing Meadows-Corona Park #sunlightstreamingthroughthetrees #trees #flushingmeadowscoronapark #canon77d #canonphotography #canonphotographer #24mm70mmf4… https://t.co/eQHmis8gUF",0.0,"Sunlight Streaming Through the Trees, Flushing Meadows-Corona Park #sunlightstreamingthroughthetrees #trees #flushingmeadowscoronapark #canon77d #canonphotography #canonphotographer #24mm70mmf4… https://t.co/eQHmis8gUF",New York
57,"Can you spot the #oddmanout? 
All this week I’ll be highlighting some images from Holland as @cityofholland won’t be celebrating its #tuliptime this year due to that #covid19 meanie pants! #enjoytheflowers #tulips🌷… https://t.co/O7ioUHrBEi",-0.15625,"Can you spot the #oddmanout? 
All this week I’ll be highlighting some images from Holland as @cityofholland won’t be celebrating its #tuliptime this year due to that #covid19 meanie pants! #enjoytheflowers #tulips🌷… https://t.co/O7ioUHrBEi",Michigan
58,I challenge you to #SaveTheWorld❤ from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields #Bottles2Shields  Spanish https://t.co/Dzh14jOsuB  #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/KN7oms4B1H,-0.0625,I challenge you to #SaveTheWorld❤ from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields #Bottles2Shields  Spanish https://t.co/Dzh14jOsuB  #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/KN7oms4B1H,New York
59,I challenge you to ❤#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/xIEkp96h9U,-0.0625,I challenge you to ❤#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/xIEkp96h9U,New York
60,❤#SaveTheWorld from #Coronavirus!  Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Arabic https://t.co/YrxltDqaph #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/bJq9Efgazz,-0.125,❤#SaveTheWorld from #Coronavirus!  Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Arabic https://t.co/YrxltDqaph #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/bJq9Efgazz,New York
61,#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/00ieDU307a,0.0,#BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! #BillionShieldsChallenge #MayThe4thBeWithYou - https://t.co/00ieDU307a,New York
