tweet,location
"#covid19 closed our playgrounds and public parks. ⚫️ @ Miami, Florida https://t.co/WjGkIsxIFk",Florida
"According to a recent update from ShowingTime, “The March ShowingTime Showing Index® recorded the first nationwide drop in showing traffic in eight months as communities responded to COVID-19. Early April data show… https://t.co/9ikGWNfG8s",Texas
"THANK ALL OF YOU 🙏🏾🙏🏾🙏🏾
#healthcare #health #medical #covid #medicine #doctor #hospital #nurse #healthylifestyle #wellness #coronavirus #doctors #healthy #healthyliving #love #nursing #fitness #nurses #surgery #care… https://t.co/k9W5Xi6PbD",California
"This week Operation COVID-19 Garment Revival donated another 2,000 face masks to our community.

Here's our latest pleated face mask made from donated @rag_bone shirting (thank you missannakarina) and donated supima… https://t.co/VmTG3Ks1kT",New York
"This virus is trippin! #memes #true #truth #coronavirus #covid_19 #2020 @ Chicago, Illinois https://t.co/8Xrw8YhPuM",Illinois
https://t.co/q1bIRBjDj8 We'll be updating this story throughout the day Wednesday with the latest local news on the coronavirus pandemic. If you'd like to go through a roundup of https://t.co/icUAatHgKa #atx #austin #all512,Texas
"Midnight walk with the bestie. Testing out the #iphone11 night mode #socialdistancing #midnighthour #shotoniphone #covid19 @ West Haven, Utah https://t.co/XobJ6ZJWme",Utah
The sad truth. Another truth is someone woke up this sleeping enemy. The Coronavirus been around since the 50’s. So what made it wake up to this magnitude? 🌍 STAY SAFE AND 🧼 WAS YOUR HANDS! #DavidQuinones… https://t.co/1a0dADrnkO,New York
"Due to the events of the Covid- 19 virus this event has been cancelled 
AND MOVED TO THE INTERNET 

Come one come all as we present to you a post apocalyptic peep show to satisfy your hunger for danger, comedy,… https://t.co/JRpOeHzsTw",Maryland
"I’m apologizing to anyone that has ever cut my hair.  But it was time!!!!  Let’s do it!   (Yes that’s a dark &amp; stormy, thanks for asking).   #coronahaircut  #quarantinemademedoit  #covid19 @ Studio City, California https://t.co/HoOc7B5BFT",California
"👏🏿👏🏿👏🏿👏🏿👏🏿
*
*
*
*
*
f/2.8 || 1/13s || ISO 50 || 20mm
#alonetogether #essentialworkers #covid19 #stayhome #socialdistancing #sonya7ii #sonymirrorless #sonyalpha #alphacollective #nycwanderings #nyc_explorers… https://t.co/eDFjTg4SMW",New York
"🇺🇸 US

#Covid19: Under control, and improving rapidly, epidemic. Est. 1.80% of pop. infected. Lot worse to come. Proj. death toll 207,184 in ~255 days.

🕗 30/04

1/4",Kansas
"🇺🇸 US: ⚪✨✨⚪✨⚪⚪⚪✨✨

Official cases: 1,039,909 = 3,141.69/M
Est. cases: 5,968,012 = 18,030.10/M
Change: 27,327 = 3%

Deaths: 60,967 = 184.19/M
Change: 2,612 = 4%

Mort.: 5.86%

👨🏽‍⚕️Breathing: https://t.co/5Wesp6gEJf
🧘🏻 https://t.co/1c00guckaR

🕗 30/04

2/4 https://t.co/e98nivciYk",Kansas
"🇺🇸 US

10 day forecast of 83,552 dead. This wave may last ~265 days and see 14,798,863 cases and 207,184 deaths. Cases double every 19.1 days.

📈: https://t.co/7II8TOei0h

🕗 30/04 #CovidUS

3/4",Kansas
"🇺🇸 US

Notes: Partial Lock-down, Limited Testing, Chaotic

🏥: https://t.co/an5Q5LWRAu

🕗 30/04 #Covid19

4/4",Kansas
"COVID-19 update @ Queens, New York https://t.co/n44KWj9At0",New York
"Hello Everyone!!!

I hope everyone is doing well. I have  agreed to be a part of an upcoming conference, ""How to Deal With Grief Amidst Covid 19."" With the multiple deaths occurring at such a rapid rate this was a… https://t.co/mzXd1r5f9o",Maryland
I posted the black and white version of this image last week! Channel swapping creates a whole new look and feeling. Photo made during our Atchafalaya Photo Workshop. #infrared #channelswap #covid19 #changingtimes… https://t.co/UduykQMKu2,Louisiana
"|• How CBD Can Help During The Coronavirus Crisis❓I'm here with💢 tanasi_botanicals 💢 #tanasi #cbd  In times like this, we look for ways to alleviate stress and elevate our minds, and CBD helps to reduce anxiety and… https://t.co/w3n3BamCAX",Texas
"PERSIAN GIRLS BE LIKE 👩🏻
.
.
#elnazgolrokh #funnypersian #persiangirls #tink #tinknation #quarentined #coronavirus  #persianfunny
#فان #ایران #خنده #خنده_دار #کرونا #کرونا_در_ایران #قرنطینه #قرنطینه_خانگی… https://t.co/Ro9rjAnio7",California
"incase anyone is wondering what I'm actually talking about, if I actually have something to offer, an I do......Soon As Corona Has Been Dealt With 🙏🏼 so yea, these are my prices, Kitchen Beautician At Your Service… https://t.co/DDRoGshXez",Texas
"Harley-Davidson | Chiusa la produzione a Milwaukee | causa Covid-19

abcnews live - front cover shot

https://t.co/C491CA92aB 
--
#harley2020 #harley_davidson #harleysofinstagram #harleyridersofinstagram… https://t.co/Q4U9oN4zCF",Wisconsin
"Harley-Davidson | Chiusa la produzione a Milwaukee | causa Covid-19

abcnews live - rear cover shot

https://t.co/C491CA92aB 
--
#harley2020 #harley_davidson #harleysofinstagram #harleyridersofinstagram… https://t.co/XFOb2upSh3",Wisconsin
"If everyone donates just $5 it adds up and makes a huge impact. Be apart of something huge. It will feel good and you won't regret giving. Thank you.
#coronavirus #covid_19 #corona #socialdistancing #staysafeeveryone… https://t.co/rV8X1sUPx5",Ohio
"PERSIAN GIRLS BE LIKE 👩🏻
.
.
#elnazgolrokh #funnypersian #persiangirls #tink #tinknation #quarentined #coronavirus  #persianfunny
#فان #ایران #خنده #خنده_دار #کرونا #کرونا_در_ایران #قرنطینه #قرنطینه_خانگی… https://t.co/OInlFDs1yH",California
Before you go sleep watch this #watchthis #opticalillusion so your mind stops your fears of that covid19. #RestWell #RestYourMind #PlayWithYourMind #Illusions #opticalillusions @ Whataburger https://t.co/fqLuEEKbzw,Texas
"#MashableShopping #Coronavirus #Culture We found a few more face masks on sale (while supplies last, of course) https://t.co/PGSvaP23Mc https://t.co/pzNVgQWLeI",Florida
"RCC Coronavirus Shutdown Trivia of the Day #27 - In April 2004, on Men's Opening Day, we opened a newly renovated tee at 8C.  Just prior to the shotgun, assistant super Travis Pauley, now superintendent at… https://t.co/a68wEtuYoF",New Jersey
"🦋 If #coronavirus (COVID-19) got into a crowded #prison, it would spread like #wildfire. Set the #prisoners #free 🕯 https://t.co/lhyVjkc1mD 🗝 @ Bakersfield, California https://t.co/PmIrAhRbPw",California
"In early March when we were warned about the dangers of covid19, I took the precautions serious. I simply couldn’t imagined a loved one not being around. I simply couldn’t imagine getting… https://t.co/AfXxuoPq8z",California
Shelter Island in a covid shelter manner... I was masked and in a mindfully social distanced mode 😷 It felt so good going out for a walk for the first time since the covid quarantine went… https://t.co/tAUJCQinTW,California
"Many of you know that I was supposed to spend my golden birthday in Japan this year. We were going to stay in a very nice ryokan and enjoy the onsens (Japanese hot springs). But sadly, coronavirus threw a wrench in… https://t.co/3t9GGJ4eXa",California
"The coronavirus has killed 60k people in the states and 200k globally.

Why did those people have to die and why am I still alive after contracting a protracted pneumonia for 6 weeks and yet I’m still alive.

I don’t… https://t.co/Qp6a09ld5o",New York
"COVID-19 update  Blackcraft this was suppose to be delivered by 4/28/20 by USPS from blackcraft to this address 
100-15 204th St, Queens ,NY 11423 @ Queens, New York https://t.co/ETU0aKJL0p",New York
"#covid week 4. I know what you’re thinking.. that is a lot of biscuits. Come try one today and see what the hype is all about! ⁣
⁣
PS. Thank you for making this possible! Thank you for feeding Raleigh and the many… https://t.co/jb4yV2aaJn",North Carolina
"My EMS had been in my closet but with COVID LockDown I started training like a madman. So, I had to recover like a mad man. This is one of the best and fastest recovery tools I’ve ever used. If you are a training… https://t.co/C6yIelEUJB",Georgia
When the quarantine starts getting to you! #Covid19 #stayhomestaysafe. #disrespectyoursurroundings @ In My Mushroom Kingdom! https://t.co/VcmxaVW9IM,California
"Were are you going to go when this is all over ? ... A huge Metropolis? A secluded beach ? The Mall ? ....
.
.
. I’ve been making a post Corona Bucket list___ and I know what my first place is going to be ___… https://t.co/HA2rH61LWO",Hawaii
#TheDailyShow #TrevorNoah #Coronavirus Trevor Noah breaks down how coronavirus is affecting the food industry https://t.co/1vEg2jPQWp https://t.co/ENSczs8azx,Florida
"Nuther wet Corona  HUMP DAY bitches! (@ Linden Yard Fleet Operations in Brooklyn, NY) https://t.co/qcm1x0Bu79",New York
"Its 8PM, Green Mountain, Lakewood Colorado time in the United States of America. Im HOWLING for our Essential Workers with my dear old Mom &amp; Dad. After all this Covid 19 horribleness is over with I hope to look… https://t.co/EvtbGKwIzi",Colorado
Health providers worry some will forgo care after losing insurance amid COVID-19 https://t.co/bLA3KhMhbI,Montana
COVID-19 updates (04-30-2020)  https://t.co/oYtCEm8dmU  Trevor Payne,Ohio
"Repeat 3 times and Believe.
#dailyaffirmations #businessowner #inspirationalquotes #manifest #goalsasf #covid19 #lockdown #success #stayathome #abundance @ Mangonia Park, Florida https://t.co/Eg5p5eKnof",Florida
"Be Safe practice, social distancing, and know matter what the president says  do NOT drink the Lysol! #lol #lysol #besafe #coronavirus @ Fayetteville, North Carolina https://t.co/4BV7BnoNc8",North Carolina
"We need your help to feed families all across America who are struggling because of Covid 19. This is a one day emergency radiothon on @Mix933 for feedingamerica 
Text FEED to… https://t.co/loscWQ2jS6",Missouri
A tidal wave for (UK) universities IT procurement? -- Some thoughts on post COVID-19 challenges  https://t.co/xWRZnWA6zq  #publicprocurement #sustainability #hechat #covid19uk,New York
"Yeah! #Nantucket
STAY HOME SAFE LIVES
Coronavirus in Massachusetts
https://t.co/sTFHzL8vTM
#Boston #Celtics #Bruins #RedSox #Patriots #massachusetts #rhodeisland #connecticut #ct #newyorkcity #newyork #nyc #ack… https://t.co/o31LnmNwSH",Massachusetts
"So… about those cheap surgical masks you've been buying on @WishShopping, @eBay, @AliExpress_EN, and the like: Sweat shop, Child labor, Unhygienic work conditions and global pandemic all rolled into one!

This is the #CoronavirusEconomy!

https://t.co/XyAoOC1woN #COVID19",District of Columbia
"Yeah! #Nantucket
STAY HOME SAFE LIVES
Coronavirus in Massachusetts
https://t.co/sTFHzL8vTM
#Boston #Celtics #Bruins #RedSox #Patriots #massachusetts #rhodeisland #connecticut #ct #newyorkcity #newyork #nyc #ack… https://t.co/9Wtv3LPbE3",Massachusetts
"This is how you get tested for 🧬Corona Virus 🦠 
How many of y’all getting the test now😷🤒 
.
.
#coronavirus 
#corona 
#coronamemes 
#coronavirususa
#coronaviruschina 
#coronavírus 
#coronavid19 @ Beverly Hills,… https://t.co/LeCP5af8QO",California
"Got questions about #COVID19? The @DurhamHealthNC has lots of resources to get the information you need with phone numbers, online links &amp; more. https://t.co/Qqt6LN9eaM",North Carolina
"Special thank you to @Blvcklae of @TTTMediaCo for asking me, Founder and Owner of @IDfineMeFitness, to be a part of this piece. To read about how you can stay physically active while at home during the COVID-19… https://t.co/cXZgEkr9I7",North Carolina
Incident on #SouthernStateParkway WB from Exit 15 - North Corona Avenue to Exit 13N - North Central Avenue https://t.co/9DGIvOBrik,New York
Corona NY Thu Apr 30th AM Forecast: TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31,New York
"SPC Figueroa (68W, Combat Medic), AKA Fig, member of the 440th Civil Affairs Battalion, accepted the call to serve and volunteer as medical support staff in Atlanta amid the COVID-19 crisis. Anyone who knows Fig,… https://t.co/YdGqICc2tU",Colorado
"What’s coming in #ios 13.5 🤔 
#covid19 #apple #iphone #covid19tracker @ Apple Infinite Loop https://t.co/Isv71fcvkZ",California
"According to South Korean experts, ""reinfected"" #COVID19 patients were actually false positives due to 'dead' virus fragments, refuting reinfection.

I doubt anyone is really looking to test this theory out on purpose, so we'll wait, hope, and see...

https://t.co/G0DsxxGonh",District of Columbia
"Covid isolation-Day 5:
Made some new friends while in isolation. (Lion is a freaking chatterbox.) Shut the #%^* up Lion! Let someone else talk! @ Oak Park, Illinois https://t.co/Aa6ECV2F23",Illinois
"We might be Quarantined but we’re still getting our Celebrating 🥳 on! It’s Daddy’s Birthday today! 🎂
@corona @ Baby Howard's All Inclusive Pool and Resort https://t.co/7lyunZTuUj",New York
"These are the #sanbernardinocounty #healthdepartment numbers for #covid19 cases and #deaths. #californialockdown #coronavírus #shelterinplace #stayhomestaysafe #wearamask😷 @ Big Bear Lake, California https://t.co/eq9xQFuFtF",California
Updated: Incident on #SouthernStateParkway WB from Exit 15 - North Corona Avenue to Exit 13N - North Central Avenue https://t.co/EdUjyUYfUk,New York
Updated: Incident on #SouthernStateParkway WB from Exit 15 - North Corona Avenue to Exit 13N - North Central Avenue https://t.co/9DGIvOBrik,New York
50 años 🎂 si cuentan 🚀 for the love of the game 🎲  covid-19  🛸 a darle ❤🇲🇽🇺🇸📽🎬 @ SpaceX South Texas Ground Control Station https://t.co/1aHg0fvXUU,Texas
"Finished them all...finally. Rock n’ roll, food &amp; fiction. All well written and highly recommended.

@brianslagel 
@jonesysjukebox 
@dankojones 
@Bourdain 
marklanegan 

#coronavirus @ Austin, Texas https://t.co/GFaCquc88T",Texas
Cleared: Incident on #SouthernStateParkway WB from Exit 15 - North Corona Avenue to Exit 13N - North Central Avenue,New York
Cleared: Incident on #SouthernStateParkway WB from Exit 15 - North Corona Avenue to Exit 13N - North Central Avenue,New York
Russia’s coronavirus outbreak is getting bad. Putin says the worst is yet to come. - Vox https://t.co/8nR63y2nlt,California
"Normally April would mean non-stop talk about golf esp in Augusta. Because of COVID-19 shelter in place PGA golfer, Quincy Heard, got a chance to take a swing at poetry for #nationalpoetrymonth2020.… https://t.co/lLjJP1rF6t",Georgia
"#tbt to another sunny pre-corona day. #mychicagothursday #choosechicago #chicagohome #mychicagoday @choosechicago @ Chicago, Illinois https://t.co/GS0YQtncDA",Illinois
"#BlackWomensHealthCareMatters Please stop phuqing with people's lives! Refusing #Covid19 testing to #BlackWomen is a deadly pattern of dismissing symptoms!!  #ConnectingtheDotsacrosstheDiaspora @ Charleston, South… https://t.co/3XO47RkZ7O",South Carolina
"In the midst of being an essential worker, this covid bullshit, and a crumbling economy, I STILL FIND TIME TO MAKE A DROP SOME MUSIC! This my first project recorded entirely in the Queen City! 4️⃣ I know some of u… https://t.co/l1ABrvVGps",North Carolina
"Excited to present this webinar today in the ""D"" to the Mental Health Care Professionals at Detroit Wayne Integrated Health Network. Wounded Healers need support too, especially during this COVID-19 Pandemic when… https://t.co/We703195OW",Michigan
"Today on @komelina , I'm featuring @__shigeto , who is an artist on the @ghostly label. Due to Covid-19, he (like many other musicians) was forced to cancel all his upcoming shows but he's still working on recording… https://t.co/Vkiehk366L",Michigan
"When you choose success, perseverance...mastery...you choose suffering. The sooner you embrace this, the sooner you will be on your way.

#covid_19 #coronavirus #bjj #brazilianjiujitsu #jiujitsu #jujitsu… https://t.co/p37hUsYKJn",Maryland
"Have you been receiving more spam calls? Have there been several new “phishy” emails hitting your inbox? You’re not alone!
The quarantine and coronavirus have given scammers and spammers a new route to try for your… https://t.co/k9oYkGZ8pL",Florida
"Quarantine is Over!  YAASSSS!!!😊. #instadaily  #thursday 💕💕
.
.
.
.
.
.
.
.
#crueltyfree #mystinitans @mystinitans #covid #astp_sunlesspros
#inthistogether #airbrushtan #spraydontlay #strongertogether #quarantine… https://t.co/h2cS1IEDWS",Texas
"Join me LIVE on You Tube, Thursday, May 7th @ 7pm for an interview with special guest Calvin Hill, Entrepreneur/Author nivlac_thebrand 

Mr. Hill will share his experience of testing positive for COVID-19, his 14 day… https://t.co/ioD4FgLo7U",Ohio
No! We Can't Protest or March because of #Coronavirus. They once again Get Away w/ straight murder. (Blog@ https://t.co/hm2Uuo636X) @ North Carolina https://t.co/wuDOQxO6Y9,North Carolina
"Wegmans shopping during Corona virus Pandemic, now done by Emily's Nom delivery#anthonyron82 #aldiusa #aldimaldini #aldifinds #aldihaul #aldilove #groceryhaul #grocery #groceryoutlet #shopping #instacartshopper… https://t.co/ESLhGTI51W",New York
Top 10 SOCAL ￼breweries you’re going to go to after the coronavirus is over day 7 of 10. My seventh pic is Monkish Brewing Company in Torrance ￼California￼￼. You must nominate one person to do this challenge after… https://t.co/j7w3XfW2ap,California
Elite Exposure continues to closely monitor the COVID-19/Coronavirus Pandemic. We are taking proactive measures to mitigate the impact by helping to flatten the curve. We are committed to protect the health &amp; safety… https://t.co/LtFK1nwmHl,North Carolina
"Meet Zuma’s Covid Screen Brightener of the day, GoGo! A retired show jumper mare, arriving back to the ranch after an 11 year departure. GoGo sustained  an injury from the show ring and is now sanctuary status!… https://t.co/Z3aqCvnPap",Colorado
"‼️Update for Thurs. April 30th.‼️
Due to Covid 19, the Tasting Room and Grounds are closed to customers. We're CLOSED on Tuesdays and Wednesdays. 

👇You can still enjoy Fabb Wines 👇 

❗ CASE SALE❗LAST DAY❗ Una Pera!… https://t.co/eulOtRaWy6",Virginia
"We’re having a dress up day as part of homeschooling. #homeschooling #swiresadventures #swires6 #swiresadventuresbrooklynedition #covid19 #whataworldwhataworld @ Bay Ridge, Brooklyn https://t.co/caKg0ZIlgl",New York
"The official music video of my Stronger Than Anything cover premieres this Sunday 11AM Central💜The whole world is in a uniquely uncertain time. COVID-19 has changed every life, but what never changes is the spiritual… https://t.co/TUJ0T6zDMm",Illinois
"Taking donations through Friday, May 1st. 
As you know, a growing number of Wilmington families are suffering from the economic fallout of the Covid-19 pandemic.  Many of our neighbors are in need. In the best… https://t.co/4nukbqbeGU",North Carolina
"In the midst of all this corona quarantine craziness, my painting “Beats” found a new home through Bisong Art Gallery in Houston. Like countless other jobs, the art market has taken a real beating in all of this… https://t.co/GRr2X0yGdB",Texas
"Bloomfield Pulse Condolences to all of the families 
Essex County Coronavirus Cases Updated: Thursday, April 30, 2020

• Social distancing, hand hygiene, and other steps to prevent infection must be followed at all… https://t.co/J1NZZBV8O9",New Jersey
Taking appointments for May!! Book now for you Full Service Grooming Experience. We are also taking proper precautions to keep the work space even more safe and sanitary due to Covid 19. Click book for details prices… https://t.co/Wuf7dJSuHB,Georgia
"Thank you peter194nyc for shooting this incredible video!

Blue Angels, Thunderbirds fly over NYC for COVID-19 workers -
 The 40-minute, joint flying demonstration by the Navy's Angels and… https://t.co/ZFVaJzfcYf",New York
"Dogs and and cats need to have social distancing also!
Winston,  the pug became positive for coronavirus because his owner's were positive for Covid 19.  It's best to keep your dogs away from other dogs because you… https://t.co/6rCHvQyh9m",Michigan
"Starting May 4, we will begin #COVID-19 Drive Thru Testing, for individuals living in the zip codes: 48209, 48210, 48216. BY APPOINTMENT ONLY, Mondays-Fridays, 9am-4pm. Other details apply, see… https://t.co/rQzaNwXskb",Michigan
"New face covering alert. Shout out sa_company. So many styles to choose from. #facemask #keepitcovered #covid_19 #coronavirus #besafe #flattenthecurve @ Las Vegas, Nevada https://t.co/Bbk3JY4uqV",Nevada
"Coronavirus chronicles... supermarket mission, use the mask, think in others. #washingtoniansathome #igdc #washingtonians #washingtondc #igers #igersdaily #dctography #quarentine #besafe #stayhome #usethemask… https://t.co/uscuvRcBro",District of Columbia
ICYMI: @DukeMBB Coach Mike Krzyzewski reminds all of us to #MaskUpStaySafe to help stop the spread of #COVID19 in #Durham. https://t.co/rnisFu7bMl,North Carolina
"#NewYork Students have been faced with various basic need issues (food and housing insecurity, mental health problems, unemployement) even before the current COVID-19 pandemic. 🗽

JOIN US TODAY along with some of… https://t.co/1uVaEXbNN9",New York
Our team BC Before Covid. I miss speaking to them in person. And hugging them! #theADRteam at #BHS event May 2019: Responding to #Changes in the #RealEstate industry or as @billyekofo our keynote speaker puts it… https://t.co/Lfe3rBzIBB,New York
"WFH Day 29: 17 by xxxtentacion 

#workfromhome #stayhome #quarantine #coronavirus @ Perry Hall, Maryland https://t.co/u3EQ9hNnYd",Maryland
"I'm down with PPE
#COVID19 #maskon #art #streetart #denverstreetart #graffhunter @ Denver, Colorado https://t.co/W8tvEr0BrR",Colorado
"Because A Plus Care’s.
.
.
.
.
.
.

#home #homehealthcare #healthcare #RN #cna #services #lovedones #care #aide #RVA #APHHC #inhomecare #SocEnt #becauseapluscares #ederlycare #disabled #prevention #stayhome #covid19… https://t.co/7qP061cPYL",Virginia
Not yet. The BioWar is still going Dine. #COVID19 #BioWar #HateTheMessenger @ tha ATX https://t.co/eOQGyl0Bwh,Texas
Shout out to some of the amazing people helping keep the pantry open and giving out food during COVID-19. I am so grateful to you all for stepping up and continuing our mission to provide food with kindness and… https://t.co/c5jIeJBfuA,Virginia
"Bravo New Jersey for flattening the Covid19 curve!
You ROCK!!!

Ready to get rid of Covid15?

First time ChillSculpt: $150 (reg, $300)

ChillSculpt is a 90 minute “fat freeze” for the abs, love handles, inner thighs,… https://t.co/Ty7zCrC6nd",New Jersey
The Museum got some nice coverage of our recent online content! Read the article here: https://t.co/LKIS837Rq0 @ Colorado Railroad Museum https://t.co/V8N57hPYkz,Colorado
"Conservatives organize Syracuse protest demanding Cuomo 'free New York’ - https://t.co/O2N2XNBpYJ
https://t.co/RfdHYMG8GP",New York
"Special thank you to @Blvcklae of @TTTMediaCo for asking me to be a part of this piece. To read about how you can stay physically active while at home during the COVID-19 pandemic, visit the link in our bio. Also, be… https://t.co/EffbmGnfra",North Carolina
"NEW TAPE 💿 , NEW MONEY 💰 , NEW ICE 💎🥶 OTW 😈 @iceman_nick @MIKEDENIR0 

#ExplorePage #ViralVideos #Explore #Covid19 @ Atlanta, Georgia https://t.co/YRRdCdj6Gv",Georgia
"Thank you so much cathycole517 nurselcc this was so sweet and really made my day! Love you guys 😘❤️❤️
•
•
•
#disneyparks #confetti #nurselife #celebrate #livecolorfully #thankyou #love #covid19 #finaLILLY… https://t.co/QxUCheqBTf",Missouri
"@CoiffureCC 
Coiffure Cares Covid Sale ❤️
20% off on select items + an automatic 10% off for COVID19 at checkout! SHOP NOW ‼️

#explorepage #shop #fashionblogger #explorepage #fashionnova #prettylittlething #sale @… https://t.co/nhb8Z1PwNG",Texas
Shout out to some of the amazing people helping keep the pantry open and giving out food during COVID-19. I am so grateful to you all for stepping up and continuing our mission to provide food with kindness and… https://t.co/f5h6F0PCpw,Virginia
"Getting antsy to resume altercating for sport within standard proximity.  #covid19 has been terrible for all corners of the #fightworld where everyone’s fightin’ mad, but afraid to touch… https://t.co/Om5kboquWX",Wisconsin
